natCu(p,x)63Zn				
				
Energy	sigma	Phys. yield	Phys. yield	1 h irrad.
8.4	233.56	1.03E+03	2.80E+01	6.29E+02
8.5	237.68	1.08E+03	2.93E+01	6.60E+02
8.6	241.81	1.14E+03	3.07E+01	6.91E+02
8.7	245.94	1.19E+03	3.21E+01	7.23E+02
8.8	250.07	1.24E+03	3.36E+01	7.56E+02
8.9	254.20	1.30E+03	3.51E+01	7.89E+02
9.0	258.34	1.35E+03	3.66E+01	8.24E+02
9.1	262.47	1.41E+03	3.81E+01	8.59E+02
9.2	266.60	1.47E+03	3.97E+01	8.95E+02
9.3	270.71	1.53E+03	4.14E+01	9.32E+02
9.4	274.80	1.59E+03	4.31E+01	9.70E+02
9.5	278.86	1.66E+03	4.48E+01	1.01E+03
9.6	282.89	1.72E+03	4.65E+01	1.05E+03
9.7	286.88	1.79E+03	4.83E+01	1.09E+03
9.8	290.81	1.86E+03	5.02E+01	1.13E+03
9.9	294.69	1.93E+03	5.20E+01	1.17E+03
10.0	298.51	2.00E+03	5.39E+01	1.21E+03
10.1	302.26	2.07E+03	5.59E+01	1.26E+03
10.2	305.92	2.14E+03	5.79E+01	1.30E+03
10.3	309.49	2.22E+03	5.99E+01	1.35E+03
10.4	312.95	2.29E+03	6.19E+01	1.39E+03
10.5	316.29	2.37E+03	6.40E+01	1.44E+03
10.6	319.49	2.45E+03	6.62E+01	1.49E+03
10.7	322.54	2.53E+03	6.83E+01	1.54E+03
10.8	325.44	2.61E+03	7.05E+01	1.59E+03
10.9	328.16	2.69E+03	7.28E+01	1.64E+03
11.0	330.69	2.78E+03	7.50E+01	1.69E+03
11.1	333.03	2.86E+03	7.73E+01	1.74E+03
11.2	335.16	2.95E+03	7.96E+01	1.79E+03
11.3	337.06	3.03E+03	8.20E+01	1.85E+03
11.4	338.73	3.12E+03	8.44E+01	1.90E+03
11.5	340.15	3.21E+03	8.68E+01	1.95E+03
11.6	341.31	3.30E+03	8.92E+01	2.01E+03
11.7	342.21	3.39E+03	9.17E+01	2.06E+03
11.8	342.82	3.48E+03	9.42E+01	2.12E+03
11.9	343.14	3.58E+03	9.66E+01	2.18E+03
12.0	343.15	3.67E+03	9.92E+01	2.23E+03
12.1	342.85	3.76E+03	1.02E+02	2.29E+03
12.2	342.23	3.86E+03	1.04E+02	2.35E+03
12.3	341.30	3.95E+03	1.07E+02	2.40E+03
12.4	340.06	4.04E+03	1.09E+02	2.46E+03
12.5	338.50	4.14E+03	1.12E+02	2.52E+03
12.6	336.64	4.23E+03	1.14E+02	2.58E+03
12.7	334.47	4.33E+03	1.17E+02	2.63E+03
12.8	331.99	4.42E+03	1.19E+02	2.69E+03
12.9	329.20	4.51E+03	1.22E+02	2.75E+03
13.0	326.11	4.61E+03	1.25E+02	2.80E+03
13.1	322.72	4.70E+03	1.27E+02	2.86E+03
13.2	319.05	4.79E+03	1.30E+02	2.92E+03
13.3	315.10	4.89E+03	1.32E+02	2.97E+03
13.4	310.91	4.98E+03	1.35E+02	3.03E+03
13.5	306.47	5.07E+03	1.37E+02	3.08E+03
13.6	301.82	5.16E+03	1.39E+02	3.14E+03
13.7	296.96	5.25E+03	1.42E+02	3.19E+03
13.8	291.92	5.33E+03	1.44E+02	3.25E+03
13.9	286.70	5.42E+03	1.46E+02	3.30E+03
14.0	281.33	5.50E+03	1.49E+02	3.35E+03
14.1	275.82	5.59E+03	1.51E+02	3.40E+03
14.2	270.19	5.67E+03	1.53E+02	3.45E+03
14.3	264.46	5.75E+03	1.55E+02	3.50E+03
14.4	258.63	5.83E+03	1.58E+02	3.55E+03
14.5	252.74	5.91E+03	1.60E+02	3.60E+03
14.6	246.80	5.99E+03	1.62E+02	3.64E+03
14.7	240.83	6.06E+03	1.64E+02	3.69E+03
14.8	234.83	6.14E+03	1.66E+02	3.74E+03
14.9	228.84	6.21E+03	1.68E+02	3.78E+03
15.0	222.86	6.28E+03	1.70E+02	3.82E+03
15.1	216.92	6.35E+03	1.72E+02	3.87E+03
15.2	211.02	6.42E+03	1.73E+02	3.91E+03
15.3	205.17	6.49E+03	1.75E+02	3.95E+03
15.4	199.38	6.55E+03	1.77E+02	3.99E+03
15.5	193.66	6.61E+03	1.79E+02	4.03E+03
15.6	188.01	6.68E+03	1.80E+02	4.06E+03
15.7	182.45	6.74E+03	1.82E+02	4.10E+03
15.8	176.98	6.79E+03	1.84E+02	4.13E+03
15.9	171.60	6.85E+03	1.85E+02	4.17E+03
16.0	166.34	6.91E+03	1.87E+02	4.20E+03
16.1	161.19	6.96E+03	1.88E+02	4.24E+03
16.2	156.15	7.01E+03	1.90E+02	4.27E+03
16.3	151.24	7.07E+03	1.91E+02	4.30E+03
16.4	146.44	7.12E+03	1.92E+02	4.33E+03
16.5	141.76	7.16E+03	1.94E+02	4.36E+03
16.6	137.20	7.21E+03	1.95E+02	4.39E+03
16.7	132.76	7.26E+03	1.96E+02	4.42E+03
16.8	128.44	7.30E+03	1.97E+02	4.44E+03
16.9	124.25	7.35E+03	1.99E+02	4.47E+03
17.0	120.18	7.39E+03	2.00E+02	4.50E+03
17.1	116.23	7.43E+03	2.01E+02	4.52E+03
17.2	112.40	7.47E+03	2.02E+02	4.55E+03
17.3	108.69	7.51E+03	2.03E+02	4.57E+03
17.4	105.09	7.54E+03	2.04E+02	4.59E+03
17.5	101.62	7.58E+03	2.05E+02	4.61E+03
17.6	98.25	7.62E+03	2.06E+02	4.64E+03
17.7	95.00	7.65E+03	2.07E+02	4.66E+03
17.8	91.85	7.68E+03	2.08E+02	4.68E+03
17.9	88.81	7.72E+03	2.09E+02	4.70E+03
18.0	85.88	7.75E+03	2.09E+02	4.71E+03
18.1	83.05	7.78E+03	2.10E+02	4.73E+03
18.2	80.31	7.81E+03	2.11E+02	4.75E+03
18.3	77.68	7.84E+03	2.12E+02	4.77E+03
18.4	75.14	7.86E+03	2.13E+02	4.79E+03
18.5	72.69	7.89E+03	2.13E+02	4.80E+03
18.6	70.33	7.92E+03	2.14E+02	4.82E+03
18.7	68.06	7.94E+03	2.15E+02	4.83E+03
18.8	65.87	7.97E+03	2.15E+02	4.85E+03
18.9	63.76	7.99E+03	2.16E+02	4.86E+03
19.0	61.74	8.02E+03	2.17E+02	4.88E+03
19.1	59.79	8.04E+03	2.17E+02	4.89E+03
19.2	57.92	8.06E+03	2.18E+02	4.91E+03
19.3	56.12	8.08E+03	2.18E+02	4.92E+03
19.4	54.39	8.10E+03	2.19E+02	4.93E+03
19.5	52.74	8.12E+03	2.20E+02	4.94E+03
19.6	51.15	8.14E+03	2.20E+02	4.96E+03
19.7	49.62	8.16E+03	2.21E+02	4.97E+03
19.8	48.16	8.18E+03	2.21E+02	4.98E+03
19.9	46.75	8.20E+03	2.22E+02	4.99E+03
20.0	45.41	8.22E+03	2.22E+02	5.00E+03
20.1	44.12	8.24E+03	2.23E+02	5.01E+03
20.2	42.89	8.25E+03	2.23E+02	5.02E+03
20.3	41.72	8.27E+03	2.24E+02	5.03E+03
20.4	40.59	8.29E+03	2.24E+02	5.04E+03
20.5	39.52	8.30E+03	2.24E+02	5.05E+03
20.6	38.49	8.32E+03	2.25E+02	5.06E+03
20.7	37.51	8.33E+03	2.25E+02	5.07E+03
20.8	36.58	8.35E+03	2.26E+02	5.08E+03
20.9	35.69	8.36E+03	2.26E+02	5.09E+03
21.0	34.85	8.38E+03	2.26E+02	5.10E+03
21.1	34.05	8.39E+03	2.27E+02	5.11E+03
21.2	33.29	8.40E+03	2.27E+02	5.12E+03
21.3	32.57	8.42E+03	2.28E+02	5.12E+03
21.4	31.88	8.43E+03	2.28E+02	5.13E+03
21.5	31.24	8.44E+03	2.28E+02	5.14E+03
21.6	30.63	8.46E+03	2.29E+02	5.15E+03
21.7	30.05	8.47E+03	2.29E+02	5.15E+03
21.8	29.52	8.48E+03	2.29E+02	5.16E+03
21.9	29.01	8.50E+03	2.30E+02	5.17E+03
22.0	28.53	8.51E+03	2.30E+02	5.18E+03
22.1	28.09	8.52E+03	2.30E+02	5.18E+03
22.2	27.68	8.53E+03	2.31E+02	5.19E+03
22.3	27.30	8.54E+03	2.31E+02	5.20E+03
22.4	26.94	8.55E+03	2.31E+02	5.21E+03
22.5	26.62	8.57E+03	2.32E+02	5.21E+03
22.6	26.32	8.58E+03	2.32E+02	5.22E+03
22.7	26.05	8.59E+03	2.32E+02	5.23E+03
22.8	25.80	8.60E+03	2.32E+02	5.23E+03
22.9	25.58	8.61E+03	2.33E+02	5.24E+03
23.0	25.38	8.62E+03	2.33E+02	5.25E+03
23.1	25.21	8.63E+03	2.33E+02	5.25E+03
23.2	25.06	8.64E+03	2.34E+02	5.26E+03
23.3	24.94	8.66E+03	2.34E+02	5.27E+03
23.4	24.83	8.67E+03	2.34E+02	5.27E+03
23.5	24.75	8.68E+03	2.35E+02	5.28E+03
23.6	24.69	8.69E+03	2.35E+02	5.29E+03
23.7	24.65	8.70E+03	2.35E+02	5.29E+03
23.8	24.63	8.71E+03	2.35E+02	5.30E+03
23.9	24.62	8.72E+03	2.36E+02	5.31E+03
24.0	24.64	8.73E+03	2.36E+02	5.32E+03
24.1	24.68	8.74E+03	2.36E+02	5.32E+03
24.2	24.73	8.76E+03	2.37E+02	5.33E+03
24.3	24.80	8.77E+03	2.37E+02	5.34E+03
24.4	24.89	8.78E+03	2.37E+02	5.34E+03
24.5	25.00	8.79E+03	2.38E+02	5.35E+03
24.6	25.12	8.80E+03	2.38E+02	5.36E+03
24.7	25.25	8.81E+03	2.38E+02	5.36E+03
24.8	25.41	8.83E+03	2.39E+02	5.37E+03
24.9	25.57	8.84E+03	2.39E+02	5.38E+03
25.0	25.75	8.85E+03	2.39E+02	5.39E+03
25.1	25.95	8.86E+03	2.40E+02	5.39E+03
25.2	26.16	8.87E+03	2.40E+02	5.40E+03
25.3	26.38	8.89E+03	2.40E+02	5.41E+03
25.4	26.62	8.90E+03	2.41E+02	5.42E+03
25.5	26.87	8.91E+03	2.41E+02	5.42E+03
25.6	27.13	8.93E+03	2.41E+02	5.43E+03
25.7	27.40	8.94E+03	2.42E+02	5.44E+03
25.8	27.69	8.95E+03	2.42E+02	5.45E+03
25.9	27.98	8.96E+03	2.42E+02	5.46E+03
26.0	28.29	8.98E+03	2.43E+02	5.46E+03
26.1	28.60	8.99E+03	2.43E+02	5.47E+03
26.2	28.93	9.01E+03	2.43E+02	5.48E+03
26.3	29.26	9.02E+03	2.44E+02	5.49E+03
26.4	29.61	9.04E+03	2.44E+02	5.50E+03
26.5	29.96	9.05E+03	2.45E+02	5.51E+03
26.6	30.32	9.07E+03	2.45E+02	5.52E+03
26.7	30.69	9.08E+03	2.45E+02	5.53E+03
26.8	31.07	9.10E+03	2.46E+02	5.54E+03
26.9	31.45	9.11E+03	2.46E+02	5.54E+03
27.0	31.84	9.13E+03	2.47E+02	5.55E+03
27.1	32.24	9.14E+03	2.47E+02	5.56E+03
27.2	32.64	9.16E+03	2.48E+02	5.57E+03
27.3	33.04	9.18E+03	2.48E+02	5.58E+03
27.4	33.46	9.19E+03	2.48E+02	5.59E+03
27.5	33.87	9.21E+03	2.49E+02	5.60E+03
27.6	34.30	9.23E+03	2.49E+02	5.62E+03
27.7	34.72	9.25E+03	2.50E+02	5.63E+03
27.8	35.15	9.26E+03	2.50E+02	5.64E+03
27.9	35.58	9.28E+03	2.51E+02	5.65E+03
28.0	36.01	9.30E+03	2.51E+02	5.66E+03
28.1	36.45	9.32E+03	2.52E+02	5.67E+03
28.2	36.89	9.34E+03	2.52E+02	5.68E+03
28.3	37.33	9.36E+03	2.53E+02	5.69E+03
28.4	37.76	9.37E+03	2.53E+02	5.71E+03
28.5	38.20	9.40E+03	2.54E+02	5.72E+03
28.6	38.64	9.42E+03	2.54E+02	5.73E+03
28.7	39.08	9.44E+03	2.55E+02	5.74E+03
28.8	39.52	9.46E+03	2.56E+02	5.76E+03
28.9	39.96	9.48E+03	2.56E+02	5.77E+03
29.0	40.39	9.50E+03	2.57E+02	5.78E+03
29.1	40.82	9.52E+03	2.57E+02	5.79E+03
29.2	41.25	9.54E+03	2.58E+02	5.81E+03
29.3	41.68	9.56E+03	2.58E+02	5.82E+03
29.4	42.10	9.59E+03	2.59E+02	5.83E+03
29.5	42.52	9.61E+03	2.60E+02	5.85E+03
29.6	42.93	9.63E+03	2.60E+02	5.86E+03
29.7	43.34	9.65E+03	2.61E+02	5.88E+03
29.8	43.75	9.68E+03	2.62E+02	5.89E+03
29.9	44.15	9.70E+03	2.62E+02	5.90E+03
30.0	44.54	9.73E+03	2.63E+02	5.92E+03
30.1	44.93	9.75E+03	2.64E+02	5.93E+03
30.2	45.31	9.77E+03	2.64E+02	5.95E+03
30.3	45.68	9.80E+03	2.65E+02	5.96E+03
30.4	46.04	9.82E+03	2.66E+02	5.98E+03
30.5	46.40	9.85E+03	2.66E+02	5.99E+03
30.6	46.75	9.88E+03	2.67E+02	6.01E+03
30.7	47.09	9.90E+03	2.68E+02	6.03E+03
30.8	47.43	9.93E+03	2.68E+02	6.04E+03
30.9	47.75	9.95E+03	2.69E+02	6.06E+03
31.0	48.07	9.98E+03	2.70E+02	6.07E+03
31.1	48.37	1.00E+04	2.70E+02	6.09E+03
31.2	48.67	1.00E+04	2.71E+02	6.11E+03
31.3	48.96	1.01E+04	2.72E+02	6.12E+03
31.4	49.23	1.01E+04	2.73E+02	6.14E+03
31.5	49.50	1.01E+04	2.73E+02	6.16E+03
31.6	49.76	1.01E+04	2.74E+02	6.17E+03
31.7	50.00	1.02E+04	2.75E+02	6.19E+03
31.8	50.23	1.02E+04	2.76E+02	6.21E+03
31.9	50.46	1.02E+04	2.76E+02	6.23E+03
32.0	50.67	1.03E+04	2.77E+02	6.24E+03
32.1	50.87	1.03E+04	2.78E+02	6.26E+03
32.2	51.06	1.03E+04	2.79E+02	6.28E+03
32.3	51.24	1.03E+04	2.80E+02	6.30E+03
32.4	51.40	1.04E+04	2.80E+02	6.31E+03
32.5	51.56	1.04E+04	2.81E+02	6.33E+03
32.6	51.70	1.04E+04	2.82E+02	6.35E+03
32.7	51.84	1.05E+04	2.83E+02	6.37E+03
32.8	51.96	1.05E+04	2.84E+02	6.39E+03
32.9	52.07	1.05E+04	2.84E+02	6.40E+03
33.0	52.17	1.06E+04	2.85E+02	6.42E+03
33.1	52.26	1.06E+04	2.86E+02	6.44E+03
33.2	52.33	1.06E+04	2.87E+02	6.46E+03
33.3	52.40	1.06E+04	2.88E+02	6.48E+03
33.4	52.46	1.07E+04	2.89E+02	6.50E+03
33.5	52.50	1.07E+04	2.89E+02	6.52E+03
33.6	52.53	1.07E+04	2.90E+02	6.53E+03
33.7	52.56	1.08E+04	2.91E+02	6.55E+03
33.8	52.57	1.08E+04	2.92E+02	6.57E+03
33.9	52.57	1.08E+04	2.93E+02	6.59E+03
34.0	52.57	1.09E+04	2.94E+02	6.61E+03
34.1	52.55	1.09E+04	2.94E+02	6.63E+03
34.2	52.52	1.09E+04	2.95E+02	6.65E+03
34.3	52.48	1.10E+04	2.96E+02	6.67E+03
34.4	52.43	1.10E+04	2.97E+02	6.69E+03
34.5	52.37	1.10E+04	2.98E+02	6.71E+03
34.6	52.31	1.11E+04	2.99E+02	6.73E+03
34.7	52.23	1.11E+04	3.00E+02	6.74E+03
34.8	52.14	1.11E+04	3.00E+02	6.76E+03
34.9	52.05	1.11E+04	3.01E+02	6.78E+03
35.0	51.95	1.12E+04	3.02E+02	6.80E+03
35.1	51.84	1.12E+04	3.03E+02	6.82E+03
35.2	51.72	1.12E+04	3.04E+02	6.84E+03
35.3	51.59	1.13E+04	3.05E+02	6.86E+03
35.4	51.46	1.13E+04	3.06E+02	6.88E+03
35.5	51.31	1.13E+04	3.06E+02	6.90E+03
35.6	51.17	1.14E+04	3.07E+02	6.92E+03
35.7	51.01	1.14E+04	3.08E+02	6.94E+03
35.8	50.85	1.14E+04	3.09E+02	6.96E+03
35.9	50.68	1.15E+04	3.10E+02	6.98E+03
36.0	50.51	1.15E+04	3.11E+02	6.99E+03
36.1	50.33	1.15E+04	3.11E+02	7.01E+03
36.2	50.14	1.16E+04	3.12E+02	7.03E+03
36.3	49.95	1.16E+04	3.13E+02	7.05E+03
36.4	49.75	1.16E+04	3.14E+02	7.07E+03
36.5	49.55	1.16E+04	3.15E+02	7.09E+03
36.6	49.34	1.17E+04	3.16E+02	7.11E+03
36.7	49.13	1.17E+04	3.17E+02	7.13E+03
36.8	48.91	1.17E+04	3.17E+02	7.15E+03
36.9	48.69	1.18E+04	3.18E+02	7.16E+03
37.0	48.47	1.18E+04	3.19E+02	7.18E+03
37.1	48.24	1.18E+04	3.20E+02	7.20E+03
37.2	48.01	1.19E+04	3.21E+02	7.22E+03
37.3	47.77	1.19E+04	3.22E+02	7.24E+03
37.4	47.53	1.19E+04	3.22E+02	7.26E+03
37.5	47.29	1.20E+04	3.23E+02	7.28E+03
37.6	47.05	1.20E+04	3.24E+02	7.30E+03
37.7	46.80	1.20E+04	3.25E+02	7.31E+03
37.8	46.55	1.20E+04	3.26E+02	7.33E+03
37.9	46.30	1.21E+04	3.26E+02	7.35E+03
38.0	46.05	1.21E+04	3.27E+02	7.37E+03
38.1	45.79	1.21E+04	3.28E+02	7.39E+03
38.2	45.53	1.22E+04	3.29E+02	7.40E+03
38.3	45.27	1.22E+04	3.30E+02	7.42E+03
38.4	45.01	1.22E+04	3.30E+02	7.44E+03
38.5	44.75	1.23E+04	3.31E+02	7.46E+03
38.6	44.49	1.23E+04	3.32E+02	7.48E+03
38.7	44.22	1.23E+04	3.33E+02	7.49E+03
38.8	43.96	1.23E+04	3.34E+02	7.51E+03
38.9	43.69	1.24E+04	3.34E+02	7.53E+03
39.0	43.42	1.24E+04	3.35E+02	7.55E+03
39.1	43.15	1.24E+04	3.36E+02	7.56E+03
39.2	42.89	1.25E+04	3.37E+02	7.58E+03
39.3	42.62	1.25E+04	3.37E+02	7.60E+03
39.4	42.35	1.25E+04	3.38E+02	7.62E+03
39.5	42.08	1.25E+04	3.39E+02	7.63E+03
39.6	41.81	1.26E+04	3.40E+02	7.65E+03
39.7	41.54	1.26E+04	3.41E+02	7.67E+03
39.8	41.27	1.26E+04	3.41E+02	7.68E+03
39.9	41.00	1.27E+04	3.42E+02	7.70E+03
40.0	40.73	1.27E+04	3.43E+02	7.72E+03
40.1	40.47	1.27E+04	3.44E+02	7.73E+03
40.2	40.20	1.27E+04	3.44E+02	7.75E+03
40.3	39.93	1.28E+04	3.45E+02	7.77E+03
40.4	39.67	1.28E+04	3.46E+02	7.78E+03
40.5	39.40	1.28E+04	3.46E+02	7.80E+03
40.6	39.14	1.28E+04	3.47E+02	7.82E+03
40.7	38.87	1.29E+04	3.48E+02	7.83E+03
40.8	38.61	1.29E+04	3.49E+02	7.85E+03
40.9	38.35	1.29E+04	3.49E+02	7.87E+03
41.0	38.09	1.30E+04	3.50E+02	7.88E+03
41.1	37.83	1.30E+04	3.51E+02	7.90E+03
41.2	37.57	1.30E+04	3.51E+02	7.91E+03
41.3	37.31	1.30E+04	3.52E+02	7.93E+03
41.4	37.06	1.31E+04	3.53E+02	7.95E+03
41.5	36.80	1.31E+04	3.54E+02	7.96E+03
41.6	36.55	1.31E+04	3.54E+02	7.98E+03
41.7	36.29	1.31E+04	3.55E+02	7.99E+03
41.8	36.04	1.32E+04	3.56E+02	8.01E+03
41.9	35.79	1.32E+04	3.56E+02	8.02E+03
42.0	35.55	1.32E+04	3.57E+02	8.04E+03
42.1	35.30	1.32E+04	3.58E+02	8.05E+03
42.2	35.05	1.33E+04	3.58E+02	8.07E+03
42.3	34.81	1.33E+04	3.59E+02	8.08E+03
42.4	34.57	1.33E+04	3.60E+02	8.10E+03
42.5	34.33	1.33E+04	3.60E+02	8.11E+03
42.6	34.09	1.34E+04	3.61E+02	8.13E+03
42.7	33.85	1.34E+04	3.62E+02	8.14E+03
42.8	33.62	1.34E+04	3.62E+02	8.16E+03
42.9	33.38	1.34E+04	3.63E+02	8.17E+03
43.0	33.15	1.35E+04	3.64E+02	8.19E+03
43.1	32.92	1.35E+04	3.64E+02	8.20E+03
43.2	32.69	1.35E+04	3.65E+02	8.21E+03
43.3	32.46	1.35E+04	3.65E+02	8.23E+03
43.4	32.24	1.35E+04	3.66E+02	8.24E+03
43.5	32.01	1.36E+04	3.67E+02	8.26E+03
43.6	31.79	1.36E+04	3.67E+02	8.27E+03
43.7	31.57	1.36E+04	3.68E+02	8.29E+03
43.8	31.35	1.36E+04	3.69E+02	8.30E+03
43.9	31.13	1.37E+04	3.69E+02	8.31E+03
44.0	30.92	1.37E+04	3.70E+02	8.33E+03
44.1	30.70	1.37E+04	3.70E+02	8.34E+03
44.2	30.49	1.37E+04	3.71E+02	8.35E+03
44.3	30.28	1.37E+04	3.72E+02	8.37E+03
44.4	30.07	1.38E+04	3.72E+02	8.38E+03
44.5	29.87	1.38E+04	3.73E+02	8.39E+03
44.6	29.66	1.38E+04	3.73E+02	8.41E+03
44.7	29.46	1.38E+04	3.74E+02	8.42E+03
44.8	29.26	1.39E+04	3.75E+02	8.43E+03
44.9	29.06	1.39E+04	3.75E+02	8.45E+03
45.0	28.86	1.39E+04	3.76E+02	8.46E+03
45.1	28.66	1.39E+04	3.76E+02	8.47E+03
45.2	28.47	1.39E+04	3.77E+02	8.49E+03
45.3	28.28	1.40E+04	3.77E+02	8.50E+03
45.4	28.08	1.40E+04	3.78E+02	8.51E+03
45.5	27.89	1.40E+04	3.79E+02	8.53E+03
45.6	27.71	1.40E+04	3.79E+02	8.54E+03
45.7	27.52	1.40E+04	3.80E+02	8.55E+03
45.8	27.34	1.41E+04	3.80E+02	8.56E+03
45.9	27.15	1.41E+04	3.81E+02	8.58E+03
46.0	26.97	1.41E+04	3.81E+02	8.59E+03
46.1	26.79	1.41E+04	3.82E+02	8.60E+03
46.2	26.61	1.42E+04	3.82E+02	8.61E+03
46.3	26.44	1.42E+04	3.83E+02	8.62E+03
46.4	26.26	1.42E+04	3.84E+02	8.64E+03
46.5	26.09	1.42E+04	3.84E+02	8.65E+03
46.6	25.92	1.42E+04	3.85E+02	8.66E+03
46.7	25.75	1.43E+04	3.85E+02	8.67E+03
46.8	25.58	1.43E+04	3.86E+02	8.69E+03
46.9	25.41	1.43E+04	3.86E+02	8.70E+03
47.0	25.25	1.43E+04	3.87E+02	8.71E+03
47.1	25.08	1.43E+04	3.87E+02	8.72E+03
47.2	24.92	1.43E+04	3.88E+02	8.73E+03
47.3	24.76	1.44E+04	3.88E+02	8.74E+03
47.4	24.60	1.44E+04	3.89E+02	8.76E+03
47.5	24.45	1.44E+04	3.89E+02	8.77E+03
47.6	24.29	1.44E+04	3.90E+02	8.78E+03
47.7	24.13	1.44E+04	3.90E+02	8.79E+03
47.8	23.98	1.45E+04	3.91E+02	8.80E+03
47.9	23.83	1.45E+04	3.91E+02	8.81E+03
48.0	23.68	1.45E+04	3.92E+02	8.82E+03
48.1	23.53	1.45E+04	3.92E+02	8.84E+03
48.2	23.38	1.45E+04	3.93E+02	8.85E+03
48.3	23.24	1.46E+04	3.93E+02	8.86E+03
48.4	23.09	1.46E+04	3.94E+02	8.87E+03
48.5	22.95	1.46E+04	3.94E+02	8.88E+03
48.6	22.81	1.46E+04	3.95E+02	8.89E+03
48.7	22.67	1.46E+04	3.95E+02	8.90E+03
48.8	22.53	1.46E+04	3.96E+02	8.91E+03
48.9	22.39	1.47E+04	3.96E+02	8.92E+03
49.0	22.25	1.47E+04	3.97E+02	8.94E+03
49.1	22.12	1.47E+04	3.97E+02	8.95E+03
49.2	21.98	1.47E+04	3.98E+02	8.96E+03
49.3	21.85	1.47E+04	3.98E+02	8.97E+03
49.4	21.72	1.48E+04	3.99E+02	8.98E+03
49.5	21.59	1.48E+04	3.99E+02	8.99E+03
49.6	21.46	1.48E+04	4.00E+02	9.00E+03
49.7	21.33	1.48E+04	4.00E+02	9.01E+03
49.8	21.21	1.48E+04	4.01E+02	9.02E+03
49.9	21.08	1.48E+04	4.01E+02	9.03E+03
50.0	20.96	1.49E+04	4.01E+02	9.04E+03
50.1	20.83	1.49E+04	4.02E+02	9.05E+03
50.2	20.71	1.49E+04	4.02E+02	9.06E+03
50.3	20.59	1.49E+04	4.03E+02	9.07E+03
50.4	20.47	1.49E+04	4.03E+02	9.08E+03
50.5	20.35	1.49E+04	4.04E+02	9.09E+03
50.6	20.24	1.50E+04	4.04E+02	9.10E+03
50.7	20.12	1.50E+04	4.05E+02	9.11E+03
50.8	20.00	1.50E+04	4.05E+02	9.12E+03
50.9	19.89	1.50E+04	4.06E+02	9.13E+03
51.0	19.78	1.50E+04	4.06E+02	9.14E+03
51.1	19.67	1.50E+04	4.06E+02	9.15E+03
51.2	19.56	1.51E+04	4.07E+02	9.16E+03
51.3	19.45	1.51E+04	4.07E+02	9.17E+03
51.4	19.34	1.51E+04	4.08E+02	9.18E+03
51.5	19.23	1.51E+04	4.08E+02	9.19E+03
51.6	19.12	1.51E+04	4.09E+02	9.20E+03
51.7	19.02	1.51E+04	4.09E+02	9.21E+03
