natCu(p,x)62Zn				
				
Energy	sigma	Phys. yield	Phys. yield	1 h irrad.
60.8	8.80	4.46E+02	1.21E+01	4.30E+02
60.9	8.76	4.47E+02	1.21E+01	4.30E+02
61.0	8.73	4.47E+02	1.21E+01	4.31E+02
61.1	8.70	4.48E+02	1.21E+01	4.31E+02
61.2	8.67	4.48E+02	1.21E+01	4.32E+02
61.3	8.64	4.49E+02	1.21E+01	4.33E+02
61.4	8.61	4.50E+02	1.21E+01	4.33E+02
61.5	8.57	4.50E+02	1.22E+01	4.34E+02
61.6	8.54	4.51E+02	1.22E+01	4.34E+02
61.7	8.51	4.51E+02	1.22E+01	4.35E+02
61.8	8.48	4.52E+02	1.22E+01	4.35E+02
61.9	8.45	4.52E+02	1.22E+01	4.36E+02
62.0	8.42	4.53E+02	1.22E+01	4.36E+02
62.1	8.40	4.53E+02	1.23E+01	4.37E+02
62.2	8.37	4.54E+02	1.23E+01	4.37E+02
62.3	8.34	4.55E+02	1.23E+01	4.38E+02
62.4	8.31	4.55E+02	1.23E+01	4.38E+02
62.5	8.28	4.56E+02	1.23E+01	4.39E+02
62.6	8.25	4.56E+02	1.23E+01	4.40E+02
62.7	8.23	4.57E+02	1.23E+01	4.40E+02
62.8	8.20	4.57E+02	1.24E+01	4.41E+02
62.9	8.17	4.58E+02	1.24E+01	4.41E+02
63.0	8.15	4.58E+02	1.24E+01	4.42E+02
63.1	8.12	4.59E+02	1.24E+01	4.42E+02
63.2	8.09	4.60E+02	1.24E+01	4.43E+02
63.3	8.07	4.60E+02	1.24E+01	4.43E+02
63.4	8.04	4.61E+02	1.24E+01	4.44E+02
63.5	8.02	4.61E+02	1.25E+01	4.44E+02
63.6	7.99	4.62E+02	1.25E+01	4.45E+02
63.7	7.97	4.62E+02	1.25E+01	4.45E+02
63.8	7.94	4.63E+02	1.25E+01	4.46E+02
63.9	7.92	4.63E+02	1.25E+01	4.46E+02
64.0	7.89	4.64E+02	1.25E+01	4.47E+02
64.1	7.87	4.64E+02	1.26E+01	4.47E+02
64.2	7.85	4.65E+02	1.26E+01	4.48E+02
64.3	7.82	4.65E+02	1.26E+01	4.48E+02
64.4	7.80	4.66E+02	1.26E+01	4.49E+02
64.5	7.78	4.67E+02	1.26E+01	4.49E+02
64.6	7.75	4.67E+02	1.26E+01	4.50E+02
64.7	7.73	4.68E+02	1.26E+01	4.51E+02
64.8	7.71	4.68E+02	1.27E+01	4.51E+02
64.9	7.69	4.69E+02	1.27E+01	4.52E+02
65.0	7.66	4.69E+02	1.27E+01	4.52E+02
65.1	7.64	4.70E+02	1.27E+01	4.53E+02
65.2	7.62	4.70E+02	1.27E+01	4.53E+02
65.3	7.60	4.71E+02	1.27E+01	4.54E+02
65.4	7.58	4.71E+02	1.27E+01	4.54E+02
65.5	7.56	4.72E+02	1.28E+01	4.55E+02
65.6	7.53	4.72E+02	1.28E+01	4.55E+02
65.7	7.51	4.73E+02	1.28E+01	4.56E+02
65.8	7.49	4.73E+02	1.28E+01	4.56E+02
65.9	7.47	4.74E+02	1.28E+01	4.57E+02
66.0	7.45	4.74E+02	1.28E+01	4.57E+02
66.1	7.43	4.75E+02	1.28E+01	4.58E+02
66.2	7.41	4.75E+02	1.29E+01	4.58E+02
66.3	7.39	4.76E+02	1.29E+01	4.59E+02
66.4	7.37	4.76E+02	1.29E+01	4.59E+02
66.5	7.35	4.77E+02	1.29E+01	4.60E+02
66.6	7.33	4.78E+02	1.29E+01	4.60E+02
66.7	7.32	4.78E+02	1.29E+01	4.61E+02
66.8	7.30	4.79E+02	1.29E+01	4.61E+02
66.9	7.28	4.79E+02	1.29E+01	4.62E+02
67.0	7.26	4.80E+02	1.30E+01	4.62E+02
67.1	7.24	4.80E+02	1.30E+01	4.63E+02
67.2	7.22	4.81E+02	1.30E+01	4.63E+02
67.3	7.20	4.81E+02	1.30E+01	4.64E+02
67.4	7.19	4.82E+02	1.30E+01	4.64E+02
67.5	7.17	4.82E+02	1.30E+01	4.65E+02
67.6	7.15	4.83E+02	1.30E+01	4.65E+02
67.7	7.13	4.83E+02	1.31E+01	4.66E+02
67.8	7.12	4.84E+02	1.31E+01	4.66E+02
67.9	7.10	4.84E+02	1.31E+01	4.66E+02
68.0	7.08	4.85E+02	1.31E+01	4.67E+02
68.1	7.06	4.85E+02	1.31E+01	4.67E+02
68.2	7.05	4.86E+02	1.31E+01	4.68E+02
68.3	7.03	4.86E+02	1.31E+01	4.68E+02
68.4	7.01	4.87E+02	1.32E+01	4.69E+02
68.5	7.00	4.87E+02	1.32E+01	4.69E+02
68.6	6.98	4.88E+02	1.32E+01	4.70E+02
68.7	6.97	4.88E+02	1.32E+01	4.70E+02
68.8	6.95	4.89E+02	1.32E+01	4.71E+02
68.9	6.93	4.89E+02	1.32E+01	4.71E+02
69.0	6.92	4.90E+02	1.32E+01	4.72E+02
69.1	6.90	4.90E+02	1.32E+01	4.72E+02
69.2	6.89	4.91E+02	1.33E+01	4.73E+02
69.3	6.87	4.91E+02	1.33E+01	4.73E+02
69.4	6.86	4.92E+02	1.33E+01	4.74E+02
69.5	6.84	4.92E+02	1.33E+01	4.74E+02
69.6	6.83	4.93E+02	1.33E+01	4.75E+02
69.7	6.81	4.93E+02	1.33E+01	4.75E+02
69.8	6.80	4.94E+02	1.33E+01	4.76E+02
69.9	6.78	4.94E+02	1.34E+01	4.76E+02
70.0	6.77	4.95E+02	1.34E+01	4.77E+02
70.1	6.75	4.95E+02	1.34E+01	4.77E+02
70.2	6.74	4.96E+02	1.34E+01	4.78E+02
70.3	6.72	4.96E+02	1.34E+01	4.78E+02
70.4	6.71	4.97E+02	1.34E+01	4.79E+02
70.5	6.69	4.97E+02	1.34E+01	4.79E+02
70.6	6.68	4.98E+02	1.35E+01	4.80E+02
70.7	6.67	4.98E+02	1.35E+01	4.80E+02
70.8	6.65	4.99E+02	1.35E+01	4.80E+02
70.9	6.64	4.99E+02	1.35E+01	4.81E+02
71.0	6.63	5.00E+02	1.35E+01	4.81E+02
71.1	6.61	5.00E+02	1.35E+01	4.82E+02
71.2	6.60	5.01E+02	1.35E+01	4.82E+02
71.3	6.59	5.01E+02	1.35E+01	4.83E+02
71.4	6.57	5.02E+02	1.36E+01	4.83E+02
71.5	6.56	5.02E+02	1.36E+01	4.84E+02
71.6	6.55	5.03E+02	1.36E+01	4.84E+02
71.7	6.53	5.03E+02	1.36E+01	4.85E+02
71.8	6.52	5.04E+02	1.36E+01	4.85E+02
71.9	6.51	5.04E+02	1.36E+01	4.86E+02
72.0	6.49	5.05E+02	1.36E+01	4.86E+02
72.1	6.48	5.05E+02	1.36E+01	4.87E+02
72.2	6.47	5.06E+02	1.37E+01	4.87E+02
72.3	6.46	5.06E+02	1.37E+01	4.88E+02
72.4	6.44	5.06E+02	1.37E+01	4.88E+02
72.5	6.43	5.07E+02	1.37E+01	4.88E+02
72.6	6.42	5.07E+02	1.37E+01	4.89E+02
72.7	6.41	5.08E+02	1.37E+01	4.89E+02
72.8	6.40	5.08E+02	1.37E+01	4.90E+02
72.9	6.38	5.09E+02	1.38E+01	4.90E+02
73.0	6.37	5.09E+02	1.38E+01	4.91E+02
73.1	6.36	5.10E+02	1.38E+01	4.91E+02
73.2	6.35	5.10E+02	1.38E+01	4.92E+02
73.3	6.34	5.11E+02	1.38E+01	4.92E+02
73.4	6.33	5.11E+02	1.38E+01	4.93E+02
73.5	6.31	5.12E+02	1.38E+01	4.93E+02
73.6	6.30	5.12E+02	1.38E+01	4.94E+02
73.7	6.29	5.13E+02	1.39E+01	4.94E+02
73.8	6.28	5.13E+02	1.39E+01	4.95E+02
73.9	6.27	5.14E+02	1.39E+01	4.95E+02
74.0	6.26	5.14E+02	1.39E+01	4.95E+02
74.1	6.25	5.15E+02	1.39E+01	4.96E+02
74.2	6.24	5.15E+02	1.39E+01	4.96E+02
74.3	6.22	5.16E+02	1.39E+01	4.97E+02
74.4	6.21	5.16E+02	1.39E+01	4.97E+02
74.5	6.20	5.17E+02	1.40E+01	4.98E+02
74.6	6.19	5.17E+02	1.40E+01	4.98E+02
74.7	6.18	5.18E+02	1.40E+01	4.99E+02
74.8	6.17	5.18E+02	1.40E+01	4.99E+02
74.9	6.16	5.19E+02	1.40E+01	5.00E+02
75.0	6.15	5.19E+02	1.40E+01	5.00E+02
75.1	6.14	5.19E+02	1.40E+01	5.01E+02
75.2	6.13	5.20E+02	1.41E+01	5.01E+02
75.3	6.12	5.20E+02	1.41E+01	5.01E+02
75.4	6.11	5.21E+02	1.41E+01	5.02E+02
75.5	6.10	5.21E+02	1.41E+01	5.02E+02
75.6	6.09	5.22E+02	1.41E+01	5.03E+02
75.7	6.08	5.22E+02	1.41E+01	5.03E+02
75.8	6.07	5.23E+02	1.41E+01	5.04E+02
75.9	6.06	5.23E+02	1.41E+01	5.04E+02
76.0	6.05	5.24E+02	1.42E+01	5.05E+02
76.1	6.04	5.24E+02	1.42E+01	5.05E+02
76.2	6.03	5.25E+02	1.42E+01	5.06E+02
76.3	6.02	5.25E+02	1.42E+01	5.06E+02
76.4	6.01	5.26E+02	1.42E+01	5.06E+02
76.5	6.00	5.26E+02	1.42E+01	5.07E+02
76.6	5.99	5.27E+02	1.42E+01	5.07E+02
76.7	5.98	5.27E+02	1.42E+01	5.08E+02
76.8	5.97	5.28E+02	1.43E+01	5.08E+02
76.9	5.96	5.28E+02	1.43E+01	5.09E+02
77.0	5.95	5.28E+02	1.43E+01	5.09E+02
77.1	5.94	5.29E+02	1.43E+01	5.10E+02
77.2	5.93	5.29E+02	1.43E+01	5.10E+02
77.3	5.92	5.30E+02	1.43E+01	5.11E+02
77.4	5.91	5.30E+02	1.43E+01	5.11E+02
77.5	5.90	5.31E+02	1.43E+01	5.11E+02
77.6	5.89	5.31E+02	1.44E+01	5.12E+02
77.7	5.88	5.32E+02	1.44E+01	5.12E+02
77.8	5.87	5.32E+02	1.44E+01	5.13E+02
77.9	5.87	5.33E+02	1.44E+01	5.13E+02
78.0	5.86	5.33E+02	1.44E+01	5.14E+02
78.1	5.85	5.34E+02	1.44E+01	5.14E+02
78.2	5.84	5.34E+02	1.44E+01	5.15E+02
78.3	5.83	5.35E+02	1.44E+01	5.15E+02
78.4	5.82	5.35E+02	1.45E+01	5.16E+02
78.5	5.81	5.36E+02	1.45E+01	5.16E+02
78.6	5.80	5.36E+02	1.45E+01	5.16E+02
78.7	5.79	5.36E+02	1.45E+01	5.17E+02
78.8	5.79	5.37E+02	1.45E+01	5.17E+02
78.9	5.78	5.37E+02	1.45E+01	5.18E+02
79.0	5.77	5.38E+02	1.45E+01	5.18E+02
79.1	5.76	5.38E+02	1.46E+01	5.19E+02
79.2	5.75	5.39E+02	1.46E+01	5.19E+02
79.3	5.74	5.39E+02	1.46E+01	5.20E+02
79.4	5.73	5.40E+02	1.46E+01	5.20E+02
79.5	5.73	5.40E+02	1.46E+01	5.21E+02
79.6	5.72	5.41E+02	1.46E+01	5.21E+02
79.7	5.71	5.41E+02	1.46E+01	5.21E+02
79.8	5.70	5.42E+02	1.46E+01	5.22E+02
79.9	5.69	5.42E+02	1.47E+01	5.22E+02
80.0	5.68	5.43E+02	1.47E+01	5.23E+02
80.1	5.67	5.43E+02	1.47E+01	5.23E+02
80.2	5.67	5.43E+02	1.47E+01	5.24E+02
80.3	5.66	5.44E+02	1.47E+01	5.24E+02
80.4	5.65	5.44E+02	1.47E+01	5.25E+02
80.5	5.64	5.45E+02	1.47E+01	5.25E+02
80.6	5.63	5.45E+02	1.47E+01	5.25E+02
80.7	5.63	5.46E+02	1.48E+01	5.26E+02
80.8	5.62	5.46E+02	1.48E+01	5.26E+02
80.9	5.61	5.47E+02	1.48E+01	5.27E+02
81.0	5.60	5.47E+02	1.48E+01	5.27E+02
81.1	5.59	5.48E+02	1.48E+01	5.28E+02
81.2	5.59	5.48E+02	1.48E+01	5.28E+02
81.3	5.58	5.49E+02	1.48E+01	5.29E+02
81.4	5.57	5.49E+02	1.48E+01	5.29E+02
81.5	5.56	5.50E+02	1.49E+01	5.29E+02
81.6	5.55	5.50E+02	1.49E+01	5.30E+02
81.7	5.55	5.50E+02	1.49E+01	5.30E+02
81.8	5.54	5.51E+02	1.49E+01	5.31E+02
81.9	5.53	5.51E+02	1.49E+01	5.31E+02
82.0	5.52	5.52E+02	1.49E+01	5.32E+02
82.1	5.52	5.52E+02	1.49E+01	5.32E+02
82.2	5.51	5.53E+02	1.49E+01	5.33E+02
82.3	5.50	5.53E+02	1.50E+01	5.33E+02
82.4	5.49	5.54E+02	1.50E+01	5.33E+02
82.5	5.48	5.54E+02	1.50E+01	5.34E+02
82.6	5.48	5.55E+02	1.50E+01	5.34E+02
82.7	5.47	5.55E+02	1.50E+01	5.35E+02
82.8	5.46	5.56E+02	1.50E+01	5.35E+02
82.9	5.45	5.56E+02	1.50E+01	5.36E+02
83.0	5.45	5.56E+02	1.50E+01	5.36E+02
83.1	5.44	5.57E+02	1.51E+01	5.37E+02
83.2	5.43	5.57E+02	1.51E+01	5.37E+02
83.3	5.42	5.58E+02	1.51E+01	5.37E+02
83.4	5.42	5.58E+02	1.51E+01	5.38E+02
83.5	5.41	5.59E+02	1.51E+01	5.38E+02
83.6	5.40	5.59E+02	1.51E+01	5.39E+02
83.7	5.40	5.60E+02	1.51E+01	5.39E+02
83.8	5.39	5.60E+02	1.51E+01	5.40E+02
83.9	5.38	5.61E+02	1.52E+01	5.40E+02
84.0	5.37	5.61E+02	1.52E+01	5.41E+02
84.1	5.37	5.61E+02	1.52E+01	5.41E+02
84.2	5.36	5.62E+02	1.52E+01	5.41E+02
84.3	5.35	5.62E+02	1.52E+01	5.42E+02
84.4	5.35	5.63E+02	1.52E+01	5.42E+02
84.5	5.34	5.63E+02	1.52E+01	5.43E+02
84.6	5.33	5.64E+02	1.52E+01	5.43E+02
84.7	5.32	5.64E+02	1.52E+01	5.44E+02
84.8	5.32	5.65E+02	1.53E+01	5.44E+02
84.9	5.31	5.65E+02	1.53E+01	5.45E+02
85.0	5.30	5.66E+02	1.53E+01	5.45E+02
85.1	5.30	5.66E+02	1.53E+01	5.45E+02
85.2	5.29	5.67E+02	1.53E+01	5.46E+02
85.3	5.28	5.67E+02	1.53E+01	5.46E+02
85.4	5.28	5.67E+02	1.53E+01	5.47E+02
85.5	5.27	5.68E+02	1.53E+01	5.47E+02
85.6	5.26	5.68E+02	1.54E+01	5.48E+02
85.7	5.26	5.69E+02	1.54E+01	5.48E+02
85.8	5.25	5.69E+02	1.54E+01	5.48E+02
85.9	5.24	5.70E+02	1.54E+01	5.49E+02
86.0	5.23	5.70E+02	1.54E+01	5.49E+02
86.1	5.23	5.71E+02	1.54E+01	5.50E+02
86.2	5.22	5.71E+02	1.54E+01	5.50E+02
86.3	5.21	5.72E+02	1.54E+01	5.51E+02
86.4	5.21	5.72E+02	1.55E+01	5.51E+02
86.5	5.20	5.72E+02	1.55E+01	5.52E+02
86.6	5.20	5.73E+02	1.55E+01	5.52E+02
86.7	5.19	5.73E+02	1.55E+01	5.52E+02
86.8	5.18	5.74E+02	1.55E+01	5.53E+02
86.9	5.18	5.74E+02	1.55E+01	5.53E+02
87.0	5.17	5.75E+02	1.55E+01	5.54E+02
87.1	5.16	5.75E+02	1.55E+01	5.54E+02
87.2	5.16	5.76E+02	1.56E+01	5.55E+02
87.3	5.15	5.76E+02	1.56E+01	5.55E+02
87.4	5.14	5.77E+02	1.56E+01	5.55E+02
87.5	5.14	5.77E+02	1.56E+01	5.56E+02
87.6	5.13	5.77E+02	1.56E+01	5.56E+02
87.7	5.12	5.78E+02	1.56E+01	5.57E+02
87.8	5.12	5.78E+02	1.56E+01	5.57E+02
87.9	5.11	5.79E+02	1.56E+01	5.58E+02
88.0	5.11	5.79E+02	1.57E+01	5.58E+02
88.1	5.10	5.80E+02	1.57E+01	5.59E+02
88.2	5.09	5.80E+02	1.57E+01	5.59E+02
88.3	5.09	5.81E+02	1.57E+01	5.59E+02
88.4	5.08	5.81E+02	1.57E+01	5.60E+02
88.5	5.07	5.82E+02	1.57E+01	5.60E+02
88.6	5.07	5.82E+02	1.57E+01	5.61E+02
88.7	5.06	5.82E+02	1.57E+01	5.61E+02
88.8	5.06	5.83E+02	1.58E+01	5.62E+02
88.9	5.05	5.83E+02	1.58E+01	5.62E+02
89.0	5.04	5.84E+02	1.58E+01	5.62E+02
89.1	5.04	5.84E+02	1.58E+01	5.63E+02
89.2	5.03	5.85E+02	1.58E+01	5.63E+02
89.3	5.02	5.85E+02	1.58E+01	5.64E+02
89.4	5.02	5.86E+02	1.58E+01	5.64E+02
89.5	5.01	5.86E+02	1.58E+01	5.65E+02
89.6	5.01	5.86E+02	1.59E+01	5.65E+02
89.7	5.00	5.87E+02	1.59E+01	5.65E+02
89.8	4.99	5.87E+02	1.59E+01	5.66E+02
89.9	4.99	5.88E+02	1.59E+01	5.66E+02
90.0	4.98	5.88E+02	1.59E+01	5.67E+02
90.1	4.98	5.89E+02	1.59E+01	5.67E+02
90.2	4.97	5.89E+02	1.59E+01	5.68E+02
90.3	4.97	5.90E+02	1.59E+01	5.68E+02
90.4	4.96	5.90E+02	1.59E+01	5.69E+02
90.5	4.95	5.91E+02	1.60E+01	5.69E+02
90.6	4.95	5.91E+02	1.60E+01	5.69E+02
90.7	4.94	5.91E+02	1.60E+01	5.70E+02
90.8	4.94	5.92E+02	1.60E+01	5.70E+02
90.9	4.93	5.92E+02	1.60E+01	5.71E+02
91.0	4.92	5.93E+02	1.60E+01	5.71E+02
91.1	4.92	5.93E+02	1.60E+01	5.72E+02
91.2	4.91	5.94E+02	1.60E+01	5.72E+02
91.3	4.91	5.94E+02	1.61E+01	5.72E+02
91.4	4.90	5.95E+02	1.61E+01	5.73E+02
91.5	4.90	5.95E+02	1.61E+01	5.73E+02
91.6	4.89	5.95E+02	1.61E+01	5.74E+02
91.7	4.88	5.96E+02	1.61E+01	5.74E+02
91.8	4.88	5.96E+02	1.61E+01	5.75E+02
91.9	4.87	5.97E+02	1.61E+01	5.75E+02
92.0	4.87	5.97E+02	1.61E+01	5.75E+02
92.1	4.86	5.98E+02	1.62E+01	5.76E+02
92.2	4.86	5.98E+02	1.62E+01	5.76E+02
92.3	4.85	5.99E+02	1.62E+01	5.77E+02
92.4	4.84	5.99E+02	1.62E+01	5.77E+02
92.5	4.84	5.99E+02	1.62E+01	5.78E+02
92.6	4.83	6.00E+02	1.62E+01	5.78E+02
92.7	4.83	6.00E+02	1.62E+01	5.78E+02
92.8	4.82	6.01E+02	1.62E+01	5.79E+02
92.9	4.82	6.01E+02	1.63E+01	5.79E+02
93.0	4.81	6.02E+02	1.63E+01	5.80E+02
93.1	4.81	6.02E+02	1.63E+01	5.80E+02
93.2	4.80	6.03E+02	1.63E+01	5.81E+02
93.3	4.79	6.03E+02	1.63E+01	5.81E+02
93.4	4.79	6.04E+02	1.63E+01	5.81E+02
93.5	4.78	6.04E+02	1.63E+01	5.82E+02
93.6	4.78	6.04E+02	1.63E+01	5.82E+02
93.7	4.77	6.05E+02	1.63E+01	5.83E+02
93.8	4.77	6.05E+02	1.64E+01	5.83E+02
93.9	4.76	6.06E+02	1.64E+01	5.84E+02
94.0	4.76	6.06E+02	1.64E+01	5.84E+02
94.1	4.75	6.07E+02	1.64E+01	5.84E+02
94.2	4.75	6.07E+02	1.64E+01	5.85E+02
94.3	4.74	6.08E+02	1.64E+01	5.85E+02
94.4	4.73	6.08E+02	1.64E+01	5.86E+02
94.5	4.73	6.08E+02	1.64E+01	5.86E+02
94.6	4.72	6.09E+02	1.65E+01	5.87E+02
94.7	4.72	6.09E+02	1.65E+01	5.87E+02
94.8	4.71	6.10E+02	1.65E+01	5.87E+02
94.9	4.71	6.10E+02	1.65E+01	5.88E+02
95.0	4.70	6.11E+02	1.65E+01	5.88E+02
95.1	4.70	6.11E+02	1.65E+01	5.89E+02
95.2	4.69	6.12E+02	1.65E+01	5.89E+02
95.3	4.69	6.12E+02	1.65E+01	5.90E+02
95.4	4.68	6.12E+02	1.66E+01	5.90E+02
95.5	4.68	6.13E+02	1.66E+01	5.90E+02
95.6	4.67	6.13E+02	1.66E+01	5.91E+02
95.7	4.67	6.14E+02	1.66E+01	5.91E+02
95.8	4.66	6.14E+02	1.66E+01	5.92E+02
95.9	4.66	6.15E+02	1.66E+01	5.92E+02
96.0	4.65	6.15E+02	1.66E+01	5.93E+02
96.1	4.64	6.16E+02	1.66E+01	5.93E+02
96.2	4.64	6.16E+02	1.66E+01	5.93E+02
96.3	4.63	6.16E+02	1.67E+01	5.94E+02
96.4	4.63	6.17E+02	1.67E+01	5.94E+02
96.5	4.62	6.17E+02	1.67E+01	5.95E+02
96.6	4.62	6.18E+02	1.67E+01	5.95E+02
96.7	4.61	6.18E+02	1.67E+01	5.96E+02
96.8	4.61	6.19E+02	1.67E+01	5.96E+02
96.9	4.60	6.19E+02	1.67E+01	5.96E+02
97.0	4.60	6.19E+02	1.67E+01	5.97E+02
97.1	4.59	6.20E+02	1.68E+01	5.97E+02
97.2	4.59	6.20E+02	1.68E+01	5.98E+02
97.3	4.58	6.21E+02	1.68E+01	5.98E+02
97.4	4.58	6.21E+02	1.68E+01	5.99E+02
97.5	4.57	6.22E+02	1.68E+01	5.99E+02
97.6	4.57	6.22E+02	1.68E+01	5.99E+02
97.7	4.56	6.23E+02	1.68E+01	6.00E+02
97.8	4.56	6.23E+02	1.68E+01	6.00E+02
97.9	4.55	6.23E+02	1.69E+01	6.01E+02
98.0	4.55	6.24E+02	1.69E+01	6.01E+02
98.1	4.54	6.24E+02	1.69E+01	6.02E+02
98.2	4.54	6.25E+02	1.69E+01	6.02E+02
98.3	4.53	6.25E+02	1.69E+01	6.02E+02
98.4	4.53	6.26E+02	1.69E+01	6.03E+02
98.5	4.52	6.26E+02	1.69E+01	6.03E+02
98.6	4.52	6.27E+02	1.69E+01	6.04E+02
98.7	4.51	6.27E+02	1.69E+01	6.04E+02
98.8	4.50	6.27E+02	1.70E+01	6.05E+02
98.9	4.50	6.28E+02	1.70E+01	6.05E+02
99.0	4.49	6.28E+02	1.70E+01	6.05E+02
99.1	4.49	6.29E+02	1.70E+01	6.06E+02
99.2	4.48	6.29E+02	1.70E+01	6.06E+02
99.3	4.48	6.30E+02	1.70E+01	6.07E+02
99.4	4.47	6.30E+02	1.70E+01	6.07E+02
99.5	4.47	6.30E+02	1.70E+01	6.07E+02
99.6	4.46	6.31E+02	1.71E+01	6.08E+02
99.7	4.46	6.31E+02	1.71E+01	6.08E+02
99.8	4.45	6.32E+02	1.71E+01	6.09E+02
99.9	4.45	6.32E+02	1.71E+01	6.09E+02
100.0	4.44	6.33E+02	1.71E+01	6.10E+02































































































































				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
