natCu(p,x)62Zn				
				
Energy	sigma	Phys. yield	Phys. yield	1 h irrad.
17.4	34.36	1.26E+01	3.41E-01	1.22E+01
17.5	35.44	1.35E+01	3.65E-01	1.30E+01
17.6	36.51	1.44E+01	3.89E-01	1.39E+01
17.7	37.56	1.53E+01	4.14E-01	1.48E+01
17.8	38.59	1.63E+01	4.40E-01	1.57E+01
17.9	39.60	1.73E+01	4.67E-01	1.66E+01
18.0	40.60	1.83E+01	4.94E-01	1.76E+01
18.1	41.57	1.93E+01	5.23E-01	1.86E+01
18.2	42.52	2.04E+01	5.52E-01	1.97E+01
18.3	43.45	2.15E+01	5.82E-01	2.07E+01
18.4	44.37	2.27E+01	6.12E-01	2.18E+01
18.5	45.27	2.38E+01	6.43E-01	2.29E+01
18.6	46.15	2.50E+01	6.76E-01	2.41E+01
18.7	47.01	2.62E+01	7.08E-01	2.53E+01
18.8	47.86	2.74E+01	7.42E-01	2.64E+01
18.9	48.69	2.87E+01	7.76E-01	2.77E+01
19.0	49.50	3.00E+01	8.11E-01	2.89E+01
19.1	50.31	3.13E+01	8.47E-01	3.02E+01
19.2	51.09	3.27E+01	8.83E-01	3.15E+01
19.3	51.86	3.40E+01	9.20E-01	3.28E+01
19.4	52.62	3.54E+01	9.58E-01	3.41E+01
19.5	53.37	3.69E+01	9.96E-01	3.55E+01
19.6	54.10	3.83E+01	1.04E+00	3.69E+01
19.7	54.82	3.98E+01	1.08E+00	3.83E+01
19.8	55.53	4.13E+01	1.12E+00	3.98E+01
19.9	56.22	4.28E+01	1.16E+00	4.12E+01
20.0	56.90	4.43E+01	1.20E+00	4.27E+01
20.1	57.57	4.59E+01	1.24E+00	4.42E+01
20.2	58.23	4.75E+01	1.28E+00	4.58E+01
20.3	58.88	4.91E+01	1.33E+00	4.73E+01
20.4	59.51	5.08E+01	1.37E+00	4.89E+01
20.5	60.13	5.24E+01	1.42E+00	5.05E+01
20.6	60.74	5.41E+01	1.46E+00	5.21E+01
20.7	61.34	5.58E+01	1.51E+00	5.38E+01
20.8	61.93	5.75E+01	1.56E+00	5.54E+01
20.9	62.50	5.93E+01	1.60E+00	5.71E+01
21.0	63.06	6.11E+01	1.65E+00	5.88E+01
21.1	63.61	6.29E+01	1.70E+00	6.06E+01
21.2	64.14	6.47E+01	1.75E+00	6.23E+01
21.3	64.66	6.65E+01	1.80E+00	6.41E+01
21.4	65.16	6.84E+01	1.85E+00	6.59E+01
21.5	65.65	7.03E+01	1.90E+00	6.77E+01
21.6	66.13	7.22E+01	1.95E+00	6.95E+01
21.7	66.58	7.41E+01	2.00E+00	7.14E+01
21.8	67.02	7.60E+01	2.06E+00	7.33E+01
21.9	67.45	7.80E+01	2.11E+00	7.52E+01
22.0	67.85	8.00E+01	2.16E+00	7.71E+01
22.1	68.24	8.20E+01	2.22E+00	7.90E+01
22.2	68.61	8.40E+01	2.27E+00	8.09E+01
22.3	68.96	8.60E+01	2.32E+00	8.29E+01
22.4	69.28	8.81E+01	2.38E+00	8.49E+01
22.5	69.59	9.01E+01	2.44E+00	8.68E+01
22.6	69.87	9.22E+01	2.49E+00	8.89E+01
22.7	70.13	9.43E+01	2.55E+00	9.09E+01
22.8	70.37	9.64E+01	2.61E+00	9.29E+01
22.9	70.58	9.85E+01	2.66E+00	9.49E+01
23.0	70.76	1.01E+02	2.72E+00	9.70E+01
23.1	70.92	1.03E+02	2.78E+00	9.91E+01
23.2	71.06	1.05E+02	2.84E+00	1.01E+02
23.3	71.16	1.07E+02	2.90E+00	1.03E+02
23.4	71.24	1.09E+02	2.95E+00	1.05E+02
23.5	71.29	1.12E+02	3.01E+00	1.07E+02
23.6	71.31	1.14E+02	3.07E+00	1.10E+02
23.7	71.30	1.16E+02	3.13E+00	1.12E+02
23.8	71.26	1.18E+02	3.19E+00	1.14E+02
23.9	71.20	1.20E+02	3.25E+00	1.16E+02
24.0	71.10	1.23E+02	3.31E+00	1.18E+02
24.1	70.96	1.25E+02	3.37E+00	1.20E+02
24.2	70.80	1.27E+02	3.43E+00	1.22E+02
24.3	70.61	1.29E+02	3.49E+00	1.24E+02
24.4	70.39	1.31E+02	3.55E+00	1.27E+02
24.5	70.13	1.34E+02	3.61E+00	1.29E+02
24.6	69.85	1.36E+02	3.67E+00	1.31E+02
24.7	69.53	1.38E+02	3.73E+00	1.33E+02
24.8	69.19	1.40E+02	3.79E+00	1.35E+02
24.9	68.81	1.43E+02	3.85E+00	1.37E+02
25.0	68.41	1.45E+02	3.91E+00	1.39E+02
25.1	67.97	1.47E+02	3.97E+00	1.42E+02
25.2	67.51	1.49E+02	4.03E+00	1.44E+02
25.3	67.02	1.51E+02	4.09E+00	1.46E+02
25.4	66.51	1.54E+02	4.15E+00	1.48E+02
25.5	65.97	1.56E+02	4.20E+00	1.50E+02
25.6	65.40	1.58E+02	4.26E+00	1.52E+02
25.7	64.81	1.60E+02	4.32E+00	1.54E+02
25.8	64.20	1.62E+02	4.38E+00	1.56E+02
25.9	63.57	1.64E+02	4.43E+00	1.58E+02
26.0	62.92	1.66E+02	4.49E+00	1.60E+02
26.1	62.25	1.68E+02	4.55E+00	1.62E+02
26.2	61.57	1.70E+02	4.60E+00	1.64E+02
26.3	60.86	1.72E+02	4.66E+00	1.66E+02
26.4	60.14	1.74E+02	4.71E+00	1.68E+02
26.5	59.41	1.76E+02	4.76E+00	1.70E+02
26.6	58.66	1.78E+02	4.82E+00	1.72E+02
26.7	57.91	1.80E+02	4.87E+00	1.74E+02
26.8	57.14	1.82E+02	4.93E+00	1.76E+02
26.9	56.36	1.84E+02	4.98E+00	1.77E+02
27.0	55.58	1.86E+02	5.03E+00	1.79E+02
27.1	54.79	1.88E+02	5.08E+00	1.81E+02
27.2	54.00	1.90E+02	5.13E+00	1.83E+02
27.3	53.20	1.92E+02	5.18E+00	1.85E+02
27.4	52.40	1.93E+02	5.23E+00	1.86E+02
27.5	51.60	1.95E+02	5.27E+00	1.88E+02
27.6	50.80	1.97E+02	5.32E+00	1.90E+02
27.7	50.00	1.99E+02	5.37E+00	1.91E+02
27.8	49.20	2.00E+02	5.42E+00	1.93E+02
27.9	48.41	2.02E+02	5.46E+00	1.95E+02
28.0	47.63	2.04E+02	5.51E+00	1.96E+02
28.1	46.85	2.05E+02	5.55E+00	1.98E+02
28.2	46.07	2.07E+02	5.60E+00	1.99E+02
28.3	45.31	2.09E+02	5.64E+00	2.01E+02
28.4	44.55	2.10E+02	5.68E+00	2.02E+02
28.5	43.80	2.12E+02	5.72E+00	2.04E+02
28.6	43.06	2.13E+02	5.76E+00	2.06E+02
28.7	42.33	2.15E+02	5.81E+00	2.07E+02
28.8	41.60	2.16E+02	5.85E+00	2.08E+02
28.9	40.89	2.18E+02	5.89E+00	2.10E+02
29.0	40.18	2.19E+02	5.92E+00	2.11E+02
29.1	39.49	2.21E+02	5.96E+00	2.13E+02
29.2	38.80	2.22E+02	6.00E+00	2.14E+02
29.3	38.13	2.23E+02	6.04E+00	2.15E+02
29.4	37.47	2.25E+02	6.08E+00	2.17E+02
29.5	36.82	2.26E+02	6.11E+00	2.18E+02
29.6	36.18	2.27E+02	6.15E+00	2.19E+02
29.7	35.55	2.29E+02	6.18E+00	2.20E+02
29.8	34.93	2.30E+02	6.22E+00	2.22E+02
29.9	34.33	2.31E+02	6.25E+00	2.23E+02
30.0	33.74	2.33E+02	6.29E+00	2.24E+02
30.1	33.16	2.34E+02	6.32E+00	2.25E+02
30.2	32.60	2.35E+02	6.35E+00	2.26E+02
30.3	32.05	2.36E+02	6.38E+00	2.28E+02
30.4	31.51	2.37E+02	6.41E+00	2.29E+02
30.5	30.99	2.39E+02	6.45E+00	2.30E+02
30.6	30.48	2.40E+02	6.48E+00	2.31E+02
30.7	29.97	2.41E+02	6.51E+00	2.32E+02
30.8	29.49	2.42E+02	6.54E+00	2.33E+02
30.9	29.01	2.43E+02	6.57E+00	2.34E+02
31.0	28.54	2.44E+02	6.60E+00	2.35E+02
31.1	28.09	2.45E+02	6.63E+00	2.36E+02
31.2	27.65	2.46E+02	6.65E+00	2.37E+02
31.3	27.21	2.47E+02	6.68E+00	2.38E+02
31.4	26.79	2.48E+02	6.71E+00	2.39E+02
31.5	26.38	2.49E+02	6.74E+00	2.40E+02
31.6	25.98	2.50E+02	6.76E+00	2.41E+02
31.7	25.59	2.51E+02	6.79E+00	2.42E+02
31.8	25.21	2.52E+02	6.82E+00	2.43E+02
31.9	24.84	2.53E+02	6.84E+00	2.44E+02
32.0	24.48	2.54E+02	6.87E+00	2.45E+02
32.1	24.12	2.55E+02	6.89E+00	2.46E+02
32.2	23.78	2.56E+02	6.92E+00	2.47E+02
32.3	23.45	2.57E+02	6.94E+00	2.48E+02
32.4	23.12	2.58E+02	6.97E+00	2.48E+02
32.5	22.81	2.59E+02	6.99E+00	2.49E+02
32.6	22.50	2.60E+02	7.02E+00	2.50E+02
32.7	22.20	2.60E+02	7.04E+00	2.51E+02
32.8	21.91	2.61E+02	7.06E+00	2.52E+02
32.9	21.62	2.62E+02	7.09E+00	2.53E+02
33.0	21.35	2.63E+02	7.11E+00	2.53E+02
33.1	21.08	2.64E+02	7.13E+00	2.54E+02
33.2	20.81	2.65E+02	7.15E+00	2.55E+02
33.3	20.56	2.66E+02	7.18E+00	2.56E+02
33.4	20.31	2.66E+02	7.20E+00	2.57E+02
33.5	20.07	2.67E+02	7.22E+00	2.57E+02
33.6	19.84	2.68E+02	7.24E+00	2.58E+02
33.7	19.61	2.69E+02	7.26E+00	2.59E+02
33.8	19.39	2.70E+02	7.29E+00	2.60E+02
33.9	19.17	2.70E+02	7.31E+00	2.60E+02
34.0	18.96	2.71E+02	7.33E+00	2.61E+02
34.1	18.76	2.72E+02	7.35E+00	2.62E+02
34.2	18.56	2.73E+02	7.37E+00	2.63E+02
34.3	18.37	2.73E+02	7.39E+00	2.63E+02
34.4	18.18	2.74E+02	7.41E+00	2.64E+02
34.5	18.00	2.75E+02	7.43E+00	2.65E+02
34.6	17.82	2.76E+02	7.45E+00	2.66E+02
34.7	17.65	2.76E+02	7.47E+00	2.66E+02
34.8	17.48	2.77E+02	7.49E+00	2.67E+02
34.9	17.32	2.78E+02	7.51E+00	2.68E+02
35.0	17.16	2.79E+02	7.53E+00	2.68E+02
35.1	17.00	2.79E+02	7.55E+00	2.69E+02
35.2	16.85	2.80E+02	7.57E+00	2.70E+02
35.3	16.71	2.81E+02	7.58E+00	2.70E+02
35.4	16.57	2.81E+02	7.60E+00	2.71E+02
35.5	16.43	2.82E+02	7.62E+00	2.72E+02
35.6	16.30	2.83E+02	7.64E+00	2.72E+02
35.7	16.17	2.83E+02	7.66E+00	2.73E+02
35.8	16.04	2.84E+02	7.68E+00	2.74E+02
35.9	15.92	2.85E+02	7.70E+00	2.74E+02
36.0	15.80	2.85E+02	7.71E+00	2.75E+02
36.1	15.68	2.86E+02	7.73E+00	2.76E+02
36.2	15.57	2.87E+02	7.75E+00	2.76E+02
36.3	15.46	2.87E+02	7.77E+00	2.77E+02
36.4	15.35	2.88E+02	7.79E+00	2.78E+02
36.5	15.25	2.89E+02	7.80E+00	2.78E+02
36.6	15.15	2.89E+02	7.82E+00	2.79E+02
36.7	15.05	2.90E+02	7.84E+00	2.79E+02
36.8	14.96	2.91E+02	7.86E+00	2.80E+02
36.9	14.87	2.91E+02	7.87E+00	2.81E+02
37.0	14.78	2.92E+02	7.89E+00	2.81E+02
37.1	14.69	2.93E+02	7.91E+00	2.82E+02
37.2	14.61	2.93E+02	7.93E+00	2.83E+02
37.3	14.52	2.94E+02	7.94E+00	2.83E+02
37.4	14.45	2.95E+02	7.96E+00	2.84E+02
37.5	14.37	2.95E+02	7.98E+00	2.84E+02
37.6	14.29	2.96E+02	7.99E+00	2.85E+02
37.7	14.22	2.96E+02	8.01E+00	2.86E+02
37.8	14.15	2.97E+02	8.03E+00	2.86E+02
37.9	14.09	2.98E+02	8.05E+00	2.87E+02
38.0	14.02	2.98E+02	8.06E+00	2.87E+02
38.1	13.96	2.99E+02	8.08E+00	2.88E+02
38.2	13.89	3.00E+02	8.10E+00	2.89E+02
38.3	13.83	3.00E+02	8.11E+00	2.89E+02
38.4	13.78	3.01E+02	8.13E+00	2.90E+02
38.5	13.72	3.01E+02	8.15E+00	2.90E+02
38.6	13.67	3.02E+02	8.16E+00	2.91E+02
38.7	13.61	3.03E+02	8.18E+00	2.92E+02
38.8	13.56	3.03E+02	8.20E+00	2.92E+02
38.9	13.51	3.04E+02	8.21E+00	2.93E+02
39.0	13.47	3.04E+02	8.23E+00	2.93E+02
39.1	13.42	3.05E+02	8.25E+00	2.94E+02
39.2	13.38	3.06E+02	8.26E+00	2.95E+02
39.3	13.34	3.06E+02	8.28E+00	2.95E+02
39.4	13.29	3.07E+02	8.30E+00	2.96E+02
39.5	13.25	3.08E+02	8.31E+00	2.96E+02
39.6	13.22	3.08E+02	8.33E+00	2.97E+02
39.7	13.18	3.09E+02	8.35E+00	2.97E+02
39.8	13.14	3.09E+02	8.36E+00	2.98E+02
39.9	13.11	3.10E+02	8.38E+00	2.99E+02
40.0	13.08	3.11E+02	8.39E+00	2.99E+02
40.1	13.05	3.11E+02	8.41E+00	3.00E+02
40.2	13.02	3.12E+02	8.43E+00	3.00E+02
40.3	12.99	3.12E+02	8.44E+00	3.01E+02
40.4	12.96	3.13E+02	8.46E+00	3.02E+02
40.5	12.93	3.14E+02	8.48E+00	3.02E+02
40.6	12.91	3.14E+02	8.49E+00	3.03E+02
40.7	12.88	3.15E+02	8.51E+00	3.03E+02
40.8	12.86	3.15E+02	8.53E+00	3.04E+02
40.9	12.84	3.16E+02	8.54E+00	3.05E+02
41.0	12.82	3.17E+02	8.56E+00	3.05E+02
41.1	12.80	3.17E+02	8.57E+00	3.06E+02
41.2	12.78	3.18E+02	8.59E+00	3.06E+02
41.3	12.76	3.18E+02	8.61E+00	3.07E+02
41.4	12.74	3.19E+02	8.62E+00	3.07E+02
41.5	12.73	3.20E+02	8.64E+00	3.08E+02
41.6	12.71	3.20E+02	8.66E+00	3.09E+02
41.7	12.70	3.21E+02	8.67E+00	3.09E+02
41.8	12.68	3.22E+02	8.69E+00	3.10E+02
41.9	12.67	3.22E+02	8.71E+00	3.10E+02
42.0	12.66	3.23E+02	8.72E+00	3.11E+02
42.1	12.65	3.23E+02	8.74E+00	3.12E+02
42.2	12.64	3.24E+02	8.76E+00	3.12E+02
42.3	12.63	3.25E+02	8.77E+00	3.13E+02
42.4	12.62	3.25E+02	8.79E+00	3.13E+02
42.5	12.61	3.26E+02	8.81E+00	3.14E+02
42.6	12.61	3.26E+02	8.82E+00	3.15E+02
42.7	12.60	3.27E+02	8.84E+00	3.15E+02
42.8	12.59	3.28E+02	8.86E+00	3.16E+02
42.9	12.59	3.28E+02	8.87E+00	3.16E+02
43.0	12.59	3.29E+02	8.89E+00	3.17E+02
43.1	12.58	3.30E+02	8.91E+00	3.18E+02
43.2	12.58	3.30E+02	8.92E+00	3.18E+02
43.3	12.58	3.31E+02	8.94E+00	3.19E+02
43.4	12.57	3.31E+02	8.96E+00	3.19E+02
43.5	12.57	3.32E+02	8.97E+00	3.20E+02
43.6	12.57	3.33E+02	8.99E+00	3.21E+02
43.7	12.57	3.33E+02	9.01E+00	3.21E+02
43.8	12.57	3.34E+02	9.02E+00	3.22E+02
43.9	12.57	3.35E+02	9.04E+00	3.22E+02
44.0	12.57	3.35E+02	9.06E+00	3.23E+02
44.1	12.58	3.36E+02	9.08E+00	3.24E+02
44.2	12.58	3.36E+02	9.09E+00	3.24E+02
44.3	12.58	3.37E+02	9.11E+00	3.25E+02
44.4	12.58	3.38E+02	9.13E+00	3.25E+02
44.5	12.59	3.38E+02	9.14E+00	3.26E+02
44.6	12.59	3.39E+02	9.16E+00	3.27E+02
44.7	12.59	3.40E+02	9.18E+00	3.27E+02
44.8	12.60	3.40E+02	9.20E+00	3.28E+02
44.9	12.60	3.41E+02	9.21E+00	3.28E+02
45.0	12.61	3.42E+02	9.23E+00	3.29E+02
45.1	12.61	3.42E+02	9.25E+00	3.30E+02
45.2	12.62	3.43E+02	9.27E+00	3.30E+02
45.3	12.62	3.43E+02	9.28E+00	3.31E+02
45.4	12.63	3.44E+02	9.30E+00	3.32E+02
45.5	12.63	3.45E+02	9.32E+00	3.32E+02
45.6	12.64	3.45E+02	9.34E+00	3.33E+02
45.7	12.64	3.46E+02	9.35E+00	3.33E+02
45.8	12.65	3.47E+02	9.37E+00	3.34E+02
45.9	12.65	3.47E+02	9.39E+00	3.35E+02
46.0	12.66	3.48E+02	9.41E+00	3.35E+02
46.1	12.66	3.49E+02	9.43E+00	3.36E+02
46.2	12.67	3.49E+02	9.44E+00	3.37E+02
46.3	12.68	3.50E+02	9.46E+00	3.37E+02
46.4	12.68	3.51E+02	9.48E+00	3.38E+02
46.5	12.69	3.51E+02	9.50E+00	3.39E+02
46.6	12.69	3.52E+02	9.51E+00	3.39E+02
46.7	12.70	3.53E+02	9.53E+00	3.40E+02
46.8	12.70	3.53E+02	9.55E+00	3.40E+02
46.9	12.71	3.54E+02	9.57E+00	3.41E+02
47.0	12.71	3.55E+02	9.59E+00	3.42E+02
47.1	12.72	3.55E+02	9.61E+00	3.42E+02
47.2	12.72	3.56E+02	9.62E+00	3.43E+02
47.3	12.73	3.57E+02	9.64E+00	3.44E+02
47.4	12.73	3.57E+02	9.66E+00	3.44E+02
47.5	12.73	3.58E+02	9.68E+00	3.45E+02
47.6	12.74	3.59E+02	9.70E+00	3.46E+02
47.7	12.74	3.59E+02	9.72E+00	3.46E+02
47.8	12.74	3.60E+02	9.73E+00	3.47E+02
47.9	12.74	3.61E+02	9.75E+00	3.48E+02
48.0	12.74	3.62E+02	9.77E+00	3.48E+02
48.1	12.74	3.62E+02	9.79E+00	3.49E+02
48.2	12.74	3.63E+02	9.81E+00	3.50E+02
48.3	12.74	3.64E+02	9.83E+00	3.50E+02
48.4	12.74	3.64E+02	9.85E+00	3.51E+02
48.5	12.74	3.65E+02	9.86E+00	3.52E+02
48.6	12.74	3.66E+02	9.88E+00	3.52E+02
48.7	12.73	3.66E+02	9.90E+00	3.53E+02
48.8	12.73	3.67E+02	9.92E+00	3.54E+02
48.9	12.73	3.68E+02	9.94E+00	3.54E+02
49.0	12.72	3.68E+02	9.96E+00	3.55E+02
49.1	12.72	3.69E+02	9.98E+00	3.56E+02
49.2	12.71	3.70E+02	1.00E+01	3.56E+02
49.3	12.70	3.71E+02	1.00E+01	3.57E+02
49.4	12.70	3.71E+02	1.00E+01	3.58E+02
49.5	12.69	3.72E+02	1.01E+01	3.58E+02
49.6	12.68	3.73E+02	1.01E+01	3.59E+02
49.7	12.67	3.73E+02	1.01E+01	3.60E+02
49.8	12.66	3.74E+02	1.01E+01	3.60E+02
49.9	12.65	3.75E+02	1.01E+01	3.61E+02
50.0	12.63	3.75E+02	1.01E+01	3.62E+02
50.1	12.62	3.76E+02	1.02E+01	3.62E+02
50.2	12.61	3.77E+02	1.02E+01	3.63E+02
50.3	12.59	3.78E+02	1.02E+01	3.64E+02
50.4	12.58	3.78E+02	1.02E+01	3.64E+02
50.5	12.56	3.79E+02	1.02E+01	3.65E+02
50.6	12.54	3.80E+02	1.03E+01	3.66E+02
50.7	12.52	3.80E+02	1.03E+01	3.67E+02
50.8	12.50	3.81E+02	1.03E+01	3.67E+02
50.9	12.48	3.82E+02	1.03E+01	3.68E+02
51.0	12.46	3.83E+02	1.03E+01	3.69E+02
51.1	12.44	3.83E+02	1.04E+01	3.69E+02
51.2	12.41	3.84E+02	1.04E+01	3.70E+02
51.3	12.39	3.85E+02	1.04E+01	3.71E+02
51.4	12.36	3.85E+02	1.04E+01	3.71E+02
51.5	12.34	3.86E+02	1.04E+01	3.72E+02
51.6	12.31	3.87E+02	1.05E+01	3.73E+02
51.7	12.29	3.87E+02	1.05E+01	3.73E+02
51.8	12.26	3.88E+02	1.05E+01	3.74E+02
51.9	12.23	3.89E+02	1.05E+01	3.75E+02
52.0	12.20	3.90E+02	1.05E+01	3.75E+02
52.1	12.17	3.90E+02	1.05E+01	3.76E+02
52.2	12.14	3.91E+02	1.06E+01	3.77E+02
52.3	12.11	3.92E+02	1.06E+01	3.77E+02
52.4	12.08	3.92E+02	1.06E+01	3.78E+02
52.5	12.05	3.93E+02	1.06E+01	3.79E+02
52.6	12.01	3.94E+02	1.06E+01	3.79E+02
52.7	11.98	3.94E+02	1.07E+01	3.80E+02
52.8	11.95	3.95E+02	1.07E+01	3.81E+02
52.9	11.91	3.96E+02	1.07E+01	3.81E+02
53.0	11.88	3.97E+02	1.07E+01	3.82E+02
53.1	11.84	3.97E+02	1.07E+01	3.83E+02
53.2	11.81	3.98E+02	1.08E+01	3.83E+02
53.3	11.77	3.99E+02	1.08E+01	3.84E+02
53.4	11.73	3.99E+02	1.08E+01	3.85E+02
53.5	11.70	4.00E+02	1.08E+01	3.85E+02
53.6	11.66	4.01E+02	1.08E+01	3.86E+02
53.7	11.62	4.01E+02	1.08E+01	3.87E+02
53.8	11.58	4.02E+02	1.09E+01	3.87E+02
53.9	11.55	4.03E+02	1.09E+01	3.88E+02
54.0	11.51	4.03E+02	1.09E+01	3.89E+02
54.1	11.47	4.04E+02	1.09E+01	3.89E+02
54.2	11.43	4.05E+02	1.09E+01	3.90E+02
54.3	11.39	4.05E+02	1.10E+01	3.91E+02
54.4	11.35	4.06E+02	1.10E+01	3.91E+02
54.5	11.31	4.07E+02	1.10E+01	3.92E+02
54.6	11.27	4.07E+02	1.10E+01	3.93E+02
54.7	11.23	4.08E+02	1.10E+01	3.93E+02
54.8	11.19	4.09E+02	1.10E+01	3.94E+02
54.9	11.15	4.09E+02	1.11E+01	3.95E+02
55.0	11.11	4.10E+02	1.11E+01	3.95E+02
55.1	11.06	4.11E+02	1.11E+01	3.96E+02
55.2	11.02	4.11E+02	1.11E+01	3.96E+02
55.3	10.98	4.12E+02	1.11E+01	3.97E+02
55.4	10.94	4.13E+02	1.12E+01	3.98E+02
55.5	10.90	4.13E+02	1.12E+01	3.98E+02
55.6	10.86	4.14E+02	1.12E+01	3.99E+02
55.7	10.81	4.15E+02	1.12E+01	4.00E+02
55.8	10.77	4.15E+02	1.12E+01	4.00E+02
55.9	10.73	4.16E+02	1.12E+01	4.01E+02
56.0	10.69	4.17E+02	1.13E+01	4.02E+02
56.1	10.65	4.17E+02	1.13E+01	4.02E+02
56.2	10.60	4.18E+02	1.13E+01	4.03E+02
56.3	10.56	4.19E+02	1.13E+01	4.03E+02
56.4	10.52	4.19E+02	1.13E+01	4.04E+02
56.5	10.48	4.20E+02	1.14E+01	4.05E+02
56.6	10.43	4.21E+02	1.14E+01	4.05E+02
56.7	10.39	4.21E+02	1.14E+01	4.06E+02
56.8	10.35	4.22E+02	1.14E+01	4.06E+02
56.9	10.31	4.23E+02	1.14E+01	4.07E+02
57.0	10.27	4.23E+02	1.14E+01	4.08E+02
57.1	10.22	4.24E+02	1.15E+01	4.08E+02
57.2	10.18	4.24E+02	1.15E+01	4.09E+02
57.3	10.14	4.25E+02	1.15E+01	4.10E+02
57.4	10.10	4.26E+02	1.15E+01	4.10E+02
57.5	10.06	4.26E+02	1.15E+01	4.11E+02
57.6	10.01	4.27E+02	1.15E+01	4.11E+02
57.7	9.97	4.28E+02	1.16E+01	4.12E+02
57.8	9.93	4.28E+02	1.16E+01	4.13E+02
57.9	9.89	4.29E+02	1.16E+01	4.13E+02
58.0	9.85	4.29E+02	1.16E+01	4.14E+02
58.1	9.81	4.30E+02	1.16E+01	4.14E+02
58.2	9.77	4.31E+02	1.16E+01	4.15E+02
58.3	9.73	4.31E+02	1.17E+01	4.16E+02
58.4	9.69	4.32E+02	1.17E+01	4.16E+02
58.5	9.65	4.33E+02	1.17E+01	4.17E+02
58.6	9.61	4.33E+02	1.17E+01	4.17E+02
58.7	9.57	4.34E+02	1.17E+01	4.18E+02
58.8	9.53	4.34E+02	1.17E+01	4.18E+02
58.9	9.49	4.35E+02	1.18E+01	4.19E+02
59.0	9.45	4.36E+02	1.18E+01	4.20E+02
59.1	9.41	4.36E+02	1.18E+01	4.20E+02
59.2	9.37	4.37E+02	1.18E+01	4.21E+02
59.3	9.33	4.37E+02	1.18E+01	4.21E+02
59.4	9.29	4.38E+02	1.18E+01	4.22E+02
59.5	9.26	4.39E+02	1.19E+01	4.23E+02
59.6	9.22	4.39E+02	1.19E+01	4.23E+02
59.7	9.18	4.40E+02	1.19E+01	4.24E+02
59.8	9.15	4.40E+02	1.19E+01	4.24E+02
59.9	9.11	4.41E+02	1.19E+01	4.25E+02
60.0	9.07	4.41E+02	1.19E+01	4.25E+02
60.1	9.04	4.42E+02	1.19E+01	4.26E+02
60.2	9.00	4.43E+02	1.20E+01	4.26E+02
60.3	8.97	4.43E+02	1.20E+01	4.27E+02
60.4	8.93	4.44E+02	1.20E+01	4.28E+02
60.5	8.90	4.44E+02	1.20E+01	4.28E+02
60.6	8.86	4.45E+02	1.20E+01	4.29E+02
60.7	8.83	4.46E+02	1.20E+01	4.29E+02
