natCu(p,x)56Co				
				
Energy	sigma	Phys. yield	Phys. yield	1 h irrad.
(MeV)	(mb)	(MBq/uAh)	(uCi/uAh)	(MBq/uA)

89.8	11.01	1.37E+00	3.71E+01	1.37E+00
89.9	11.00	1.38E+00	3.73E+01	1.38E+00
90.0	10.99	1.38E+00	3.74E+01	1.38E+00
90.1	10.99	1.39E+00	3.75E+01	1.39E+00
90.2	10.98	1.39E+00	3.77E+01	1.39E+00
90.3	10.98	1.40E+00	3.78E+01	1.40E+00
90.4	10.97	1.40E+00	3.79E+01	1.40E+00
90.5	10.96	1.41E+00	3.81E+01	1.41E+00
90.6	10.96	1.41E+00	3.82E+01	1.41E+00
90.7	10.95	1.42E+00	3.84E+01	1.42E+00
90.8	10.95	1.42E+00	3.85E+01	1.42E+00
90.9	10.94	1.43E+00	3.86E+01	1.43E+00
91.0	10.94	1.43E+00	3.88E+01	1.43E+00
91.1	10.93	1.44E+00	3.89E+01	1.44E+00
91.2	10.93	1.44E+00	3.90E+01	1.44E+00
91.3	10.93	1.45E+00	3.92E+01	1.45E+00
91.4	10.92	1.45E+00	3.93E+01	1.45E+00
91.5	10.92	1.46E+00	3.94E+01	1.46E+00
91.6	10.92	1.46E+00	3.96E+01	1.46E+00
91.7	10.91	1.47E+00	3.97E+01	1.47E+00
91.8	10.91	1.47E+00	3.98E+01	1.47E+00
91.9	10.90	1.48E+00	4.00E+01	1.48E+00
92.0	10.90	1.48E+00	4.01E+01	1.48E+00
92.1	10.90	1.49E+00	4.02E+01	1.49E+00
92.2	10.90	1.49E+00	4.04E+01	1.49E+00
92.3	10.89	1.50E+00	4.05E+01	1.50E+00
92.4	10.89	1.50E+00	4.06E+01	1.50E+00
92.5	10.89	1.51E+00	4.08E+01	1.51E+00
92.6	10.88	1.51E+00	4.09E+01	1.51E+00
92.7	10.88	1.52E+00	4.11E+01	1.52E+00
92.8	10.88	1.52E+00	4.12E+01	1.52E+00
92.9	10.88	1.53E+00	4.13E+01	1.53E+00
93.0	10.88	1.53E+00	4.15E+01	1.53E+00
93.1	10.87	1.54E+00	4.16E+01	1.54E+00
93.2	10.87	1.54E+00	4.17E+01	1.54E+00
93.3	10.87	1.55E+00	4.19E+01	1.55E+00
93.4	10.87	1.55E+00	4.20E+01	1.55E+00
93.5	10.87	1.56E+00	4.21E+01	1.56E+00
93.6	10.87	1.56E+00	4.23E+01	1.56E+00
93.7	10.86	1.57E+00	4.24E+01	1.57E+00
93.8	10.86	1.57E+00	4.26E+01	1.57E+00
93.9	10.86	1.58E+00	4.27E+01	1.58E+00
94.0	10.86	1.58E+00	4.28E+01	1.58E+00
94.1	10.86	1.59E+00	4.30E+01	1.59E+00
94.2	10.86	1.60E+00	4.31E+01	1.59E+00
94.3	10.86	1.60E+00	4.32E+01	1.60E+00
94.4	10.86	1.61E+00	4.34E+01	1.60E+00
94.5	10.86	1.61E+00	4.35E+01	1.61E+00
94.6	10.86	1.62E+00	4.37E+01	1.62E+00
94.7	10.86	1.62E+00	4.38E+01	1.62E+00
94.8	10.86	1.63E+00	4.39E+01	1.63E+00
94.9	10.86	1.63E+00	4.41E+01	1.63E+00
95.0	10.86	1.64E+00	4.42E+01	1.64E+00
95.1	10.86	1.64E+00	4.44E+01	1.64E+00
95.2	10.86	1.65E+00	4.45E+01	1.65E+00
95.3	10.86	1.65E+00	4.46E+01	1.65E+00
95.4	10.86	1.66E+00	4.48E+01	1.66E+00
95.5	10.86	1.66E+00	4.49E+01	1.66E+00
95.6	10.86	1.67E+00	4.50E+01	1.67E+00
95.7	10.86	1.67E+00	4.52E+01	1.67E+00
95.8	10.86	1.68E+00	4.53E+01	1.68E+00
95.9	10.86	1.68E+00	4.55E+01	1.68E+00
96.0	10.87	1.69E+00	4.56E+01	1.69E+00
96.1	10.87	1.69E+00	4.57E+01	1.69E+00
96.2	10.87	1.70E+00	4.59E+01	1.70E+00
96.3	10.87	1.70E+00	4.60E+01	1.70E+00
96.4	10.87	1.71E+00	4.62E+01	1.71E+00
96.5	10.87	1.71E+00	4.63E+01	1.71E+00
96.6	10.88	1.72E+00	4.64E+01	1.72E+00
96.7	10.88	1.72E+00	4.66E+01	1.72E+00
96.8	10.88	1.73E+00	4.67E+01	1.73E+00
96.9	10.88	1.73E+00	4.69E+01	1.73E+00
97.0	10.88	1.74E+00	4.70E+01	1.74E+00
97.1	10.89	1.74E+00	4.72E+01	1.74E+00
97.2	10.89	1.75E+00	4.73E+01	1.75E+00
97.3	10.89	1.76E+00	4.74E+01	1.75E+00
97.4	10.89	1.76E+00	4.76E+01	1.76E+00
97.5	10.90	1.77E+00	4.77E+01	1.77E+00
97.6	10.90	1.77E+00	4.79E+01	1.77E+00
97.7	10.90	1.78E+00	4.80E+01	1.78E+00
97.8	10.90	1.78E+00	4.81E+01	1.78E+00
97.9	10.91	1.79E+00	4.83E+01	1.79E+00
98.0	10.91	1.79E+00	4.84E+01	1.79E+00
98.1	10.91	1.80E+00	4.86E+01	1.80E+00
98.2	10.92	1.80E+00	4.87E+01	1.80E+00
98.3	10.92	1.81E+00	4.89E+01	1.81E+00
98.4	10.92	1.81E+00	4.90E+01	1.81E+00
98.5	10.93	1.82E+00	4.92E+01	1.82E+00
98.6	10.93	1.82E+00	4.93E+01	1.82E+00
98.7	10.93	1.83E+00	4.94E+01	1.83E+00
98.8	10.94	1.83E+00	4.96E+01	1.83E+00
98.9	10.94	1.84E+00	4.97E+01	1.84E+00
99.0	10.94	1.85E+00	4.99E+01	1.84E+00
99.1	10.95	1.85E+00	5.00E+01	1.85E+00
99.2	10.95	1.86E+00	5.02E+01	1.86E+00
99.3	10.96	1.86E+00	5.03E+01	1.86E+00
99.4	10.96	1.87E+00	5.05E+01	1.87E+00
99.5	10.97	1.87E+00	5.06E+01	1.87E+00
99.6	10.97	1.88E+00	5.07E+01	1.88E+00
99.7	10.97	1.88E+00	5.09E+01	1.88E+00
99.8	10.98	1.89E+00	5.10E+01	1.89E+00
99.9	10.98	1.89E+00	5.12E+01	1.89E+00
100.0	10.99	1.90E+00	5.13E+01	1.90E+00



























































				
				
				
				
				
