27Al(p,x)22Na				
				
Energy	sigma	Phys. yield	Phys. yield	1 h irrad.
(MeV)	(mb)	(MBq/uAh)	(uCi/uAh)	(MBq/uA)

177.9	16.26	2.26E+00	6.10E+01	2.26E+00
178.0	16.26	2.26E+00	6.10E+01	2.26E+00
178.1	16.26	2.26E+00	6.11E+01	2.26E+00
178.2	16.25	2.26E+00	6.11E+01	2.26E+00
178.3	16.25	2.26E+00	6.12E+01	2.26E+00
178.4	16.25	2.27E+00	6.12E+01	2.26E+00
178.5	16.25	2.27E+00	6.13E+01	2.27E+00
178.6	16.25	2.27E+00	6.13E+01	2.27E+00
178.7	16.24	2.27E+00	6.14E+01	2.27E+00
178.8	16.24	2.27E+00	6.14E+01	2.27E+00
178.9	16.24	2.27E+00	6.15E+01	2.27E+00
179.0	16.24	2.28E+00	6.15E+01	2.28E+00
179.1	16.23	2.28E+00	6.16E+01	2.28E+00
179.2	16.23	2.28E+00	6.16E+01	2.28E+00
179.3	16.23	2.28E+00	6.17E+01	2.28E+00
179.4	16.23	2.28E+00	6.17E+01	2.28E+00
179.5	16.23	2.29E+00	6.18E+01	2.29E+00
179.6	16.22	2.29E+00	6.18E+01	2.29E+00
179.7	16.22	2.29E+00	6.19E+01	2.29E+00
179.8	16.22	2.29E+00	6.19E+01	2.29E+00
179.9	16.22	2.29E+00	6.20E+01	2.29E+00
180.0	16.22	2.30E+00	6.20E+01	2.30E+00
180.1	16.21	2.30E+00	6.21E+01	2.30E+00
180.2	16.21	2.30E+00	6.21E+01	2.30E+00
180.3	16.21	2.30E+00	6.22E+01	2.30E+00
180.4	16.21	2.30E+00	6.22E+01	2.30E+00
180.5	16.21	2.30E+00	6.23E+01	2.30E+00
180.6	16.20	2.31E+00	6.23E+01	2.31E+00
180.7	16.20	2.31E+00	6.24E+01	2.31E+00
180.8	16.20	2.31E+00	6.24E+01	2.31E+00
180.9	16.20	2.31E+00	6.25E+01	2.31E+00
181.0	16.20	2.31E+00	6.25E+01	2.31E+00
181.1	16.19	2.32E+00	6.26E+01	2.32E+00
181.2	16.19	2.32E+00	6.26E+01	2.32E+00
181.3	16.19	2.32E+00	6.27E+01	2.32E+00
181.4	16.19	2.32E+00	6.27E+01	2.32E+00
181.5	16.18	2.32E+00	6.28E+01	2.32E+00
181.6	16.18	2.33E+00	6.28E+01	2.33E+00
181.7	16.18	2.33E+00	6.29E+01	2.33E+00
181.8	16.18	2.33E+00	6.29E+01	2.33E+00
181.9	16.18	2.33E+00	6.30E+01	2.33E+00
182.0	16.17	2.33E+00	6.30E+01	2.33E+00
182.1	16.17	2.33E+00	6.31E+01	2.33E+00
182.2	16.17	2.34E+00	6.31E+01	2.34E+00
182.3	16.17	2.34E+00	6.32E+01	2.34E+00
182.4	16.17	2.34E+00	6.33E+01	2.34E+00
182.5	16.16	2.34E+00	6.33E+01	2.34E+00
182.6	16.16	2.34E+00	6.34E+01	2.34E+00
182.7	16.16	2.35E+00	6.34E+01	2.35E+00
182.8	16.16	2.35E+00	6.35E+01	2.35E+00
182.9	16.16	2.35E+00	6.35E+01	2.35E+00
183.0	16.15	2.35E+00	6.36E+01	2.35E+00
183.1	16.15	2.35E+00	6.36E+01	2.35E+00
183.2	16.15	2.36E+00	6.37E+01	2.36E+00
183.3	16.15	2.36E+00	6.37E+01	2.36E+00
183.4	16.15	2.36E+00	6.38E+01	2.36E+00
183.5	16.14	2.36E+00	6.38E+01	2.36E+00
183.6	16.14	2.36E+00	6.39E+01	2.36E+00
183.7	16.14	2.36E+00	6.39E+01	2.36E+00
183.8	16.14	2.37E+00	6.40E+01	2.37E+00
183.9	16.14	2.37E+00	6.40E+01	2.37E+00
184.0	16.13	2.37E+00	6.41E+01	2.37E+00
184.1	16.13	2.37E+00	6.41E+01	2.37E+00
184.2	16.13	2.37E+00	6.42E+01	2.37E+00
184.3	16.13	2.38E+00	6.42E+01	2.38E+00
184.4	16.13	2.38E+00	6.43E+01	2.38E+00
184.5	16.12	2.38E+00	6.43E+01	2.38E+00
184.6	16.12	2.38E+00	6.44E+01	2.38E+00
184.7	16.12	2.38E+00	6.44E+01	2.38E+00
184.8	16.12	2.39E+00	6.45E+01	2.39E+00
184.9	16.12	2.39E+00	6.45E+01	2.39E+00
185.0	16.12	2.39E+00	6.46E+01	2.39E+00
185.1	16.11	2.39E+00	6.46E+01	2.39E+00
185.2	16.11	2.39E+00	6.47E+01	2.39E+00
185.3	16.11	2.40E+00	6.47E+01	2.40E+00
185.4	16.11	2.40E+00	6.48E+01	2.40E+00
185.5	16.11	2.40E+00	6.48E+01	2.40E+00
185.6	16.10	2.40E+00	6.49E+01	2.40E+00
185.7	16.10	2.40E+00	6.49E+01	2.40E+00
185.8	16.10	2.40E+00	6.50E+01	2.40E+00
185.9	16.10	2.41E+00	6.51E+01	2.41E+00
186.0	16.10	2.41E+00	6.51E+01	2.41E+00
186.1	16.09	2.41E+00	6.52E+01	2.41E+00
186.2	16.09	2.41E+00	6.52E+01	2.41E+00
186.3	16.09	2.41E+00	6.53E+01	2.41E+00
186.4	16.09	2.42E+00	6.53E+01	2.42E+00
186.5	16.09	2.42E+00	6.54E+01	2.42E+00
186.6	16.08	2.42E+00	6.54E+01	2.42E+00
186.7	16.08	2.42E+00	6.55E+01	2.42E+00
186.8	16.08	2.42E+00	6.55E+01	2.42E+00
186.9	16.08	2.43E+00	6.56E+01	2.43E+00
187.0	16.08	2.43E+00	6.56E+01	2.43E+00
187.1	16.07	2.43E+00	6.57E+01	2.43E+00
187.2	16.07	2.43E+00	6.57E+01	2.43E+00
187.3	16.07	2.43E+00	6.58E+01	2.43E+00
187.4	16.07	2.44E+00	6.58E+01	2.44E+00
187.5	16.07	2.44E+00	6.59E+01	2.44E+00
187.6	16.07	2.44E+00	6.59E+01	2.44E+00
187.7	16.06	2.44E+00	6.60E+01	2.44E+00
187.8	16.06	2.44E+00	6.60E+01	2.44E+00
187.9	16.06	2.45E+00	6.61E+01	2.45E+00
188.0	16.06	2.45E+00	6.61E+01	2.45E+00
188.1	16.06	2.45E+00	6.62E+01	2.45E+00
188.2	16.05	2.45E+00	6.62E+01	2.45E+00
188.3	16.05	2.45E+00	6.63E+01	2.45E+00
188.4	16.05	2.45E+00	6.63E+01	2.45E+00
188.5	16.05	2.46E+00	6.64E+01	2.46E+00
188.6	16.05	2.46E+00	6.64E+01	2.46E+00
188.7	16.04	2.46E+00	6.65E+01	2.46E+00
188.8	16.04	2.46E+00	6.66E+01	2.46E+00
188.9	16.04	2.46E+00	6.66E+01	2.46E+00
189.0	16.04	2.47E+00	6.67E+01	2.47E+00
189.1	16.04	2.47E+00	6.67E+01	2.47E+00
189.2	16.04	2.47E+00	6.68E+01	2.47E+00
189.3	16.03	2.47E+00	6.68E+01	2.47E+00
189.4	16.03	2.47E+00	6.69E+01	2.47E+00
189.5	16.03	2.48E+00	6.69E+01	2.48E+00
189.6	16.03	2.48E+00	6.70E+01	2.48E+00
189.7	16.03	2.48E+00	6.70E+01	2.48E+00
189.8	16.02	2.48E+00	6.71E+01	2.48E+00
189.9	16.02	2.48E+00	6.71E+01	2.48E+00
190.0	16.02	2.49E+00	6.72E+01	2.49E+00
190.1	16.02	2.49E+00	6.72E+01	2.49E+00
190.2	16.02	2.49E+00	6.73E+01	2.49E+00
190.3	16.02	2.49E+00	6.73E+01	2.49E+00
190.4	16.01	2.49E+00	6.74E+01	2.49E+00
190.5	16.01	2.50E+00	6.74E+01	2.50E+00
190.6	16.01	2.50E+00	6.75E+01	2.50E+00
190.7	16.01	2.50E+00	6.75E+01	2.50E+00
190.8	16.01	2.50E+00	6.76E+01	2.50E+00
190.9	16.00	2.50E+00	6.76E+01	2.50E+00
191.0	16.00	2.50E+00	6.77E+01	2.50E+00
191.1	16.00	2.51E+00	6.78E+01	2.51E+00
191.2	16.00	2.51E+00	6.78E+01	2.51E+00
191.3	16.00	2.51E+00	6.79E+01	2.51E+00
191.4	16.00	2.51E+00	6.79E+01	2.51E+00
191.5	15.99	2.51E+00	6.80E+01	2.51E+00
191.6	15.99	2.52E+00	6.80E+01	2.52E+00
191.7	15.99	2.52E+00	6.81E+01	2.52E+00
191.8	15.99	2.52E+00	6.81E+01	2.52E+00
191.9	15.99	2.52E+00	6.82E+01	2.52E+00
192.0	15.98	2.52E+00	6.82E+01	2.52E+00
192.1	15.98	2.53E+00	6.83E+01	2.53E+00
192.2	15.98	2.53E+00	6.83E+01	2.53E+00
192.3	15.98	2.53E+00	6.84E+01	2.53E+00
192.4	15.98	2.53E+00	6.84E+01	2.53E+00
192.5	15.98	2.53E+00	6.85E+01	2.53E+00
192.6	15.97	2.54E+00	6.85E+01	2.54E+00
192.7	15.97	2.54E+00	6.86E+01	2.54E+00
192.8	15.97	2.54E+00	6.86E+01	2.54E+00
192.9	15.97	2.54E+00	6.87E+01	2.54E+00
193.0	15.97	2.54E+00	6.87E+01	2.54E+00
193.1	15.97	2.55E+00	6.88E+01	2.55E+00
193.2	15.96	2.55E+00	6.89E+01	2.55E+00
193.3	15.96	2.55E+00	6.89E+01	2.55E+00
193.4	15.96	2.55E+00	6.90E+01	2.55E+00
193.5	15.96	2.55E+00	6.90E+01	2.55E+00
193.6	15.96	2.56E+00	6.91E+01	2.56E+00
193.7	15.96	2.56E+00	6.91E+01	2.56E+00
193.8	15.95	2.56E+00	6.92E+01	2.56E+00
193.9	15.95	2.56E+00	6.92E+01	2.56E+00
194.0	15.95	2.56E+00	6.93E+01	2.56E+00
194.1	15.95	2.57E+00	6.93E+01	2.57E+00
194.2	15.95	2.57E+00	6.94E+01	2.57E+00
194.3	15.94	2.57E+00	6.94E+01	2.57E+00
194.4	15.94	2.57E+00	6.95E+01	2.57E+00
194.5	15.94	2.57E+00	6.95E+01	2.57E+00
194.6	15.94	2.57E+00	6.96E+01	2.57E+00
194.7	15.94	2.58E+00	6.96E+01	2.58E+00
194.8	15.94	2.58E+00	6.97E+01	2.58E+00
194.9	15.93	2.58E+00	6.97E+01	2.58E+00
195.0	15.93	2.58E+00	6.98E+01	2.58E+00
195.1	15.93	2.58E+00	6.99E+01	2.58E+00
195.2	15.93	2.59E+00	6.99E+01	2.59E+00
195.3	15.93	2.59E+00	7.00E+01	2.59E+00
195.4	15.93	2.59E+00	7.00E+01	2.59E+00
195.5	15.92	2.59E+00	7.01E+01	2.59E+00
195.6	15.92	2.59E+00	7.01E+01	2.59E+00
195.7	15.92	2.60E+00	7.02E+01	2.60E+00
195.8	15.92	2.60E+00	7.02E+01	2.60E+00
195.9	15.92	2.60E+00	7.03E+01	2.60E+00
196.0	15.92	2.60E+00	7.03E+01	2.60E+00
196.1	15.91	2.60E+00	7.04E+01	2.60E+00
196.2	15.91	2.61E+00	7.04E+01	2.61E+00
196.3	15.91	2.61E+00	7.05E+01	2.61E+00
196.4	15.91	2.61E+00	7.05E+01	2.61E+00
196.5	15.91	2.61E+00	7.06E+01	2.61E+00
196.6	15.91	2.61E+00	7.06E+01	2.61E+00
196.7	15.90	2.62E+00	7.07E+01	2.62E+00
196.8	15.90	2.62E+00	7.08E+01	2.62E+00
196.9	15.90	2.62E+00	7.08E+01	2.62E+00
197.0	15.90	2.62E+00	7.09E+01	2.62E+00
197.1	15.90	2.62E+00	7.09E+01	2.62E+00
197.2	15.90	2.63E+00	7.10E+01	2.63E+00
197.3	15.89	2.63E+00	7.10E+01	2.63E+00
197.4	15.89	2.63E+00	7.11E+01	2.63E+00
197.5	15.89	2.63E+00	7.11E+01	2.63E+00
197.6	15.89	2.63E+00	7.12E+01	2.63E+00
197.7	15.89	2.64E+00	7.12E+01	2.64E+00
197.8	15.89	2.64E+00	7.13E+01	2.64E+00
197.9	15.88	2.64E+00	7.13E+01	2.64E+00
198.0	15.88	2.64E+00	7.14E+01	2.64E+00
198.1	15.88	2.64E+00	7.14E+01	2.64E+00
198.2	15.88	2.65E+00	7.15E+01	2.65E+00
198.3	15.88	2.65E+00	7.16E+01	2.65E+00
198.4	15.88	2.65E+00	7.16E+01	2.65E+00
198.5	15.87	2.65E+00	7.17E+01	2.65E+00
198.6	15.87	2.65E+00	7.17E+01	2.65E+00
198.7	15.87	2.66E+00	7.18E+01	2.66E+00
198.8	15.87	2.66E+00	7.18E+01	2.66E+00
198.9	15.87	2.66E+00	7.19E+01	2.66E+00
199.0	15.87	2.66E+00	7.19E+01	2.66E+00
199.1	15.87	2.66E+00	7.20E+01	2.66E+00
199.2	15.86	2.67E+00	7.20E+01	2.67E+00
199.3	15.86	2.67E+00	7.21E+01	2.67E+00
199.4	15.86	2.67E+00	7.21E+01	2.67E+00
199.5	15.86	2.67E+00	7.22E+01	2.67E+00
199.6	15.86	2.67E+00	7.22E+01	2.67E+00
199.7	15.86	2.68E+00	7.23E+01	2.68E+00
199.8	15.85	2.68E+00	7.24E+01	2.68E+00
199.9	15.85	2.68E+00	7.24E+01	2.68E+00
200.0	15.85	2.68E+00	7.25E+01	2.68E+00
200.1	15.85	2.68E+00	7.25E+01	2.68E+00
200.2	15.85	2.68E+00	7.26E+01	2.68E+00
200.3	15.85	2.69E+00	7.26E+01	2.69E+00
200.4	15.84	2.69E+00	7.27E+01	2.69E+00
200.5	15.84	2.69E+00	7.27E+01	2.69E+00
200.6	15.84	2.69E+00	7.28E+01	2.69E+00
200.7	15.84	2.69E+00	7.28E+01	2.69E+00
200.8	15.84	2.70E+00	7.29E+01	2.70E+00
200.9	15.84	2.70E+00	7.29E+01	2.70E+00
201.0	15.84	2.70E+00	7.30E+01	2.70E+00
201.1	15.83	2.70E+00	7.30E+01	2.70E+00
201.2	15.83	2.70E+00	7.31E+01	2.70E+00
201.3	15.83	2.71E+00	7.32E+01	2.71E+00
201.4	15.83	2.71E+00	7.32E+01	2.71E+00
201.5	15.83	2.71E+00	7.33E+01	2.71E+00
201.6	15.83	2.71E+00	7.33E+01	2.71E+00
201.7	15.82	2.71E+00	7.34E+01	2.71E+00
201.8	15.82	2.72E+00	7.34E+01	2.72E+00
201.9	15.82	2.72E+00	7.35E+01	2.72E+00
202.0	15.82	2.72E+00	7.35E+01	2.72E+00
202.1	15.82	2.72E+00	7.36E+01	2.72E+00
202.2	15.82	2.72E+00	7.36E+01	2.72E+00
202.3	15.82	2.73E+00	7.37E+01	2.73E+00
202.4	15.81	2.73E+00	7.37E+01	2.73E+00
202.5	15.81	2.73E+00	7.38E+01	2.73E+00
202.6	15.81	2.73E+00	7.39E+01	2.73E+00
202.7	15.81	2.73E+00	7.39E+01	2.73E+00
202.8	15.81	2.74E+00	7.40E+01	2.74E+00
202.9	15.81	2.74E+00	7.40E+01	2.74E+00
203.0	15.80	2.74E+00	7.41E+01	2.74E+00
203.1	15.80	2.74E+00	7.41E+01	2.74E+00
203.2	15.80	2.74E+00	7.42E+01	2.74E+00
203.3	15.80	2.75E+00	7.42E+01	2.75E+00
203.4	15.80	2.75E+00	7.43E+01	2.75E+00
203.5	15.80	2.75E+00	7.43E+01	2.75E+00
203.6	15.80	2.75E+00	7.44E+01	2.75E+00
203.7	15.79	2.75E+00	7.44E+01	2.75E+00
203.8	15.79	2.76E+00	7.45E+01	2.76E+00
203.9	15.79	2.76E+00	7.46E+01	2.76E+00
204.0	15.79	2.76E+00	7.46E+01	2.76E+00
204.1	15.79	2.76E+00	7.47E+01	2.76E+00
204.2	15.79	2.76E+00	7.47E+01	2.76E+00
204.3	15.79	2.77E+00	7.48E+01	2.77E+00
204.4	15.78	2.77E+00	7.48E+01	2.77E+00
204.5	15.78	2.77E+00	7.49E+01	2.77E+00
204.6	15.78	2.77E+00	7.49E+01	2.77E+00
204.7	15.78	2.77E+00	7.50E+01	2.77E+00
204.8	15.78	2.78E+00	7.50E+01	2.78E+00
204.9	15.78	2.78E+00	7.51E+01	2.78E+00
205.0	15.77	2.78E+00	7.51E+01	2.78E+00
205.1	15.77	2.78E+00	7.52E+01	2.78E+00
205.2	15.77	2.78E+00	7.53E+01	2.78E+00
205.3	15.77	2.79E+00	7.53E+01	2.79E+00
205.4	15.77	2.79E+00	7.54E+01	2.79E+00
205.5	15.77	2.79E+00	7.54E+01	2.79E+00
205.6	15.77	2.79E+00	7.55E+01	2.79E+00
205.7	15.76	2.79E+00	7.55E+01	2.79E+00
205.8	15.76	2.80E+00	7.56E+01	2.80E+00
205.9	15.76	2.80E+00	7.56E+01	2.80E+00
206.0	15.76	2.80E+00	7.57E+01	2.80E+00
206.1	15.76	2.80E+00	7.57E+01	2.80E+00
206.2	15.76	2.80E+00	7.58E+01	2.80E+00
206.3	15.76	2.81E+00	7.58E+01	2.81E+00
206.4	15.75	2.81E+00	7.59E+01	2.81E+00
206.5	15.75	2.81E+00	7.60E+01	2.81E+00
206.6	15.75	2.81E+00	7.60E+01	2.81E+00
206.7	15.75	2.81E+00	7.61E+01	2.81E+00
206.8	15.75	2.82E+00	7.61E+01	2.82E+00
206.9	15.75	2.82E+00	7.62E+01	2.82E+00
207.0	15.75	2.82E+00	7.62E+01	2.82E+00
207.1	15.74	2.82E+00	7.63E+01	2.82E+00
207.2	15.74	2.82E+00	7.63E+01	2.82E+00
207.3	15.74	2.83E+00	7.64E+01	2.83E+00
207.4	15.74	2.83E+00	7.64E+01	2.83E+00
207.5	15.74	2.83E+00	7.65E+01	2.83E+00
207.6	15.74	2.83E+00	7.66E+01	2.83E+00
207.7	15.74	2.83E+00	7.66E+01	2.83E+00
207.8	15.73	2.84E+00	7.67E+01	2.84E+00
207.9	15.73	2.84E+00	7.67E+01	2.84E+00
208.0	15.73	2.84E+00	7.68E+01	2.84E+00
208.1	15.73	2.84E+00	7.68E+01	2.84E+00
208.2	15.73	2.84E+00	7.69E+01	2.84E+00
208.3	15.73	2.85E+00	7.69E+01	2.85E+00
208.4	15.73	2.85E+00	7.70E+01	2.85E+00
208.5	15.72	2.85E+00	7.70E+01	2.85E+00
208.6	15.72	2.85E+00	7.71E+01	2.85E+00
208.7	15.72	2.85E+00	7.72E+01	2.85E+00
208.8	15.72	2.86E+00	7.72E+01	2.86E+00
208.9	15.72	2.86E+00	7.73E+01	2.86E+00
209.0	15.72	2.86E+00	7.73E+01	2.86E+00
209.1	15.72	2.86E+00	7.74E+01	2.86E+00
209.2	15.71	2.86E+00	7.74E+01	2.86E+00
209.3	15.71	2.87E+00	7.75E+01	2.87E+00
209.4	15.71	2.87E+00	7.75E+01	2.87E+00
209.5	15.71	2.87E+00	7.76E+01	2.87E+00
209.6	15.71	2.87E+00	7.76E+01	2.87E+00
209.7	15.71	2.87E+00	7.77E+01	2.87E+00
209.8	15.71	2.88E+00	7.78E+01	2.88E+00
209.9	15.70	2.88E+00	7.78E+01	2.88E+00
210.0	15.70	2.88E+00	7.79E+01	2.88E+00
210.1	15.70	2.88E+00	7.79E+01	2.88E+00
210.2	15.70	2.88E+00	7.80E+01	2.88E+00
210.3	15.70	2.89E+00	7.80E+01	2.89E+00
210.4	15.70	2.89E+00	7.81E+01	2.89E+00
210.5	15.70	2.89E+00	7.81E+01	2.89E+00
210.6	15.69	2.89E+00	7.82E+01	2.89E+00
210.7	15.69	2.90E+00	7.82E+01	2.90E+00
210.8	15.69	2.90E+00	7.83E+01	2.90E+00
210.9	15.69	2.90E+00	7.84E+01	2.90E+00
211.0	15.69	2.90E+00	7.84E+01	2.90E+00
211.1	15.69	2.90E+00	7.85E+01	2.90E+00
211.2	15.69	2.91E+00	7.85E+01	2.91E+00
211.3	15.69	2.91E+00	7.86E+01	2.91E+00
211.4	15.68	2.91E+00	7.86E+01	2.91E+00
211.5	15.68	2.91E+00	7.87E+01	2.91E+00
211.6	15.68	2.91E+00	7.87E+01	2.91E+00
211.7	15.68	2.92E+00	7.88E+01	2.92E+00
211.8	15.68	2.92E+00	7.88E+01	2.92E+00
211.9	15.68	2.92E+00	7.89E+01	2.92E+00
212.0	15.68	2.92E+00	7.90E+01	2.92E+00
212.1	15.67	2.92E+00	7.90E+01	2.92E+00
212.2	15.67	2.93E+00	7.91E+01	2.93E+00
212.3	15.67	2.93E+00	7.91E+01	2.93E+00
212.4	15.67	2.93E+00	7.92E+01	2.93E+00
212.5	15.67	2.93E+00	7.92E+01	2.93E+00
212.6	15.67	2.93E+00	7.93E+01	2.93E+00
212.7	15.67	2.94E+00	7.93E+01	2.94E+00
212.8	15.66	2.94E+00	7.94E+01	2.94E+00
212.9	15.66	2.94E+00	7.95E+01	2.94E+00
213.0	15.66	2.94E+00	7.95E+01	2.94E+00
213.1	15.66	2.94E+00	7.96E+01	2.94E+00
213.2	15.66	2.95E+00	7.96E+01	2.95E+00
213.3	15.66	2.95E+00	7.97E+01	2.95E+00
213.4	15.66	2.95E+00	7.97E+01	2.95E+00
213.5	15.66	2.95E+00	7.98E+01	2.95E+00
213.6	15.65	2.95E+00	7.98E+01	2.95E+00
213.7	15.65	2.96E+00	7.99E+01	2.96E+00
213.8	15.65	2.96E+00	7.99E+01	2.96E+00
213.9	15.65	2.96E+00	8.00E+01	2.96E+00
214.0	15.65	2.96E+00	8.01E+01	2.96E+00
214.1	15.65	2.96E+00	8.01E+01	2.96E+00
214.2	15.65	2.97E+00	8.02E+01	2.97E+00
214.3	15.64	2.97E+00	8.02E+01	2.97E+00
214.4	15.64	2.97E+00	8.03E+01	2.97E+00
214.5	15.64	2.97E+00	8.03E+01	2.97E+00
214.6	15.64	2.97E+00	8.04E+01	2.97E+00
214.7	15.64	2.98E+00	8.04E+01	2.98E+00
214.8	15.64	2.98E+00	8.05E+01	2.98E+00
214.9	15.64	2.98E+00	8.06E+01	2.98E+00
215.0	15.64	2.98E+00	8.06E+01	2.98E+00
215.1	15.63	2.98E+00	8.07E+01	2.98E+00
215.2	15.63	2.99E+00	8.07E+01	2.99E+00
215.3	15.63	2.99E+00	8.08E+01	2.99E+00
215.4	15.63	2.99E+00	8.08E+01	2.99E+00
215.5	15.63	2.99E+00	8.09E+01	2.99E+00
215.6	15.63	2.99E+00	8.09E+01	2.99E+00
215.7	15.63	3.00E+00	8.10E+01	3.00E+00
215.8	15.63	3.00E+00	8.11E+01	3.00E+00
215.9	15.62	3.00E+00	8.11E+01	3.00E+00
216.0	15.62	3.00E+00	8.12E+01	3.00E+00
216.1	15.62	3.01E+00	8.12E+01	3.01E+00
216.2	15.62	3.01E+00	8.13E+01	3.01E+00
216.3	15.62	3.01E+00	8.13E+01	3.01E+00
216.4	15.62	3.01E+00	8.14E+01	3.01E+00
216.5	15.62	3.01E+00	8.14E+01	3.01E+00
216.6	15.61	3.02E+00	8.15E+01	3.02E+00
216.7	15.61	3.02E+00	8.16E+01	3.02E+00
216.8	15.61	3.02E+00	8.16E+01	3.02E+00
216.9	15.61	3.02E+00	8.17E+01	3.02E+00
217.0	15.61	3.02E+00	8.17E+01	3.02E+00
217.1	15.61	3.03E+00	8.18E+01	3.03E+00
217.2	15.61	3.03E+00	8.18E+01	3.03E+00
217.3	15.61	3.03E+00	8.19E+01	3.03E+00
217.4	15.60	3.03E+00	8.19E+01	3.03E+00
217.5	15.60	3.03E+00	8.20E+01	3.03E+00
217.6	15.60	3.04E+00	8.20E+01	3.04E+00
217.7	15.60	3.04E+00	8.21E+01	3.04E+00
217.8	15.60	3.04E+00	8.22E+01	3.04E+00
217.9	15.60	3.04E+00	8.22E+01	3.04E+00
218.0	15.60	3.04E+00	8.23E+01	3.04E+00
218.1	15.60	3.05E+00	8.23E+01	3.05E+00
218.2	15.59	3.05E+00	8.24E+01	3.05E+00
218.3	15.59	3.05E+00	8.24E+01	3.05E+00
218.4	15.59	3.05E+00	8.25E+01	3.05E+00
218.5	15.59	3.05E+00	8.26E+01	3.05E+00
218.6	15.59	3.06E+00	8.26E+01	3.06E+00
218.7	15.59	3.06E+00	8.27E+01	3.06E+00
218.8	15.59	3.06E+00	8.27E+01	3.06E+00
218.9	15.59	3.06E+00	8.28E+01	3.06E+00
219.0	15.58	3.06E+00	8.28E+01	3.06E+00
219.1	15.58	3.07E+00	8.29E+01	3.07E+00
219.2	15.58	3.07E+00	8.29E+01	3.07E+00
219.3	15.58	3.07E+00	8.30E+01	3.07E+00
219.4	15.58	3.07E+00	8.31E+01	3.07E+00
219.5	15.58	3.07E+00	8.31E+01	3.07E+00
219.6	15.58	3.08E+00	8.32E+01	3.08E+00
219.7	15.58	3.08E+00	8.32E+01	3.08E+00
219.8	15.57	3.08E+00	8.33E+01	3.08E+00
219.9	15.57	3.08E+00	8.33E+01	3.08E+00
220.0	15.57	3.09E+00	8.34E+01	3.09E+00
220.1	15.57	3.09E+00	8.34E+01	3.09E+00
220.2	15.57	3.09E+00	8.35E+01	3.09E+00
220.3	15.57	3.09E+00	8.36E+01	3.09E+00
220.4	15.57	3.09E+00	8.36E+01	3.09E+00
220.5	15.57	3.10E+00	8.37E+01	3.10E+00
220.6	15.56	3.10E+00	8.37E+01	3.10E+00
220.7	15.56	3.10E+00	8.38E+01	3.10E+00
220.8	15.56	3.10E+00	8.38E+01	3.10E+00
220.9	15.56	3.10E+00	8.39E+01	3.10E+00
221.0	15.56	3.11E+00	8.39E+01	3.11E+00
221.1	15.56	3.11E+00	8.40E+01	3.11E+00
221.2	15.56	3.11E+00	8.41E+01	3.11E+00
221.3	15.56	3.11E+00	8.41E+01	3.11E+00
221.4	15.56	3.11E+00	8.42E+01	3.11E+00
221.5	15.55	3.12E+00	8.42E+01	3.12E+00
221.6	15.55	3.12E+00	8.43E+01	3.12E+00
221.7	15.55	3.12E+00	8.43E+01	3.12E+00
221.8	15.55	3.12E+00	8.44E+01	3.12E+00
221.9	15.55	3.12E+00	8.44E+01	3.12E+00
222.0	15.55	3.13E+00	8.45E+01	3.13E+00
222.1	15.55	3.13E+00	8.46E+01	3.13E+00
222.2	15.55	3.13E+00	8.46E+01	3.13E+00
222.3	15.54	3.13E+00	8.47E+01	3.13E+00
222.4	15.54	3.13E+00	8.47E+01	3.13E+00
222.5	15.54	3.14E+00	8.48E+01	3.14E+00
222.6	15.54	3.14E+00	8.48E+01	3.14E+00
222.7	15.54	3.14E+00	8.49E+01	3.14E+00
222.8	15.54	3.14E+00	8.50E+01	3.14E+00
222.9	15.54	3.15E+00	8.50E+01	3.15E+00
223.0	15.54	3.15E+00	8.51E+01	3.15E+00
223.1	15.54	3.15E+00	8.51E+01	3.15E+00
223.2	15.53	3.15E+00	8.52E+01	3.15E+00
223.3	15.53	3.15E+00	8.52E+01	3.15E+00
223.4	15.53	3.16E+00	8.53E+01	3.16E+00
223.5	15.53	3.16E+00	8.53E+01	3.16E+00
223.6	15.53	3.16E+00	8.54E+01	3.16E+00
223.7	15.53	3.16E+00	8.55E+01	3.16E+00
223.8	15.53	3.16E+00	8.55E+01	3.16E+00
223.9	15.53	3.17E+00	8.56E+01	3.17E+00
224.0	15.52	3.17E+00	8.56E+01	3.17E+00
224.1	15.52	3.17E+00	8.57E+01	3.17E+00
224.2	15.52	3.17E+00	8.57E+01	3.17E+00
224.3	15.52	3.17E+00	8.58E+01	3.17E+00
224.4	15.52	3.18E+00	8.59E+01	3.18E+00
224.5	15.52	3.18E+00	8.59E+01	3.18E+00
224.6	15.52	3.18E+00	8.60E+01	3.18E+00
224.7	15.52	3.18E+00	8.60E+01	3.18E+00
224.8	15.52	3.18E+00	8.61E+01	3.18E+00
224.9	15.51	3.19E+00	8.61E+01	3.19E+00
225.0	15.51	3.19E+00	8.62E+01	3.19E+00
225.1	15.51	3.19E+00	8.62E+01	3.19E+00
225.2	15.51	3.19E+00	8.63E+01	3.19E+00
225.3	15.51	3.20E+00	8.64E+01	3.20E+00
225.4	15.51	3.20E+00	8.64E+01	3.20E+00
225.5	15.51	3.20E+00	8.65E+01	3.20E+00
225.6	15.51	3.20E+00	8.65E+01	3.20E+00
225.7	15.50	3.20E+00	8.66E+01	3.20E+00
