27Al(p,x)24Na				
				
Energy	sigma	Phys. yield	Phys. yield	1 h irrad.
28.4	0.13	1.54E-01	4.16E-03	1.50E-01
28.5	0.13	1.60E-01	4.32E-03	1.56E-01
28.6	0.13	1.66E-01	4.48E-03	1.62E-01
28.7	0.14	1.72E-01	4.64E-03	1.68E-01
28.8	0.14	1.78E-01	4.81E-03	1.74E-01
28.9	0.14	1.84E-01	4.98E-03	1.80E-01
29.0	0.15	1.91E-01	5.16E-03	1.86E-01
29.1	0.15	1.98E-01	5.34E-03	1.93E-01
29.2	0.15	2.04E-01	5.53E-03	2.00E-01
29.3	0.16	2.12E-01	5.72E-03	2.07E-01
29.4	0.16	2.19E-01	5.91E-03	2.14E-01
29.5	0.16	2.26E-01	6.11E-03	2.21E-01
29.6	0.17	2.34E-01	6.32E-03	2.28E-01
29.7	0.17	2.42E-01	6.53E-03	2.36E-01
29.8	0.18	2.50E-01	6.75E-03	2.44E-01
29.9	0.18	2.58E-01	6.97E-03	2.52E-01
30.0	0.18	2.66E-01	7.19E-03	2.60E-01
30.1	0.19	2.75E-01	7.43E-03	2.68E-01
30.2	0.19	2.84E-01	7.67E-03	2.77E-01
30.3	0.20	2.93E-01	7.91E-03	2.86E-01
30.4	0.20	3.02E-01	8.16E-03	2.95E-01
30.5	0.21	3.12E-01	8.42E-03	3.04E-01
30.6	0.21	3.21E-01	8.68E-03	3.14E-01
30.7	0.22	3.31E-01	8.96E-03	3.24E-01
30.8	0.22	3.42E-01	9.23E-03	3.34E-01
30.9	0.23	3.52E-01	9.52E-03	3.44E-01
31.0	0.23	3.63E-01	9.81E-03	3.55E-01
31.1	0.24	3.74E-01	1.01E-02	3.65E-01
31.2	0.24	3.85E-01	1.04E-02	3.76E-01
31.3	0.25	3.97E-01	1.07E-02	3.88E-01
31.4	0.25	4.09E-01	1.11E-02	3.99E-01
31.5	0.26	4.21E-01	1.14E-02	4.11E-01
31.6	0.26	4.34E-01	1.17E-02	4.24E-01
31.7	0.27	4.47E-01	1.21E-02	4.36E-01
31.8	0.28	4.60E-01	1.24E-02	4.49E-01
31.9	0.28	4.73E-01	1.28E-02	4.62E-01
32.0	0.29	4.87E-01	1.32E-02	4.76E-01
32.1	0.29	5.01E-01	1.36E-02	4.90E-01
32.2	0.30	5.16E-01	1.39E-02	5.04E-01
32.3	0.31	5.31E-01	1.43E-02	5.18E-01
32.4	0.31	5.46E-01	1.48E-02	5.33E-01
32.5	0.32	5.62E-01	1.52E-02	5.49E-01
32.6	0.33	5.78E-01	1.56E-02	5.64E-01
32.7	0.34	5.94E-01	1.61E-02	5.80E-01
32.8	0.34	6.11E-01	1.65E-02	5.97E-01
32.9	0.35	6.28E-01	1.70E-02	6.14E-01
33.0	0.36	6.46E-01	1.75E-02	6.31E-01
33.1	0.37	6.64E-01	1.79E-02	6.48E-01
33.2	0.37	6.82E-01	1.84E-02	6.67E-01
33.3	0.38	7.01E-01	1.90E-02	6.85E-01
33.4	0.39	7.21E-01	1.95E-02	7.04E-01
33.5	0.40	7.41E-01	2.00E-02	7.23E-01
33.6	0.41	7.61E-01	2.06E-02	7.43E-01
33.7	0.42	7.82E-01	2.11E-02	7.64E-01
33.8	0.42	8.03E-01	2.17E-02	7.85E-01
33.9	0.43	8.25E-01	2.23E-02	8.06E-01
34.0	0.44	8.47E-01	2.29E-02	8.28E-01
34.1	0.45	8.70E-01	2.35E-02	8.50E-01
34.2	0.46	8.94E-01	2.42E-02	8.73E-01
34.3	0.47	9.18E-01	2.48E-02	8.96E-01
34.4	0.48	9.42E-01	2.55E-02	9.20E-01
34.5	0.49	9.68E-01	2.62E-02	9.45E-01
34.6	0.50	9.93E-01	2.68E-02	9.70E-01
34.7	0.51	1.02E+00	2.76E-02	9.96E-01
34.8	0.52	1.05E+00	2.83E-02	1.02E+00
34.9	0.53	1.07E+00	2.90E-02	1.05E+00
35.0	0.55	1.10E+00	2.98E-02	1.08E+00
35.1	0.56	1.13E+00	3.06E-02	1.10E+00
35.2	0.57	1.16E+00	3.14E-02	1.13E+00
35.3	0.58	1.19E+00	3.22E-02	1.16E+00
35.4	0.59	1.22E+00	3.30E-02	1.19E+00
35.5	0.60	1.25E+00	3.39E-02	1.22E+00
35.6	0.62	1.29E+00	3.48E-02	1.26E+00
35.7	0.63	1.32E+00	3.56E-02	1.29E+00
35.8	0.64	1.35E+00	3.66E-02	1.32E+00
35.9	0.66	1.39E+00	3.75E-02	1.36E+00
36.0	0.67	1.42E+00	3.85E-02	1.39E+00
36.1	0.68	1.46E+00	3.94E-02	1.43E+00
36.2	0.70	1.50E+00	4.04E-02	1.46E+00
36.3	0.71	1.53E+00	4.15E-02	1.50E+00
36.4	0.72	1.57E+00	4.25E-02	1.54E+00
36.5	0.74	1.61E+00	4.36E-02	1.57E+00
36.6	0.75	1.65E+00	4.47E-02	1.61E+00
36.7	0.77	1.69E+00	4.58E-02	1.65E+00
36.8	0.78	1.74E+00	4.69E-02	1.70E+00
36.9	0.80	1.78E+00	4.81E-02	1.74E+00
37.0	0.81	1.82E+00	4.93E-02	1.78E+00
37.1	0.83	1.87E+00	5.05E-02	1.83E+00
37.2	0.85	1.91E+00	5.17E-02	1.87E+00
37.3	0.86	1.96E+00	5.30E-02	1.92E+00
37.4	0.88	2.01E+00	5.43E-02	1.96E+00
37.5	0.90	2.06E+00	5.57E-02	2.01E+00
37.6	0.91	2.11E+00	5.70E-02	2.06E+00
37.7	0.93	2.16E+00	5.84E-02	2.11E+00
37.8	0.95	2.21E+00	5.98E-02	2.16E+00
37.9	0.97	2.27E+00	6.13E-02	2.21E+00
38.0	0.99	2.32E+00	6.27E-02	2.27E+00
38.1	1.01	2.38E+00	6.42E-02	2.32E+00
38.2	1.02	2.43E+00	6.58E-02	2.38E+00
38.3	1.04	2.49E+00	6.74E-02	2.43E+00
38.4	1.06	2.55E+00	6.90E-02	2.49E+00
38.5	1.08	2.61E+00	7.06E-02	2.55E+00
38.6	1.10	2.67E+00	7.23E-02	2.61E+00
38.7	1.13	2.74E+00	7.40E-02	2.67E+00
38.8	1.15	2.80E+00	7.57E-02	2.74E+00
38.9	1.17	2.87E+00	7.75E-02	2.80E+00
39.0	1.19	2.94E+00	7.93E-02	2.87E+00
39.1	1.21	3.00E+00	8.12E-02	2.93E+00
39.2	1.23	3.07E+00	8.31E-02	3.00E+00
39.3	1.26	3.15E+00	8.50E-02	3.07E+00
39.4	1.28	3.22E+00	8.70E-02	3.14E+00
39.5	1.30	3.29E+00	8.90E-02	3.22E+00
39.6	1.33	3.37E+00	9.11E-02	3.29E+00
39.7	1.35	3.45E+00	9.32E-02	3.37E+00
39.8	1.37	3.53E+00	9.53E-02	3.44E+00
39.9	1.40	3.61E+00	9.75E-02	3.52E+00
40.0	1.42	3.69E+00	9.97E-02	3.60E+00
40.1	1.45	3.77E+00	1.02E-01	3.69E+00
40.2	1.48	3.86E+00	1.04E-01	3.77E+00
40.3	1.50	3.95E+00	1.07E-01	3.85E+00
40.4	1.53	4.04E+00	1.09E-01	3.94E+00
40.5	1.56	4.13E+00	1.12E-01	4.03E+00
40.6	1.58	4.22E+00	1.14E-01	4.12E+00
40.7	1.61	4.31E+00	1.17E-01	4.21E+00
40.8	1.64	4.41E+00	1.19E-01	4.31E+00
40.9	1.67	4.51E+00	1.22E-01	4.40E+00
41.0	1.70	4.61E+00	1.25E-01	4.50E+00
41.1	1.73	4.71E+00	1.27E-01	4.60E+00
41.2	1.76	4.81E+00	1.30E-01	4.70E+00
41.3	1.79	4.92E+00	1.33E-01	4.81E+00
41.4	1.82	5.03E+00	1.36E-01	4.91E+00
41.5	1.85	5.14E+00	1.39E-01	5.02E+00
41.6	1.88	5.25E+00	1.42E-01	5.13E+00
41.7	1.91	5.36E+00	1.45E-01	5.24E+00
41.8	1.94	5.48E+00	1.48E-01	5.35E+00
41.9	1.97	5.60E+00	1.51E-01	5.47E+00
42.0	2.01	5.72E+00	1.55E-01	5.59E+00
42.1	2.04	5.84E+00	1.58E-01	5.71E+00
42.2	2.07	5.97E+00	1.61E-01	5.83E+00
42.3	2.11	6.10E+00	1.65E-01	5.96E+00
42.4	2.14	6.23E+00	1.68E-01	6.08E+00
42.5	2.18	6.36E+00	1.72E-01	6.21E+00
42.6	2.21	6.49E+00	1.76E-01	6.34E+00
42.7	2.25	6.63E+00	1.79E-01	6.48E+00
42.8	2.29	6.77E+00	1.83E-01	6.61E+00
42.9	2.32	6.91E+00	1.87E-01	6.75E+00
43.0	2.36	7.06E+00	1.91E-01	6.90E+00
43.1	2.40	7.21E+00	1.95E-01	7.04E+00
43.2	2.44	7.36E+00	1.99E-01	7.19E+00
43.3	2.47	7.51E+00	2.03E-01	7.34E+00
43.4	2.51	7.67E+00	2.07E-01	7.49E+00
43.5	2.55	7.82E+00	2.11E-01	7.64E+00
43.6	2.59	7.98E+00	2.16E-01	7.80E+00
43.7	2.63	8.15E+00	2.20E-01	7.96E+00
43.8	2.67	8.31E+00	2.25E-01	8.12E+00
43.9	2.71	8.48E+00	2.29E-01	8.29E+00
44.0	2.75	8.66E+00	2.34E-01	8.46E+00
44.1	2.80	8.83E+00	2.39E-01	8.63E+00
44.2	2.84	9.01E+00	2.44E-01	8.80E+00
44.3	2.88	9.19E+00	2.48E-01	8.98E+00
44.4	2.92	9.38E+00	2.53E-01	9.16E+00
44.5	2.97	9.56E+00	2.58E-01	9.34E+00
44.6	3.01	9.76E+00	2.64E-01	9.53E+00
44.7	3.06	9.95E+00	2.69E-01	9.72E+00
44.8	3.10	1.01E+01	2.74E-01	9.91E+00
44.9	3.15	1.03E+01	2.80E-01	1.01E+01
45.0	3.19	1.06E+01	2.85E-01	1.03E+01
45.1	3.24	1.08E+01	2.91E-01	1.05E+01
45.2	3.29	1.10E+01	2.96E-01	1.07E+01
45.3	3.33	1.12E+01	3.02E-01	1.09E+01
45.4	3.38	1.14E+01	3.08E-01	1.11E+01
45.5	3.43	1.16E+01	3.14E-01	1.13E+01
45.6	3.47	1.18E+01	3.20E-01	1.16E+01
45.7	3.52	1.21E+01	3.26E-01	1.18E+01
45.8	3.57	1.23E+01	3.32E-01	1.20E+01
45.9	3.62	1.25E+01	3.39E-01	1.22E+01
46.0	3.67	1.28E+01	3.45E-01	1.25E+01
46.1	3.72	1.30E+01	3.52E-01	1.27E+01
46.2	3.77	1.33E+01	3.58E-01	1.30E+01
46.3	3.82	1.35E+01	3.65E-01	1.32E+01
46.4	3.87	1.38E+01	3.72E-01	1.34E+01
46.5	3.92	1.40E+01	3.79E-01	1.37E+01
46.6	3.98	1.43E+01	3.86E-01	1.40E+01
46.7	4.03	1.46E+01	3.93E-01	1.42E+01
46.8	4.08	1.48E+01	4.01E-01	1.45E+01
46.9	4.13	1.51E+01	4.08E-01	1.47E+01
47.0	4.19	1.54E+01	4.15E-01	1.50E+01
47.1	4.24	1.56E+01	4.23E-01	1.53E+01
47.2	4.29	1.59E+01	4.31E-01	1.56E+01
47.3	4.35	1.62E+01	4.38E-01	1.58E+01
47.4	4.40	1.65E+01	4.46E-01	1.61E+01
47.5	4.46	1.68E+01	4.54E-01	1.64E+01
47.6	4.51	1.71E+01	4.63E-01	1.67E+01
47.7	4.57	1.74E+01	4.71E-01	1.70E+01
47.8	4.62	1.77E+01	4.79E-01	1.73E+01
47.9	4.68	1.80E+01	4.88E-01	1.76E+01
48.0	4.73	1.84E+01	4.96E-01	1.79E+01
48.1	4.79	1.87E+01	5.05E-01	1.83E+01
48.2	4.85	1.90E+01	5.14E-01	1.86E+01
48.3	4.90	1.93E+01	5.23E-01	1.89E+01
48.4	4.96	1.97E+01	5.32E-01	1.92E+01
48.5	5.02	2.00E+01	5.41E-01	1.96E+01
48.6	5.07	2.04E+01	5.51E-01	1.99E+01
48.7	5.13	2.07E+01	5.60E-01	2.02E+01
48.8	5.19	2.11E+01	5.70E-01	2.06E+01
48.9	5.25	2.14E+01	5.79E-01	2.09E+01
49.0	5.31	2.18E+01	5.89E-01	2.13E+01
49.1	5.36	2.22E+01	5.99E-01	2.16E+01
49.2	5.42	2.25E+01	6.09E-01	2.20E+01
49.3	5.48	2.29E+01	6.19E-01	2.24E+01
49.4	5.54	2.33E+01	6.30E-01	2.28E+01
49.5	5.60	2.37E+01	6.40E-01	2.31E+01
49.6	5.66	2.41E+01	6.51E-01	2.35E+01
49.7	5.71	2.45E+01	6.61E-01	2.39E+01
49.8	5.77	2.49E+01	6.72E-01	2.43E+01
49.9	5.83	2.53E+01	6.83E-01	2.47E+01
50.0	5.89	2.57E+01	6.94E-01	2.51E+01
50.1	5.95	2.61E+01	7.04E-01	2.55E+01
50.2	6.01	2.65E+01	7.16E-01	2.59E+01
50.3	6.07	2.69E+01	7.27E-01	2.63E+01
50.4	6.13	2.73E+01	7.39E-01	2.67E+01
50.5	6.19	2.78E+01	7.51E-01	2.71E+01
50.6	6.24	2.82E+01	7.63E-01	2.76E+01
50.7	6.30	2.87E+01	7.75E-01	2.80E+01
50.8	6.36	2.91E+01	7.87E-01	2.84E+01
50.9	6.42	2.96E+01	7.99E-01	2.89E+01
51.0	6.48	3.00E+01	8.11E-01	2.93E+01
51.1	6.54	3.05E+01	8.24E-01	2.98E+01
51.2	6.60	3.10E+01	8.37E-01	3.02E+01
51.3	6.66	3.14E+01	8.49E-01	3.07E+01
51.4	6.72	3.19E+01	8.62E-01	3.12E+01
51.5	6.77	3.24E+01	8.75E-01	3.16E+01
51.6	6.83	3.29E+01	8.89E-01	3.21E+01
51.7	6.89	3.34E+01	9.02E-01	3.26E+01
51.8	6.95	3.39E+01	9.16E-01	3.31E+01
51.9	7.01	3.44E+01	9.29E-01	3.36E+01
52.0	7.06	3.49E+01	9.43E-01	3.41E+01
52.1	7.12	3.54E+01	9.57E-01	3.46E+01
52.2	7.18	3.59E+01	9.71E-01	3.51E+01
52.3	7.24	3.64E+01	9.85E-01	3.56E+01
52.4	7.29	3.70E+01	9.99E-01	3.61E+01
52.5	7.35	3.75E+01	1.01E+00	3.66E+01
52.6	7.41	3.80E+01	1.03E+00	3.72E+01
52.7	7.46	3.86E+01	1.04E+00	3.77E+01
52.8	7.52	3.91E+01	1.06E+00	3.82E+01
52.9	7.58	3.97E+01	1.07E+00	3.88E+01
53.0	7.63	4.02E+01	1.09E+00	3.93E+01
53.1	7.69	4.08E+01	1.10E+00	3.99E+01
53.2	7.74	4.14E+01	1.12E+00	4.04E+01
53.3	7.80	4.19E+01	1.13E+00	4.10E+01
53.4	7.85	4.25E+01	1.15E+00	4.15E+01
53.5	7.91	4.31E+01	1.17E+00	4.21E+01
53.6	7.96	4.37E+01	1.18E+00	4.27E+01
53.7	8.02	4.43E+01	1.20E+00	4.33E+01
53.8	8.07	4.49E+01	1.21E+00	4.38E+01
53.9	8.12	4.55E+01	1.23E+00	4.44E+01
54.0	8.18	4.61E+01	1.25E+00	4.50E+01
54.1	8.23	4.67E+01	1.26E+00	4.56E+01
54.2	8.28	4.73E+01	1.28E+00	4.62E+01
54.3	8.33	4.80E+01	1.30E+00	4.68E+01
54.4	8.38	4.86E+01	1.31E+00	4.75E+01
54.5	8.44	4.92E+01	1.33E+00	4.81E+01
54.6	8.49	4.98E+01	1.35E+00	4.87E+01
54.7	8.54	5.05E+01	1.36E+00	4.93E+01
54.8	8.59	5.11E+01	1.38E+00	4.99E+01
54.9	8.64	5.18E+01	1.40E+00	5.06E+01
55.0	8.69	5.24E+01	1.42E+00	5.12E+01
55.1	8.73	5.31E+01	1.44E+00	5.19E+01
55.2	8.78	5.38E+01	1.45E+00	5.25E+01
55.3	8.83	5.44E+01	1.47E+00	5.32E+01
55.4	8.88	5.51E+01	1.49E+00	5.38E+01
55.5	8.92	5.58E+01	1.51E+00	5.45E+01
55.6	8.97	5.65E+01	1.53E+00	5.52E+01
55.7	9.02	5.72E+01	1.54E+00	5.58E+01
55.8	9.06	5.79E+01	1.56E+00	5.65E+01
55.9	9.11	5.86E+01	1.58E+00	5.72E+01
56.0	9.15	5.93E+01	1.60E+00	5.79E+01
56.1	9.20	6.00E+01	1.62E+00	5.86E+01
56.2	9.24	6.07E+01	1.64E+00	5.93E+01
56.3	9.28	6.14E+01	1.66E+00	6.00E+01
56.4	9.33	6.21E+01	1.68E+00	6.07E+01
56.5	9.37	6.28E+01	1.70E+00	6.14E+01
56.6	9.41	6.36E+01	1.72E+00	6.21E+01
56.7	9.45	6.43E+01	1.74E+00	6.28E+01
56.8	9.49	6.50E+01	1.76E+00	6.35E+01
56.9	9.54	6.58E+01	1.78E+00	6.42E+01
57.0	9.58	6.65E+01	1.80E+00	6.50E+01
57.1	9.62	6.73E+01	1.82E+00	6.57E+01
57.2	9.65	6.80E+01	1.84E+00	6.64E+01
57.3	9.69	6.88E+01	1.86E+00	6.72E+01
57.4	9.73	6.95E+01	1.88E+00	6.79E+01
57.5	9.77	7.03E+01	1.90E+00	6.87E+01
57.6	9.81	7.11E+01	1.92E+00	6.94E+01
57.7	9.84	7.18E+01	1.94E+00	7.02E+01
57.8	9.88	7.26E+01	1.96E+00	7.09E+01
57.9	9.92	7.34E+01	1.98E+00	7.17E+01
58.0	9.95	7.42E+01	2.00E+00	7.25E+01
58.1	9.99	7.50E+01	2.03E+00	7.32E+01
58.2	10.02	7.58E+01	2.05E+00	7.40E+01
58.3	10.06	7.66E+01	2.07E+00	7.48E+01
58.4	10.09	7.74E+01	2.09E+00	7.56E+01
58.5	10.13	7.82E+01	2.11E+00	7.64E+01
58.6	10.16	7.90E+01	2.13E+00	7.71E+01
58.7	10.19	7.98E+01	2.16E+00	7.79E+01
58.8	10.22	8.06E+01	2.18E+00	7.87E+01
58.9	10.26	8.14E+01	2.20E+00	7.95E+01
59.0	10.29	8.23E+01	2.22E+00	8.03E+01
59.1	10.32	8.31E+01	2.25E+00	8.11E+01
59.2	10.35	8.39E+01	2.27E+00	8.20E+01
59.3	10.38	8.47E+01	2.29E+00	8.28E+01
59.4	10.41	8.56E+01	2.31E+00	8.36E+01
59.5	10.44	8.64E+01	2.34E+00	8.44E+01
59.6	10.46	8.73E+01	2.36E+00	8.52E+01
59.7	10.49	8.81E+01	2.38E+00	8.61E+01
59.8	10.52	8.90E+01	2.40E+00	8.69E+01
59.9	10.55	8.98E+01	2.43E+00	8.77E+01
60.0	10.57	9.07E+01	2.45E+00	8.86E+01
60.1	10.60	9.16E+01	2.47E+00	8.94E+01
60.2	10.63	9.24E+01	2.50E+00	9.03E+01
60.3	10.65	9.33E+01	2.52E+00	9.11E+01
60.4	10.68	9.42E+01	2.54E+00	9.20E+01
60.5	10.70	9.50E+01	2.57E+00	9.28E+01
60.6	10.72	9.59E+01	2.59E+00	9.37E+01
60.7	10.75	9.68E+01	2.62E+00	9.45E+01
60.8	10.77	9.77E+01	2.64E+00	9.54E+01
60.9	10.79	9.86E+01	2.66E+00	9.63E+01
61.0	10.82	9.95E+01	2.69E+00	9.71E+01
61.1	10.84	1.00E+02	2.71E+00	9.80E+01
61.2	10.86	1.01E+02	2.74E+00	9.89E+01
61.3	10.88	1.02E+02	2.76E+00	9.98E+01
61.4	10.90	1.03E+02	2.79E+00	1.01E+02
61.5	10.92	1.04E+02	2.81E+00	1.02E+02
61.6	10.94	1.05E+02	2.83E+00	1.02E+02
61.7	10.96	1.06E+02	2.86E+00	1.03E+02
61.8	10.98	1.07E+02	2.88E+00	1.04E+02
61.9	11.00	1.08E+02	2.91E+00	1.05E+02
62.0	11.02	1.09E+02	2.93E+00	1.06E+02
62.1	11.03	1.09E+02	2.96E+00	1.07E+02
62.2	11.05	1.10E+02	2.98E+00	1.08E+02
62.3	11.07	1.11E+02	3.01E+00	1.09E+02
62.4	11.09	1.12E+02	3.03E+00	1.10E+02
62.5	11.10	1.13E+02	3.06E+00	1.11E+02
62.6	11.12	1.14E+02	3.08E+00	1.11E+02
62.7	11.13	1.15E+02	3.11E+00	1.12E+02
62.8	11.15	1.16E+02	3.13E+00	1.13E+02
62.9	11.16	1.17E+02	3.16E+00	1.14E+02
63.0	11.18	1.18E+02	3.19E+00	1.15E+02
63.1	11.19	1.19E+02	3.21E+00	1.16E+02
63.2	11.21	1.20E+02	3.24E+00	1.17E+02
63.3	11.22	1.21E+02	3.26E+00	1.18E+02
63.4	11.23	1.22E+02	3.29E+00	1.19E+02
63.5	11.25	1.23E+02	3.31E+00	1.20E+02
63.6	11.26	1.24E+02	3.34E+00	1.21E+02
63.7	11.27	1.25E+02	3.37E+00	1.22E+02
63.8	11.29	1.26E+02	3.39E+00	1.23E+02
63.9	11.30	1.27E+02	3.42E+00	1.24E+02
64.0	11.31	1.27E+02	3.45E+00	1.25E+02
64.1	11.32	1.28E+02	3.47E+00	1.25E+02
64.2	11.33	1.29E+02	3.50E+00	1.26E+02
64.3	11.34	1.30E+02	3.52E+00	1.27E+02
64.4	11.35	1.31E+02	3.55E+00	1.28E+02
64.5	11.36	1.32E+02	3.58E+00	1.29E+02
64.6	11.37	1.33E+02	3.60E+00	1.30E+02
64.7	11.38	1.34E+02	3.63E+00	1.31E+02
64.8	11.39	1.35E+02	3.66E+00	1.32E+02
64.9	11.40	1.36E+02	3.68E+00	1.33E+02
65.0	11.41	1.37E+02	3.71E+00	1.34E+02
65.1	11.42	1.38E+02	3.74E+00	1.35E+02
65.2	11.43	1.39E+02	3.76E+00	1.36E+02
65.3	11.43	1.40E+02	3.79E+00	1.37E+02
65.4	11.44	1.41E+02	3.82E+00	1.38E+02
65.5	11.45	1.42E+02	3.85E+00	1.39E+02
65.6	11.46	1.43E+02	3.87E+00	1.40E+02
65.7	11.47	1.44E+02	3.90E+00	1.41E+02
65.8	11.47	1.45E+02	3.93E+00	1.42E+02
65.9	11.48	1.46E+02	3.95E+00	1.43E+02
66.0	11.49	1.47E+02	3.98E+00	1.44E+02
66.1	11.49	1.48E+02	4.01E+00	1.45E+02
66.2	11.50	1.49E+02	4.04E+00	1.46E+02
66.3	11.50	1.50E+02	4.06E+00	1.47E+02
66.4	11.51	1.51E+02	4.09E+00	1.48E+02
66.5	11.52	1.52E+02	4.12E+00	1.49E+02
66.6	11.52	1.53E+02	4.15E+00	1.50E+02
66.7	11.53	1.54E+02	4.17E+00	1.51E+02
66.8	11.53	1.55E+02	4.20E+00	1.52E+02
66.9	11.54	1.56E+02	4.23E+00	1.53E+02
67.0	11.54	1.58E+02	4.26E+00	1.54E+02
67.1	11.54	1.59E+02	4.29E+00	1.55E+02
67.2	11.55	1.60E+02	4.31E+00	1.56E+02
67.3	11.55	1.61E+02	4.34E+00	1.57E+02
67.4	11.56	1.62E+02	4.37E+00	1.58E+02
67.5	11.56	1.63E+02	4.40E+00	1.59E+02
67.6	11.56	1.64E+02	4.43E+00	1.60E+02
67.7	11.57	1.65E+02	4.45E+00	1.61E+02
67.8	11.57	1.66E+02	4.48E+00	1.62E+02
67.9	11.57	1.67E+02	4.51E+00	1.63E+02
68.0	11.58	1.68E+02	4.54E+00	1.64E+02
68.1	11.58	1.69E+02	4.57E+00	1.65E+02
68.2	11.58	1.70E+02	4.59E+00	1.66E+02
68.3	11.58	1.71E+02	4.62E+00	1.67E+02
68.4	11.59	1.72E+02	4.65E+00	1.68E+02
68.5	11.59	1.73E+02	4.68E+00	1.69E+02
68.6	11.59	1.74E+02	4.71E+00	1.70E+02
68.7	11.59	1.75E+02	4.74E+00	1.71E+02
68.8	11.59	1.76E+02	4.77E+00	1.72E+02
68.9	11.60	1.77E+02	4.79E+00	1.73E+02
69.0	11.60	1.78E+02	4.82E+00	1.74E+02
69.1	11.60	1.80E+02	4.85E+00	1.75E+02
69.2	11.60	1.81E+02	4.88E+00	1.76E+02
69.3	11.60	1.82E+02	4.91E+00	1.77E+02
69.4	11.60	1.83E+02	4.94E+00	1.78E+02
69.5	11.60	1.84E+02	4.97E+00	1.79E+02
69.6	11.60	1.85E+02	5.00E+00	1.81E+02
69.7	11.61	1.86E+02	5.02E+00	1.82E+02
69.8	11.61	1.87E+02	5.05E+00	1.83E+02
69.9	11.61	1.88E+02	5.08E+00	1.84E+02
70.0	11.61	1.89E+02	5.11E+00	1.85E+02
70.1	11.61	1.90E+02	5.14E+00	1.86E+02
70.2	11.61	1.91E+02	5.17E+00	1.87E+02
70.3	11.61	1.92E+02	5.20E+00	1.88E+02
70.4	11.61	1.93E+02	5.23E+00	1.89E+02
70.5	11.61	1.95E+02	5.26E+00	1.90E+02
70.6	11.61	1.96E+02	5.29E+00	1.91E+02
70.7	11.61	1.97E+02	5.32E+00	1.92E+02
70.8	11.61	1.98E+02	5.34E+00	1.93E+02
70.9	11.61	1.99E+02	5.37E+00	1.94E+02
71.0	11.61	2.00E+02	5.40E+00	1.95E+02
71.1	11.61	2.01E+02	5.43E+00	1.96E+02
71.2	11.61	2.02E+02	5.46E+00	1.97E+02
71.3	11.60	2.03E+02	5.49E+00	1.98E+02
71.4	11.60	2.04E+02	5.52E+00	2.00E+02
71.5	11.60	2.05E+02	5.55E+00	2.01E+02
71.6	11.60	2.06E+02	5.58E+00	2.02E+02
71.7	11.60	2.08E+02	5.61E+00	2.03E+02
