#ZVView-data-copy:   3-Mar-2018 00:28:04
#=======================================
#
#name:   13-AL-27(P,X)11-NA-24,CUM,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  191
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
           249            1      0.01065      0.00072  # 2009,Yu.E.Titarenko+     ## O1728002
           399            2      0.01201      0.00085  # 2009,Yu.E.Titarenko+     ## O1728002
           400            2       0.0115      0.00053  # 2011,Yu.E.Titarenko+     ## A0902004
           400            2       0.0115      0.00053  # 2011,Yu.E.Titarenko+     ## A0902004
           400            2       0.0116      0.00062  # 2011,Yu.E.Titarenko+     ## A0902004
           400            2       0.0116      0.00062  # 2011,Yu.E.Titarenko+     ## A0902004
           400            2      0.01112       0.0005  # 2011,Yu.E.Titarenko+     ## A0902004
           400            2      0.01112       0.0005  # 2011,Yu.E.Titarenko+     ## A0902004
           400            2      0.01225      0.00061  # 2011,Yu.E.Titarenko+     ## A0902004
           400            2      0.01153      0.00057  # 2011,Yu.E.Titarenko+     ## A0902004
           400            2      0.01264       0.0007  # 2011,Yu.E.Titarenko+     ## A0902004
           400            2      0.01194      0.00064  # 2011,Yu.E.Titarenko+     ## A0902004
           400            2      0.01074      0.00056  # 2011,Yu.E.Titarenko+     ## A0902004
           400            2      0.00995      0.00048  # 2011,Yu.E.Titarenko+     ## A0902004
           599            2      0.01309      0.00092  # 2009,Yu.E.Titarenko+     ## O1728002
           600            2      0.01346      0.00061  # 2011,Yu.E.Titarenko+     ## A0902004
           600            2      0.01346      0.00061  # 2011,Yu.E.Titarenko+     ## A0902004
           600            2      0.01236      0.00056  # 2011,Yu.E.Titarenko+     ## A0902004
           600            2      0.01236      0.00056  # 2011,Yu.E.Titarenko+     ## A0902004
           600            2      0.01229      0.00055  # 2011,Yu.E.Titarenko+     ## A0902004
           600            2      0.01229      0.00055  # 2011,Yu.E.Titarenko+     ## A0902004
           600            2      0.01448      0.00068  # 2011,Yu.E.Titarenko+     ## A0902004
           600            2      0.01356      0.00062  # 2011,Yu.E.Titarenko+     ## A0902004
           600            2      0.01316      0.00061  # 2011,Yu.E.Titarenko+     ## A0902004
           600            2      0.01231      0.00056  # 2011,Yu.E.Titarenko+     ## A0902004
           600            2      0.01292      0.00067  # 2011,Yu.E.Titarenko+     ## A0902004
           600            2      0.01251       0.0006  # 2011,Yu.E.Titarenko+     ## A0902004
           799            2      0.01209      0.00054  # 2011,Yu.E.Titarenko+     ## A0902004
           799            2      0.01209      0.00054  # 2011,Yu.E.Titarenko+     ## A0902004
           799            2       0.0123      0.00055  # 2011,Yu.E.Titarenko+     ## A0902004
           799            2       0.0123      0.00055  # 2011,Yu.E.Titarenko+     ## A0902004
           799            2      0.01302      0.00059  # 2011,Yu.E.Titarenko+     ## A0902004
           799            2      0.01302      0.00059  # 2011,Yu.E.Titarenko+     ## A0902004
           799            2      0.01301      0.00061  # 2011,Yu.E.Titarenko+     ## A0902004
           799            2      0.01199      0.00056  # 2011,Yu.E.Titarenko+     ## A0902004
           799            2      0.01327      0.00062  # 2011,Yu.E.Titarenko+     ## A0902004
           799            2      0.01228      0.00057  # 2011,Yu.E.Titarenko+     ## A0902004
           799            2      0.01395      0.00066  # 2011,Yu.E.Titarenko+     ## A0902004
           799            2      0.01409      0.00065  # 2011,Yu.E.Titarenko+     ## A0902004
           799            2       0.0134      0.00104  # 2009,Yu.E.Titarenko+     ## O1728002
           800            0       0.0127       0.0008  # 2003,Yu.E.Titarenko+     ## O0985002
          1000            0        0.013       0.0011  # 2003,Yu.E.Titarenko+     ## O0985002
          1194            3      0.01326      0.00101  # 2009,Yu.E.Titarenko+     ## O1728002
          1199            3      0.01384      0.00061  # 2011,Yu.E.Titarenko+     ## A0902004
          1199            3      0.01384      0.00061  # 2011,Yu.E.Titarenko+     ## A0902004
          1199            3       0.0113      0.00049  # 2011,Yu.E.Titarenko+     ## A0902004
          1199            3       0.0113      0.00049  # 2011,Yu.E.Titarenko+     ## A0902004
          1199            3      0.01225      0.00057  # 2011,Yu.E.Titarenko+     ## A0902004
          1199            3      0.01225      0.00057  # 2011,Yu.E.Titarenko+     ## A0902004
          1199            3      0.01482      0.00068  # 2011,Yu.E.Titarenko+     ## A0902004
          1199            3      0.01391      0.00062  # 2011,Yu.E.Titarenko+     ## A0902004
          1199            3      0.01282       0.0006  # 2011,Yu.E.Titarenko+     ## A0902004
          1199            3      0.01212      0.00054  # 2011,Yu.E.Titarenko+     ## A0902004
          1199            3       0.0129      0.00061  # 2011,Yu.E.Titarenko+     ## A0902004
          1199            3      0.01221      0.00056  # 2011,Yu.E.Titarenko+     ## A0902004
          1200            0       0.0129       0.0009  # 2003,Yu.E.Titarenko+     ## O0985002
          1400            0       0.0128        0.001  # 2003,Yu.E.Titarenko+     ## O0985002
          1500            0       0.0124        0.001  # 2003,Yu.E.Titarenko+     ## O0985002
          1598            4      0.01083      0.00049  # 2011,Yu.E.Titarenko+     ## A0902004
          1598            4      0.01163      0.00052  # 2011,Yu.E.Titarenko+     ## A0902004
          1598            4      0.00949      0.00043  # 2011,Yu.E.Titarenko+     ## A0902004
          1598            4      0.01012      0.00046  # 2011,Yu.E.Titarenko+     ## A0902004
          1598            4      0.01043      0.00047  # 2011,Yu.E.Titarenko+     ## A0902004
          1598            4       0.0109      0.00049  # 2011,Yu.E.Titarenko+     ## A0902004
          1598            4      0.01151      0.00055  # 2011,Yu.E.Titarenko+     ## A0902004
          1598            4      0.01163      0.00053  # 2011,Yu.E.Titarenko+     ## A0902004
          1598            4      0.01138      0.00053  # 2011,Yu.E.Titarenko+     ## A0902004
          1598            4      0.01123      0.00051  # 2011,Yu.E.Titarenko+     ## A0902004
          1598            4      0.01113      0.00054  # 2011,Yu.E.Titarenko+     ## A0902004
          1598            4      0.01179      0.00056  # 2011,Yu.E.Titarenko+     ## A0902004
          1599            4      0.01259      0.00103  # 2009,Yu.E.Titarenko+     ## O1728002
          1600            0       0.0116       0.0009  # 2003,Yu.E.Titarenko+     ## O0985002
          2600            0       0.0106       0.0009  # 2003,Yu.E.Titarenko+     ## O0985002
          2605            8      0.00989      0.00045  # 2011,Yu.E.Titarenko+     ## A0902004
          2605            8      0.00896      0.00039  # 2011,Yu.E.Titarenko+     ## A0902004
          2605            8      0.00875       0.0004  # 2011,Yu.E.Titarenko+     ## A0902004
          2605            8       0.0087      0.00038  # 2011,Yu.E.Titarenko+     ## A0902004
          2605            8      0.01153      0.00053  # 2011,Yu.E.Titarenko+     ## A0902004
          2605            8      0.01213      0.00055  # 2011,Yu.E.Titarenko+     ## A0902004
          2605            8      0.01033      0.00047  # 2011,Yu.E.Titarenko+     ## A0902004
          2605            8      0.01005      0.00047  # 2011,Yu.E.Titarenko+     ## A0902004
          2605            8      0.01027      0.00048  # 2011,Yu.E.Titarenko+     ## A0902004
          2605            8      0.00932      0.00043  # 2011,Yu.E.Titarenko+     ## A0902004
          2605            8      0.01031      0.00051  # 2011,Yu.E.Titarenko+     ## A0902004
          2605            8      0.01047      0.00047  # 2011,Yu.E.Titarenko+     ## A0902004
          2606            8      0.01087      0.00092  # 2009,Yu.E.Titarenko+     ## O1728002
//
#-------------------------------------------------------------------------------
#
#name:   13-AL-27(P,X)11-NA-24,,SIG,,AV
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  12
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          40.8          0.8      0.00155      0.00011  # 2011,Yu.E.Titarenko+     ## A0902005
          44.6          0.3      0.00278      0.00037  # 2011,Yu.E.Titarenko+     ## A0902005
            66          0.6      0.01222      0.00056  # 2011,Yu.E.Titarenko+     ## A0902005
          97.2          0.4      0.01194      0.00055  # 2011,Yu.E.Titarenko+     ## A0902005
         147.6          0.4      0.01122      0.00053  # 2011,Yu.E.Titarenko+     ## A0902005
           249            1      0.01108      0.00056  # 2011,Yu.E.Titarenko+     ## A0902005
           400            2      0.01169      0.00056  # 2011,Yu.E.Titarenko+     ## A0902005
           600            2      0.01335      0.00064  # 2011,Yu.E.Titarenko+     ## A0902005
           799            2       0.0128       0.0006  # 2011,Yu.E.Titarenko+     ## A0902005
          1199            3      0.01284      0.00067  # 2011,Yu.E.Titarenko+     ## A0902005
          1598            4      0.01128      0.00052  # 2011,Yu.E.Titarenko+     ## A0902005
          2605            8      0.01022      0.00047  # 2011,Yu.E.Titarenko+     ## A0902005
//
#-------------------------------------------------------------------------------
#
#name:   13-AL-27(P,X)11-NA-24,CUM,SIG,,,EXP
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  5
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          35.3          1.4         8e-6         5e-6  # 1978,J.J.Hogan+          ## B0131002
          37.4            0       0.0009       0.0003  # 1963,J.B.Cumming         ## B0095003
          44.1            0       0.0028       0.0003  # 1963,J.B.Cumming         ## B0095003
          50.1            0       0.0062       0.0003  # 1963,J.B.Cumming         ## B0095003
          50.6            0       0.0065       0.0003  # 1963,J.B.Cumming         ## B0095003
//
#-------------------------------------------------------------------------------
