#ZVView-data-copy:   3-Mar-2018 00:35:16
#=======================================
#
#name:   29-CU-0(P,X)30-ZN-65,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  512
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
           6.3            0        0.128            0  # 2001,J.Kuhnhenn          ## O0920002
          6.35          0.4        0.128        0.009  # 1985,P.Kopecky           ## A0333004
           6.5          0.4        0.136        0.016  # 2001,F.Szelecsenyi+      ## D4083003
           6.8          0.6       0.1283       0.0128  # 2006,F.S.Al-Saleh+       ## D0422004
             7         0.75        0.157        0.013  # 2009,T.Siiskonen+        ## D0549004
          7.17          0.4        0.154        0.011  # 1985,P.Kopecky           ## A0333004
           7.2          0.4        0.152        0.017  # 2001,F.Szelecsenyi+      ## D4083003
           7.2            0        0.153            0  # 2001,J.Kuhnhenn          ## O0920002
           7.5          0.5        0.143            0  # 1991,P.Jung              ## D4058046
           7.7          0.6        0.158       0.0158  # 2006,F.S.Al-Saleh+       ## D0422004
           7.9          0.7       0.1628       0.0104  # 2015,M.Shahid+           ## D7015003
          7.93          0.4        0.174         0.01  # 1985,P.Kopecky           ## A0333004
             8            0        0.176            0  # 2001,J.Kuhnhenn          ## O0920002
           8.2          0.4        0.185        0.021  # 2001,F.Szelecsenyi+      ## D4083003
          8.22         0.68      0.18246      0.02051  # 2002,S.Takacs+           ## D4106006
          8.31         1.25        0.197       0.0153  # 1997,R.Michel+           ## O0276140
          8.36         0.65        0.194        0.016  # 2009,T.Siiskonen+        ## D0549004
           8.5          0.6       0.1801        0.018  # 2006,F.S.Al-Saleh+       ## D0422004
          8.64          0.4        0.182        0.011  # 1985,P.Kopecky           ## A0333004
          8.84         1.19        0.201       0.0102  # 1997,R.Michel+           ## O0276140
           8.9            0          0.2            0  # 2001,J.Kuhnhenn          ## O0920002
           9.1          0.3        0.208        0.024  # 2001,F.Szelecsenyi+      ## D4083003
           9.3          0.6       0.2013       0.0201  # 2006,F.S.Al-Saleh+       ## D0422004
          9.31          0.4          0.2        0.012  # 1985,P.Kopecky           ## A0333004
           9.4            0        0.212            0  # 2001,J.Kuhnhenn          ## O0920002
          9.62          0.6        0.225        0.018  # 2009,T.Siiskonen+        ## D0549004
          9.64         1.99      0.19338      0.01697  # 2016,E.Garrido+          ## O2315019
           9.9            0        0.221            0  # 2001,J.Kuhnhenn          ## O0920002
          9.92         0.63      0.22018      0.02473  # 2002,S.Takacs+           ## D4106006
          9.94          0.4        0.216        0.013  # 1985,P.Kopecky           ## A0333004
            10          0.5       0.2102        0.021  # 2006,F.S.Al-Saleh+       ## D0422004
            10          0.3        0.222        0.025  # 2001,F.Szelecsenyi+      ## D4083003
          10.1         1.13        0.202       0.0108  # 1997,R.Michel+           ## O0276140
          10.1         1.14        0.204       0.0152  # 1997,R.Michel+           ## O0276140
         10.43            1          0.2        0.014  # 2006,E.Z.Buthelezi+      ## O1424004
          10.5            0        0.231            0  # 2001,J.Kuhnhenn          ## O0920002
         10.54          0.4         0.23        0.013  # 1985,P.Kopecky           ## A0333004
          10.6            0        0.232            0  # 2001,J.Kuhnhenn          ## O0920002
          10.7          0.5       0.2196        0.022  # 2006,F.S.Al-Saleh+       ## D0422004
         10.74         0.55         0.23        0.019  # 2009,T.Siiskonen+        ## D0549004
          10.8          0.6       0.2158       0.0138  # 2015,M.Shahid+           ## D7015003
            11            0        0.232            0  # 2001,J.Kuhnhenn          ## O0920002
         11.12          0.4        0.217        0.013  # 1985,P.Kopecky           ## A0333004
          11.3          0.5       0.2132       0.0213  # 2006,F.S.Al-Saleh+       ## D0422004
          11.3            0        0.227            0  # 2001,J.Kuhnhenn          ## O0920002
          11.4            0        0.224            0  # 2001,J.Kuhnhenn          ## O0920002
         11.44         0.59      0.21928      0.02473  # 2002,S.Takacs+           ## D4106006
          11.5          0.3        0.229        0.026  # 2001,F.Szelecsenyi+      ## D4083003
         11.56         0.45        0.216        0.012  # 1985,P.Kopecky           ## A0333004
          11.6            0        0.216            0  # 2001,J.Kuhnhenn          ## O0920002
         11.68          0.4        0.214        0.012  # 1985,P.Kopecky           ## A0333004
          11.9          0.5       0.1993       0.0199  # 2006,F.S.Al-Saleh+       ## D0422004
            12         1.09        0.133       0.0073  # 1997,R.Michel+           ## O0276140
         12.12         0.45        0.195        0.016  # 2009,T.Siiskonen+        ## D0549004
         12.22          0.4        0.187        0.011  # 1985,P.Kopecky           ## A0333004
          12.6          0.5       0.1772       0.0177  # 2006,F.S.Al-Saleh+       ## D0422004
         12.74          0.4        0.165        0.011  # 1985,P.Kopecky           ## A0333004
          12.8            0         0.17            0  # 2001,J.Kuhnhenn          ## O0920002
         12.81         0.55      0.16931      0.01903  # 2002,S.Takacs+           ## D4106006
         12.85         0.45        0.161        0.008  # 1985,P.Kopecky           ## A0333004
          12.9          0.2        0.166        0.019  # 2001,F.Szelecsenyi+      ## D4083003
          12.9         1.05        0.137      0.00715  # 1997,R.Michel+           ## O0276140
          12.9         1.05        0.171       0.0126  # 1997,R.Michel+           ## O0276140
         13.25         1.51      0.18464        0.014  # 2016,E.Garrido+          ## O2315019
         13.39          0.4        0.134        0.011  # 2009,T.Siiskonen+        ## D0549004
          13.7          0.5       0.1285       0.0129  # 2006,F.S.Al-Saleh+       ## D0422004
         13.87            1       0.0936       0.0063  # 2006,E.Z.Buthelezi+      ## O1424004
            14            0        0.122            0  # 2001,J.Kuhnhenn          ## O0920002
         14.05         0.45        0.115        0.006  # 1985,P.Kopecky           ## A0333004
         14.09         0.52      0.11988      0.01349  # 2002,S.Takacs+           ## D4106006
          14.2          0.5       0.1094       0.0109  # 2006,F.S.Al-Saleh+       ## D0422004
          14.3          0.2        0.123        0.014  # 2001,F.Szelecsenyi+      ## D4083003
          14.3          0.5       0.1274       0.0081  # 2015,M.Shahid+           ## D7015003
          14.4         1.01        0.102      0.00533  # 1997,R.Michel+           ## O0276140
          14.5            0        0.102            0  # 2001,J.Kuhnhenn          ## O0920002
          14.7            0       0.0943            0  # 2001,J.Kuhnhenn          ## O0920002
         14.72         1.37       0.0933      0.01109  # 2016,E.Garrido+          ## O2315019
          14.8          0.5       0.0876       0.0088  # 2006,F.S.Al-Saleh+       ## D0422004
         14.84         0.35        0.086        0.007  # 2009,T.Siiskonen+        ## D0549004
          14.9         1.02       0.0763      0.00616  # 1997,R.Michel+           ## O0276140
          14.9            0       0.0882            0  # 2001,J.Kuhnhenn          ## O0920002
            15          0.5       0.0903        0.009  # 2006,F.S.Al-Saleh+       ## D0422004
            15         1.01       0.0595      0.00309  # 1997,R.Michel+           ## O0276140
            15         1.01       0.0595      0.00302  # 1997,R.Michel+           ## O0276140
          15.1            0       0.0814            0  # 2001,J.Kuhnhenn          ## O0920002
         15.18         0.45       0.0792       0.0048  # 1985,P.Kopecky           ## A0333004
          15.2            0       0.0792            0  # 2001,J.Kuhnhenn          ## O0920002
         15.28         0.48       0.0822      0.00926  # 2002,S.Takacs+           ## D4106006
         15.35         0.89      0.07653       0.0086  # 2002,S.Takacs+           ## D4106006
          15.4        0.991       0.0641      0.00369  # 1997,R.Michel+           ## O0276140
          15.4            0       0.0749            0  # 2001,J.Kuhnhenn          ## O0920002
          15.5          0.2       0.0763        0.009  # 2001,F.Szelecsenyi+      ## D4083003
          15.6          0.5       0.0748       0.0075  # 2006,F.S.Al-Saleh+       ## D0422004
          15.6          0.5       0.0688       0.0069  # 2006,F.S.Al-Saleh+       ## D0422004
          15.7          0.3       0.0999            0  # 1991,P.Jung              ## D4058046
          15.8        0.987       0.0465      0.00239  # 1997,R.Michel+           ## O0276140
          16.1          0.2       0.0631       0.0079  # 2001,F.Szelecsenyi+      ## D4083003
          16.1            0       0.0605            0  # 2001,J.Kuhnhenn          ## O0920002
         16.26         0.45        0.057       0.0035  # 1985,P.Kopecky           ## A0333004
          16.3            0        0.057            0  # 2001,J.Kuhnhenn          ## O0920002
         16.41         0.45      0.05788      0.00653  # 2002,S.Takacs+           ## D4106006
         16.45          0.3        0.055        0.005  # 2009,T.Siiskonen+        ## D0549004
          16.5          0.5       0.0545       0.0055  # 2006,F.S.Al-Saleh+       ## D0422004
          16.5          0.5       0.0548       0.0055  # 2006,F.S.Al-Saleh+       ## D0422004
          16.6          0.1       0.0577       0.0071  # 2001,F.Szelecsenyi+      ## D4083003
          16.7        0.968       0.0372      0.00192  # 1997,R.Michel+           ## O0276140
         16.72         0.83      0.05019      0.00564  # 2002,S.Takacs+           ## D4106006
         16.76            1       0.0402       0.0027  # 2006,E.Z.Buthelezi+      ## O1424004
          16.8        0.954       0.0401      0.00212  # 1997,R.Michel+           ## O0276140
          16.8            0       0.0492            0  # 2001,J.Kuhnhenn          ## O0920002
         16.81         1.25      0.06258      0.00499  # 2016,E.Garrido+          ## O2315019
            17          0.4       0.0463       0.0046  # 2006,F.S.Al-Saleh+       ## D0422004
         17.09         1.18      0.04397      0.00629  # 2016,E.Garrido+          ## O2315019
          17.2          0.1       0.0445       0.0053  # 2001,F.Szelecsenyi+      ## D4083003
         17.28         0.45        0.045        0.003  # 1985,P.Kopecky           ## A0333004
          17.3          0.4       0.0496       0.0032  # 2015,M.Shahid+           ## D7015003
          17.4        0.947       0.0312       0.0016  # 1997,R.Michel+           ## O0276140
          17.4        0.932       0.0393      0.00216  # 1997,R.Michel+           ## O0276140
         17.48         0.42       0.0425      0.00479  # 2002,S.Takacs+           ## D4106006
          17.5          0.4       0.0392       0.0039  # 2006,F.S.Al-Saleh+       ## D0422004
          17.5        0.966       0.0289      0.00154  # 1997,R.Michel+           ## O0276140
          17.7          0.1       0.0368       0.0048  # 2001,F.Szelecsenyi+      ## D4083003
          17.7            0       0.0381            0  # 2001,J.Kuhnhenn          ## O0920002
          17.9        0.937       0.0382      0.00274  # 1997,R.Michel+           ## O0276140
         18.01         0.77      0.03451      0.00388  # 2002,S.Takacs+           ## D4106006
          18.2         0.94       0.0261      0.00134  # 1997,R.Michel+           ## O0276140
         18.25         0.45       0.0304       0.0022  # 1985,P.Kopecky           ## A0333004
          18.3          0.4       0.0306       0.0031  # 2006,F.S.Al-Saleh+       ## D0422004
          18.3            0        0.032            0  # 2001,J.Kuhnhenn          ## O0920002
          18.4          0.4         0.03        0.003  # 2006,F.S.Al-Saleh+       ## D0422004
          18.5          0.4       0.0321       0.0032  # 2006,F.S.Al-Saleh+       ## D0422004
          18.5         0.93       0.0262      0.00155  # 1997,R.Michel+           ## O0276140
         18.51         0.39      0.03243      0.00366  # 2002,S.Takacs+           ## D4106006
          18.9          0.4       0.0273       0.0027  # 2006,F.S.Al-Saleh+       ## D0422004
            19            0       0.0267            0  # 2001,J.Kuhnhenn          ## O0920002
         19.13         1.13      0.02574      0.00358  # 2016,E.Garrido+          ## O2315019
         19.18         0.45       0.0247        0.002  # 1985,P.Kopecky           ## A0333004
         19.24         0.72      0.02539      0.00286  # 2002,S.Takacs+           ## D4106006
         19.31            1       0.0216       0.0015  # 2006,E.Z.Buthelezi+      ## O1424004
          19.4          0.4       0.0253       0.0025  # 2006,F.S.Al-Saleh+       ## D0422004
         19.49         0.37      0.02562      0.00288  # 2002,S.Takacs+           ## D4106006
          19.5        0.898       0.0201      0.00102  # 1997,R.Michel+           ## O0276140
          19.7        0.909       0.0203      0.00104  # 1997,R.Michel+           ## O0276140
          19.7            0       0.0224            0  # 2001,J.Kuhnhenn          ## O0920002
          19.9          0.4       0.0246       0.0016  # 2015,M.Shahid+           ## D7015003
            20        0.897       0.0207      0.00109  # 1997,R.Michel+           ## O0276140
            20            0       0.0214            0  # 2001,J.Kuhnhenn          ## O0920002
         20.08         0.45       0.0205       0.0016  # 1985,P.Kopecky           ## A0333004
          20.1        0.898       0.0236      0.00184  # 1997,R.Michel+           ## O0276140
          20.2          0.4       0.0219       0.0022  # 2006,F.S.Al-Saleh+       ## D0422004
          20.3          0.4       0.0222       0.0022  # 2006,F.S.Al-Saleh+       ## D0422004
          20.4         0.68      0.01994      0.00224  # 2002,S.Takacs+           ## D4106006
         20.44         0.34      0.02126       0.0024  # 2002,S.Takacs+           ## D4106006
          20.5        0.913       0.0165     0.000862  # 1997,R.Michel+           ## O0276140
          20.7        0.879       0.0166      0.00094  # 1997,R.Michel+           ## O0276140
          20.7            0       0.0186            0  # 2001,J.Kuhnhenn          ## O0920002
         20.96         0.45       0.0183       0.0015  # 1985,P.Kopecky           ## A0333004
          21.1          0.4       0.0184       0.0018  # 2006,F.S.Al-Saleh+       ## D0422004
          21.1        0.889       0.0161     0.000831  # 1997,R.Michel+           ## O0276140
          21.2        0.888       0.0159     0.000839  # 1997,R.Michel+           ## O0276140
          21.2            0       0.0167            0  # 2001,J.Kuhnhenn          ## O0920002
         21.35         0.32      0.01891      0.00215  # 2002,S.Takacs+           ## D4106006
          21.4          0.4       0.0226       0.0023  # 2006,F.S.Al-Saleh+       ## D0422004
          21.4            0       0.0162            0  # 2001,J.Kuhnhenn          ## O0920002
         21.52         0.63      0.01688       0.0019  # 2002,S.Takacs+           ## D4106006
          21.6        0.891       0.0165      0.00124  # 1997,R.Michel+           ## O0276140
         21.64            1       0.0155       0.0011  # 2006,E.Z.Buthelezi+      ## O1424004
          21.8          0.4        0.015       0.0015  # 2006,F.S.Al-Saleh+       ## D0422004
         21.81         0.45        0.016       0.0013  # 1985,P.Kopecky           ## A0333004
          21.9          0.4       0.0151       0.0015  # 2006,F.S.Al-Saleh+       ## D0422004
          22.2        0.875        0.017      0.00131  # 1997,R.Michel+           ## O0276140
         22.24          0.3      0.01652      0.00187  # 2002,S.Takacs+           ## D4106006
          22.3          0.3       0.0171       0.0011  # 2015,M.Shahid+           ## D7015003
          22.4        0.865       0.0141       0.0008  # 1997,R.Michel+           ## O0276140
          22.4        0.878       0.0137     0.000699  # 1997,R.Michel+           ## O0276140
          22.4            0       0.0142            0  # 2001,J.Kuhnhenn          ## O0920002
          22.5         3.43       0.0181      0.00185  # 1997,R.Michel+           ## O0276140
          22.6          0.4       0.0174       0.0017  # 2006,F.S.Al-Saleh+       ## D0422004
          22.6         0.59        0.015      0.00169  # 2002,S.Takacs+           ## D4106006
         22.63         0.45       0.0143       0.0011  # 1985,P.Kopecky           ## A0333004
          22.7          0.4       0.0134       0.0013  # 2006,F.S.Al-Saleh+       ## D0422004
          23.2        0.865       0.0123     0.000625  # 1997,R.Michel+           ## O0276140
         23.42         0.45       0.0131       0.0011  # 1985,P.Kopecky           ## A0333004
          23.6            0       0.0126            0  # 2001,J.Kuhnhenn          ## O0920002
         23.64         0.55      0.01363      0.00153  # 2002,S.Takacs+           ## D4106006
          23.7          0.4       0.0157       0.0016  # 2006,F.S.Al-Saleh+       ## D0422004
          23.7        0.852       0.0122     0.000655  # 1997,R.Michel+           ## O0276140
         23.78            1       0.0136      0.00091  # 2006,E.Z.Buthelezi+      ## O1424004
          23.8          0.2       0.0163            0  # 1991,P.Jung              ## D4058046
          24.1          0.4       0.0139       0.0014  # 2006,F.S.Al-Saleh+       ## D0422004
          24.2         0.45       0.0118       0.0009  # 1985,P.Kopecky           ## A0333004
          24.2        0.832       0.0117     0.000608  # 1997,R.Michel+           ## O0276140
          24.3          0.4       0.0145       0.0015  # 2006,F.S.Al-Saleh+       ## D0422004
          24.5          0.3       0.0139       0.0009  # 2015,M.Shahid+           ## D7015003
          24.6        0.837       0.0116     0.000608  # 1997,R.Michel+           ## O0276140
         24.64         0.52      0.01272      0.00143  # 2002,S.Takacs+           ## D4106006
         24.72         0.81      0.01298      0.00185  # 2016,E.Garrido+          ## O2315019
         24.96         0.45       0.0112       0.0009  # 1985,P.Kopecky           ## A0333004
            25            0       0.0112            0  # 2001,J.Kuhnhenn          ## O0920002
          25.2          0.4       0.0115       0.0012  # 2006,F.S.Al-Saleh+       ## D0422004
          25.3        0.829       0.0107     0.000553  # 1997,R.Michel+           ## O0276140
          25.6        0.834       0.0103     0.000533  # 1997,R.Michel+           ## O0276140
         25.62         0.48      0.01207      0.00136  # 2002,S.Takacs+           ## D4106006
         25.71         0.45       0.0105       0.0009  # 1985,P.Kopecky           ## A0333004
          25.8        0.829       0.0113     0.000828  # 1997,R.Michel+           ## O0276140
          25.9        0.822       0.0102     0.000566  # 1997,R.Michel+           ## O0276140
          26.2          0.4       0.0112       0.0011  # 2006,F.S.Al-Saleh+       ## D0422004
          26.3          0.4       0.0092       0.0009  # 2006,F.S.Al-Saleh+       ## D0422004
          26.4            0       0.0103            0  # 2001,J.Kuhnhenn          ## O0920002
         26.43         0.45       0.0103       0.0008  # 1985,P.Kopecky           ## A0333004
         26.56         0.45      0.01113      0.00125  # 2002,S.Takacs+           ## D4106006
          26.6          0.3       0.0124       0.0008  # 2015,M.Shahid+           ## D7015003
          26.7        0.802       0.0103     0.000555  # 1997,R.Michel+           ## O0276140
          26.8        0.803      0.00955     0.000502  # 1997,R.Michel+           ## O0276140
        26.984            0       0.0118       0.0013  # 2004,M.S.Uddin+          ## E1894004
            27        0.821       0.0102     0.000775  # 1997,R.Michel+           ## O0276140
         27.15         0.45      0.00983      0.00079  # 1985,P.Kopecky           ## A0333004
          27.2        0.801       0.0102     0.000765  # 1997,R.Michel+           ## O0276140
          27.3        0.793      0.00961     0.000526  # 1997,R.Michel+           ## O0276140
          27.4          0.4       0.0092       0.0009  # 2006,F.S.Al-Saleh+       ## D0422004
         27.48         0.42      0.01097      0.00124  # 2002,S.Takacs+           ## D4106006
         27.51            1       0.0104       0.0007  # 2006,E.Z.Buthelezi+      ## O1424004
          27.8        0.803      0.00955     0.000489  # 1997,R.Michel+           ## O0276140
         27.85         0.45       0.0095      0.00077  # 1985,P.Kopecky           ## A0333004
          27.9          0.8      0.00933     0.000477  # 1997,R.Michel+           ## O0276140
          28.1        0.793      0.00944       0.0005  # 1997,R.Michel+           ## O0276140
         28.38         0.39      0.01038      0.00117  # 2002,S.Takacs+           ## D4106006
          28.5          0.3       0.0108       0.0007  # 2015,M.Shahid+           ## D7015003
         28.52         0.45      0.00897      0.00072  # 1985,P.Kopecky           ## A0333004
          28.6        0.786      0.00924     0.000514  # 1997,R.Michel+           ## O0276140
          29.2         0.45      0.00885      0.00073  # 1985,P.Kopecky           ## A0333004
          29.2         0.78      0.00943     0.000777  # 1997,R.Michel+           ## O0276140
          29.2            0      0.00885            0  # 2001,J.Kuhnhenn          ## O0920002
         29.26         0.37      0.01011      0.00114  # 2002,S.Takacs+           ## D4106006
         29.48          0.6      0.01062      0.00145  # 2016,E.Garrido+          ## O2315019
         29.86         0.45      0.00857      0.00069  # 1985,P.Kopecky           ## A0333004
          30.1        0.763      0.00841     0.000443  # 1997,R.Michel+           ## O0276140
          30.1         0.78      0.00851     0.000433  # 1997,R.Michel+           ## O0276140
         30.12         0.34      0.00955      0.00108  # 2002,S.Takacs+           ## D4106006
          30.2        0.774      0.00853     0.000438  # 1997,R.Michel+           ## O0276140
          30.2            0      0.00849            0  # 2001,J.Kuhnhenn          ## O0920002
          30.4          0.3       0.0104       0.0007  # 2015,M.Shahid+           ## D7015003
          30.4        0.761       0.0083     0.000473  # 1997,R.Michel+           ## O0276140
         30.51         0.45      0.00829      0.00068  # 1985,P.Kopecky           ## A0333004
         30.88            1      0.00886      0.00059  # 2006,E.Z.Buthelezi+      ## O1424004
         30.96         0.32      0.00917      0.00103  # 2002,S.Takacs+           ## D4106006
         31.15         0.45      0.00814      0.00063  # 1985,P.Kopecky           ## A0333004
          31.7        0.762      0.00814     0.000603  # 1997,R.Michel+           ## O0276140
         31.78         0.45      0.00798      0.00064  # 1985,P.Kopecky           ## A0333004
         31.78          0.3      0.00892        0.001  # 2002,S.Takacs+           ## D4106006
          31.9         1.31       0.0089     0.000696  # 1997,R.Michel+           ## O0276140
          32.2          0.3       0.0093       0.0006  # 2015,M.Shahid+           ## D7015003
          32.2        0.758      0.00785     0.000423  # 1997,R.Michel+           ## O0276140
          32.2         0.74      0.00788     0.000436  # 1997,R.Michel+           ## O0276140
          32.4         0.45      0.00778      0.00063  # 1985,P.Kopecky           ## A0333004
          32.5        0.745      0.00784     0.000402  # 1997,R.Michel+           ## O0276140
          32.5            0      0.00781            0  # 2001,J.Kuhnhenn          ## O0920002
          32.7        0.736      0.00765     0.000398  # 1997,R.Michel+           ## O0276140
          32.8        0.728      0.00775     0.000406  # 1997,R.Michel+           ## O0276140
            33        0.742      0.00776     0.000596  # 1997,R.Michel+           ## O0276140
          33.4        0.729      0.00757       0.0004  # 1997,R.Michel+           ## O0276140
          33.7        0.728      0.00749     0.000566  # 1997,R.Michel+           ## O0276140
          33.9          0.2       0.0092       0.0006  # 2015,M.Shahid+           ## D7015003
          33.9        0.723      0.00743     0.000411  # 1997,R.Michel+           ## O0276140
         34.53            1      0.00776      0.00052  # 2006,E.Z.Buthelezi+      ## O1424004
          34.6        0.939      0.00756     0.000397  # 1997,R.Michel+           ## O0276140
          34.7        0.715      0.00713     0.000369  # 1997,R.Michel+           ## O0276140
          34.7            0      0.00713            0  # 2001,J.Kuhnhenn          ## O0920002
          34.8        0.719      0.00705     0.000361  # 1997,R.Michel+           ## O0276140
            35          1.3      0.00801     0.000609  # 1997,R.Michel+           ## O0276140
          35.2         0.71      0.00709     0.000375  # 1997,R.Michel+           ## O0276140
          35.5          0.2       0.0088       0.0006  # 2015,M.Shahid+           ## D7015003
          35.9        0.705      0.00718     0.000565  # 1997,R.Michel+           ## O0276140
          36.2        0.694       0.0068     0.000379  # 1997,R.Michel+           ## O0276140
         36.37         1.06      0.00731      0.00094  # 2016,E.Garrido+          ## O2315019
          36.6        0.696      0.00689     0.000532  # 1997,R.Michel+           ## O0276140
          36.7        0.701      0.00676     0.000346  # 1997,R.Michel+           ## O0276140
          36.7        0.689      0.00673     0.000347  # 1997,R.Michel+           ## O0276140
          36.7            0       0.0067            0  # 2001,J.Kuhnhenn          ## O0920002
          36.8         2.13      0.00708     0.000721  # 1997,R.Michel+           ## O0276140
          36.9        0.685      0.00655     0.000397  # 1997,R.Michel+           ## O0276140
          37.1          0.2       0.0087       0.0006  # 2015,M.Shahid+           ## D7015003
          37.4        0.676      0.00666     0.000354  # 1997,R.Michel+           ## O0276140
          37.4        0.934      0.00716     0.000373  # 1997,R.Michel+           ## O0276140
          37.5         1.27      0.00712     0.000538  # 1997,R.Michel+           ## O0276140
          37.8        0.675      0.00656     0.000344  # 1997,R.Michel+           ## O0276140
         37.88            1      0.00763      0.00051  # 2006,E.Z.Buthelezi+      ## O1424004
          38.5         0.66      0.00629     0.000324  # 1997,R.Michel+           ## O0276140
          38.5        0.669      0.00625     0.000346  # 1997,R.Michel+           ## O0276140
          38.6        0.665      0.00636     0.000365  # 1997,R.Michel+           ## O0276140
          38.6        0.667       0.0065     0.000544  # 1997,R.Michel+           ## O0276140
          38.7          0.2       0.0085       0.0006  # 2015,M.Shahid+           ## D7015003
          38.7        0.671      0.00623     0.000319  # 1997,R.Michel+           ## O0276140
          38.7            0       0.0062            0  # 2001,J.Kuhnhenn          ## O0920002
          38.8        0.907      0.00664     0.000351  # 1997,R.Michel+           ## O0276140
          38.9         1.27      0.00715     0.000564  # 1997,R.Michel+           ## O0276140
          39.2        0.654      0.00622     0.000466  # 1997,R.Michel+           ## O0276140
        39.213            0      0.00761       0.0008  # 2004,M.S.Uddin+          ## E1894004
          39.3        0.653      0.00619     0.000351  # 1997,R.Michel+           ## O0276140
          39.4        0.906      0.00653     0.000334  # 1997,R.Michel+           ## O0276140
          39.5         1.26      0.00671     0.000485  # 1997,R.Michel+           ## O0276140
          39.6        0.933      0.00669     0.000359  # 1997,R.Michel+           ## O0276140
          40.1          0.2       0.0074       0.0005  # 2015,M.Shahid+           ## D7015003
          40.2        0.643      0.00592     0.000378  # 1997,R.Michel+           ## O0276140
          40.3        0.647      0.00596     0.000312  # 1997,R.Michel+           ## O0276140
          40.4        0.904      0.00653     0.000335  # 1997,R.Michel+           ## O0276140
          40.4        0.645      0.00606     0.000445  # 1997,R.Michel+           ## O0276140
         40.45         0.83      0.00673      0.00103  # 2016,E.Garrido+          ## O2315019
          40.5         1.25      0.00639     0.000494  # 1997,R.Michel+           ## O0276140
          40.6        0.641      0.00594     0.000305  # 1997,R.Michel+           ## O0276140
          40.7        0.634      0.00585     0.000322  # 1997,R.Michel+           ## O0276140
          41.1        0.631      0.00581     0.000446  # 1997,R.Michel+           ## O0276140
          41.6          0.2       0.0068       0.0005  # 2015,M.Shahid+           ## D7015003
          41.6          0.9      0.00616      0.00032  # 1997,R.Michel+           ## O0276140
          41.7        0.621      0.00564     0.000341  # 1997,R.Michel+           ## O0276140
          41.9         1.25      0.00638     0.000489  # 1997,R.Michel+           ## O0276140
            42        0.618      0.00557     0.000307  # 1997,R.Michel+           ## O0276140
          42.4        0.606      0.00561     0.000299  # 1997,R.Michel+           ## O0276140
          42.4        0.609      0.00558     0.000286  # 1997,R.Michel+           ## O0276140
          42.4            0      0.00556            0  # 2001,J.Kuhnhenn          ## O0920002
            43          0.2       0.0073       0.0005  # 2015,M.Shahid+           ## D7015003
          43.3         1.23      0.00587     0.000445  # 1997,R.Michel+           ## O0276140
          43.5         1.24      0.00629     0.000476  # 1997,R.Michel+           ## O0276140
          43.6        0.883        0.006     0.000312  # 1997,R.Michel+           ## O0276140
          43.7        0.887      0.00598     0.000305  # 1997,R.Michel+           ## O0276140
          44.1        0.577      0.00542     0.000415  # 1997,R.Michel+           ## O0276140
          44.2        0.576      0.00519     0.000266  # 1997,R.Michel+           ## O0276140
          44.2        0.574       0.0052     0.000288  # 1997,R.Michel+           ## O0276140
          44.2        0.894      0.00585     0.000301  # 1997,R.Michel+           ## O0276140
          44.2        0.574      0.00525      0.00028  # 1997,R.Michel+           ## O0276140
