#ZVView-data-copy:   3-Mar-2018 00:16:45
#=======================================
#
#name:   13-AL-27(P,X)11-NA-22,CUM,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  185
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
            50            0       0.0391       0.0037  # 1996,J.M.Sisterson+      ## C0196006
            50            0         0.04        0.002  # 1962,H.Gauvin+           ## C0394005
         50.25         0.15      0.03388            0  # 1973,K.Miyano            ## E0057002
         50.58         0.15       0.0345     0.002624  # 1973,K.Miyano            ## E0057002
         50.64            0       0.0311       0.0013  # 1979,P.Pulfer            ## D0053004
         50.83            0     0.040122    0.0019336  # 1962,C.Brun+             ## D0128004
         50.96         0.15      0.03188            0  # 1973,K.Miyano            ## E0057002
         51.34         0.15      0.03218            0  # 1973,K.Miyano            ## E0057002
          51.5            1      0.03513      0.00213  # 1990,G.F.Steyn+          ## A0497002
         51.76         0.15      0.03334            0  # 1973,K.Miyano            ## E0057002
          53.5            1      0.03305        0.002  # 1990,G.F.Steyn+          ## A0497002
         53.78            1       0.0324        0.002  # 2006,E.Z.Buthelezi+      ## O1424002
         54.19            0       0.0282       0.0013  # 1979,P.Pulfer            ## D0053004
          54.4            0       0.0286       0.0012  # 1979,P.Pulfer            ## D0053004
         54.43            0       0.0287       0.0012  # 1979,P.Pulfer            ## D0053004
          54.8            0       0.0274       0.0012  # 1979,P.Pulfer            ## D0053004
        55.306            0     0.036779    0.0016787  # 1962,C.Brun+             ## D0128004
          55.4            1      0.03055      0.00185  # 1990,G.F.Steyn+          ## A0497002
          57.2            1      0.02825      0.00171  # 1990,G.F.Steyn+          ## A0497002
         57.62            1       0.0282       0.0018  # 2006,E.Z.Buthelezi+      ## O1424002
         58.96            0       0.0237       0.0011  # 1979,P.Pulfer            ## D0053004
            59            1      0.02695      0.00163  # 1990,G.F.Steyn+          ## A0497002
         59.02            0        0.022       0.0009  # 1979,P.Pulfer            ## D0053004
         59.43            0       0.0226        0.001  # 1979,P.Pulfer            ## D0053004
            60            0       0.0269       0.0027  # 1996,J.M.Sisterson+      ## C0196006
            60            0        0.036        0.002  # 1962,H.Gauvin+           ## C0394005
        60.458            0      0.03755     0.001975  # 1962,C.Brun+             ## D0128004
        60.514            0     0.036079     0.001804  # 1962,C.Brun+             ## D0128004
        60.589            0     0.035154     0.001807  # 1962,C.Brun+             ## D0128004
          60.7            1      0.02593      0.00157  # 1990,G.F.Steyn+          ## A0497002
         61.28            1       0.0252       0.0015  # 2006,E.Z.Buthelezi+      ## O1424002
          62.4            1      0.02491      0.00151  # 1990,G.F.Steyn+          ## A0497002
          64.1            1       0.0238      0.00144  # 1990,G.F.Steyn+          ## A0497002
         64.78            1       0.0235       0.0013  # 2006,E.Z.Buthelezi+      ## O1424002
        65.395            0     0.032062    0.0030258  # 1962,C.Brun+             ## D0128004
          65.7            1      0.02304      0.00139  # 1990,G.F.Steyn+          ## A0497002
            66          0.6      0.02441      0.00128  # 2011,Yu.E.Titarenko+     ## A0902002
            66          0.6      0.02441      0.00128  # 2011,Yu.E.Titarenko+     ## A0902002
            66          0.6      0.02685      0.00151  # 2011,Yu.E.Titarenko+     ## A0902002
            66          0.6      0.02685      0.00151  # 2011,Yu.E.Titarenko+     ## A0902002
            66          0.6      0.02487      0.00144  # 2011,Yu.E.Titarenko+     ## A0902002
            66          0.6      0.02487      0.00144  # 2011,Yu.E.Titarenko+     ## A0902002
            66          0.6       0.0267      0.00139  # 2011,Yu.E.Titarenko+     ## A0902002
            66          0.6      0.02449      0.00139  # 2011,Yu.E.Titarenko+     ## A0902002
            66          0.6      0.02738      0.00158  # 2011,Yu.E.Titarenko+     ## A0902002
            66          0.6      0.02502      0.00139  # 2011,Yu.E.Titarenko+     ## A0902002
            66          0.6       0.0265      0.00177  # 2011,Yu.E.Titarenko+     ## A0902002
            66          0.6      0.02571      0.00175  # 2011,Yu.E.Titarenko+     ## A0902002
         66.47            1       0.0224       0.0015  # 2006,E.Z.Buthelezi+      ## O1424002
            67            1      0.02269      0.00141  # 1990,G.F.Steyn+          ## A0497002
          69.7            1      0.02192      0.00136  # 1990,G.F.Steyn+          ## A0497002
         69.79            1       0.0202       0.0014  # 2006,E.Z.Buthelezi+      ## O1424002
            70            0        0.028       0.0015  # 1962,H.Gauvin+           ## C0394005
         70.58            0       0.0209        0.001  # 1979,P.Pulfer            ## D0053004
         70.63            0       0.0201       0.0009  # 1979,P.Pulfer            ## D0053004
         70.64            0       0.0203       0.0009  # 1979,P.Pulfer            ## D0053004
         70.87            0       0.0204        0.001  # 1979,P.Pulfer            ## D0053004
         71.02            0       0.0204       0.0009  # 1979,P.Pulfer            ## D0053004
          72.3            1      0.02169      0.00134  # 1990,G.F.Steyn+          ## A0497002
         73.73            1       0.0209       0.0014  # 2006,E.Z.Buthelezi+      ## O1424002
          74.8            1      0.02033      0.00125  # 1990,G.F.Steyn+          ## A0497002
        75.288            0     0.024782    0.0012391  # 1962,C.Brun+             ## D0128004
        75.328            0     0.025959    0.0012603  # 1962,C.Brun+             ## D0128004
          77.3            1       0.0203      0.00125  # 1990,G.F.Steyn+          ## A0497002
         78.21            1       0.0202       0.0013  # 2006,E.Z.Buthelezi+      ## O1424002
          79.7            1      0.02019      0.00124  # 1990,G.F.Steyn+          ## A0497002
            80            0        0.024       0.0015  # 1962,H.Gauvin+           ## C0394005
         80.06            0     0.023833    0.0011917  # 1962,C.Brun+             ## D0128004
        80.107            0     0.022068    0.0011034  # 1962,C.Brun+             ## D0128004
        80.145            0     0.023202    0.0014289  # 1962,C.Brun+             ## D0128004
          82.1            1         0.02      0.00122  # 1990,G.F.Steyn+          ## A0497002
         82.51            1       0.0197       0.0012  # 2006,E.Z.Buthelezi+      ## O1424002
          84.4            1      0.02071      0.00126  # 1990,G.F.Steyn+          ## A0497002
            85            0        0.022        0.001  # 1962,H.Gauvin+           ## C0394005
          86.6            1      0.01987      0.00121  # 1990,G.F.Steyn+          ## A0497002
         86.66            1       0.0194       0.0012  # 2006,E.Z.Buthelezi+      ## O1424002
          88.8            1         0.02      0.00122  # 1990,G.F.Steyn+          ## A0497002
            90            0        0.022        0.001  # 1962,H.Gauvin+           ## C0394005
         90.66            1       0.0191       0.0011  # 2006,E.Z.Buthelezi+      ## O1424002
            91            1      0.01987      0.00121  # 1990,G.F.Steyn+          ## A0497002
          93.2            1      0.01979       0.0012  # 1990,G.F.Steyn+          ## A0497002
         95.13            1       0.0186       0.0011  # 2006,E.Z.Buthelezi+      ## O1424002
          95.6            1      0.01981      0.00125  # 1990,G.F.Steyn+          ## A0497002
          97.2          0.4      0.01948       0.0009  # 2011,Yu.E.Titarenko+     ## A0902002
          97.2          0.4      0.01948       0.0009  # 2011,Yu.E.Titarenko+     ## A0902002
          97.2          0.4      0.02141       0.0012  # 2011,Yu.E.Titarenko+     ## A0902002
          97.2          0.4      0.02141       0.0012  # 2011,Yu.E.Titarenko+     ## A0902002
          97.2          0.4      0.01973      0.00093  # 2011,Yu.E.Titarenko+     ## A0902002
          97.2          0.4      0.01973      0.00093  # 2011,Yu.E.Titarenko+     ## A0902002
          97.2          0.4      0.02215      0.00108  # 2011,Yu.E.Titarenko+     ## A0902002
          97.2          0.4      0.01892      0.00127  # 2011,Yu.E.Titarenko+     ## A0902002
          97.2          0.4      0.02333       0.0013  # 2011,Yu.E.Titarenko+     ## A0902002
          97.2          0.4      0.02062      0.00112  # 2011,Yu.E.Titarenko+     ## A0902002
          97.2          0.4      0.02219      0.00129  # 2011,Yu.E.Titarenko+     ## A0902002
          97.2          0.4      0.01934       0.0011  # 2011,Yu.E.Titarenko+     ## A0902002
         99.46            1       0.0183       0.0011  # 2006,E.Z.Buthelezi+      ## O1424002
           100            0       0.0215        0.001  # 1962,H.Gauvin+           ## C0394005
        100.22            0     0.023138    0.0011569  # 1962,C.Brun+             ## D0128004
        100.23            0     0.020574    0.0010287  # 1962,C.Brun+             ## D0128004
        100.27            0     0.021667    0.0010834  # 1962,C.Brun+             ## D0128004
        100.29            0     0.022255     0.001975  # 1962,C.Brun+             ## D0128004
         101.4            1      0.01966      0.00123  # 1990,G.F.Steyn+          ## A0497002
           107            1      0.01907      0.00119  # 1990,G.F.Steyn+          ## A0497002
           110            0         0.02        0.001  # 1962,H.Gauvin+           ## C0394005
         113.7            1      0.01877      0.00117  # 1990,G.F.Steyn+          ## A0497002
         119.4            1      0.01808      0.00113  # 1990,G.F.Steyn+          ## A0497002
           120            0        0.019        0.001  # 1962,H.Gauvin+           ## C0394005
        120.05            0     0.019461    0.0016389  # 1962,C.Brun+             ## D0128004
        120.07            0     0.019881    0.0012188  # 1962,C.Brun+             ## D0128004
        120.14            0      0.01883    0.0009415  # 1962,C.Brun+             ## D0128004
        120.22            0     0.017947   0.00089735  # 1962,C.Brun+             ## D0128004
         121.5            1      0.01815      0.00132  # 1990,G.F.Steyn+          ## A0497002
         126.3            1      0.01797      0.00128  # 1990,G.F.Steyn+          ## A0497002
           130            0        0.019        0.001  # 1962,H.Gauvin+           ## C0394005
         131.4            1      0.01771      0.00125  # 1990,G.F.Steyn+          ## A0497002
         136.4            1      0.01772      0.00123  # 1990,G.F.Steyn+          ## A0497002
         141.3            1      0.01719      0.00117  # 1990,G.F.Steyn+          ## A0497002
           146            1       0.0173      0.00116  # 1990,G.F.Steyn+          ## A0497002
         147.6          0.4      0.01622      0.00079  # 2011,Yu.E.Titarenko+     ## A0902002
         147.6          0.4      0.01622      0.00079  # 2011,Yu.E.Titarenko+     ## A0902002
         147.6          0.4      0.01782      0.00098  # 2011,Yu.E.Titarenko+     ## A0902002
         147.6          0.4      0.01782      0.00098  # 2011,Yu.E.Titarenko+     ## A0902002
         147.6          0.4       0.0194      0.00091  # 2011,Yu.E.Titarenko+     ## A0902002
         147.6          0.4       0.0194      0.00091  # 2011,Yu.E.Titarenko+     ## A0902002
         147.6          0.4      0.01801      0.00107  # 2011,Yu.E.Titarenko+     ## A0902002
         147.6          0.4       0.0165      0.00089  # 2011,Yu.E.Titarenko+     ## A0902002
         147.6          0.4      0.01962      0.00111  # 2011,Yu.E.Titarenko+     ## A0902002
         147.6          0.4      0.01699      0.00113  # 2011,Yu.E.Titarenko+     ## A0902002
         147.6          0.4      0.02026      0.00141  # 2011,Yu.E.Titarenko+     ## A0902002
         147.6          0.4      0.01828      0.00121  # 2011,Yu.E.Titarenko+     ## A0902002
           150            0        0.018        0.001  # 1962,H.Gauvin+           ## C0394005
        150.13            0     0.018587   0.00092935  # 1962,C.Brun+             ## D0128004
        150.15            0     0.019217   0.00096085  # 1962,C.Brun+             ## D0128004
        150.16            0     0.016318    0.0008159  # 1962,C.Brun+             ## D0128004
        150.18            0     0.016738    0.0008369  # 1962,C.Brun+             ## D0128004
         150.3            0     0.017368    0.0008684  # 1962,C.Brun+             ## D0128004
         151.8            1      0.01703      0.00113  # 1990,G.F.Steyn+          ## A0497002
        155.39            0     0.019316    0.0009658  # 1962,C.Brun+             ## D0128004
        155.41            0     0.016753   0.00083765  # 1962,C.Brun+             ## D0128004
        155.43            0     0.017425   0.00087125  # 1962,C.Brun+             ## D0128004
         155.5            0     0.016332    0.0008166  # 1962,C.Brun+             ## D0128004
         157.2            1      0.01685       0.0011  # 1990,G.F.Steyn+          ## A0497002
         163.2            1       0.0169      0.00109  # 1990,G.F.Steyn+          ## A0497002
         169.1            1      0.01667      0.00107  # 1990,G.F.Steyn+          ## A0497002
         174.3            1      0.01634      0.00103  # 1990,G.F.Steyn+          ## A0497002
           181            1      0.01605        0.001  # 1990,G.F.Steyn+          ## A0497002
         187.5            1      0.01575      0.00097  # 1990,G.F.Steyn+          ## A0497002
         193.3            1      0.01522      0.00093  # 1990,G.F.Steyn+          ## A0497002
         199.6            1      0.01496      0.00092  # 1990,G.F.Steyn+          ## A0497002
           249            1      0.01587      0.00109  # 2011,Yu.E.Titarenko+     ## A0902002
           249            1      0.01587      0.00109  # 2011,Yu.E.Titarenko+     ## A0902002
           249            1      0.01812      0.00136  # 2011,Yu.E.Titarenko+     ## A0902002
           249            1      0.01812      0.00136  # 2011,Yu.E.Titarenko+     ## A0902002
           249            1      0.01585      0.00086  # 2011,Yu.E.Titarenko+     ## A0902002
           249            1      0.01585      0.00086  # 2011,Yu.E.Titarenko+     ## A0902002
           249            1      0.01708      0.00093  # 2011,Yu.E.Titarenko+     ## A0902002
           249            1      0.01516      0.00081  # 2011,Yu.E.Titarenko+     ## A0902002
           249            1      0.01914      0.00152  # 2011,Yu.E.Titarenko+     ## A0902002
           249            1      0.01705       0.0014  # 2011,Yu.E.Titarenko+     ## A0902002
           249            1      0.01809      0.00106  # 2011,Yu.E.Titarenko+     ## A0902002
           249            1      0.01558      0.00113  # 2011,Yu.E.Titarenko+     ## A0902002
           400            2      0.01461      0.00072  # 2011,Yu.E.Titarenko+     ## A0902002
           400            2      0.01461      0.00072  # 2011,Yu.E.Titarenko+     ## A0902002
           400            2      0.01802      0.00093  # 2011,Yu.E.Titarenko+     ## A0902002
           400            2      0.01802      0.00093  # 2011,Yu.E.Titarenko+     ## A0902002
           400            2      0.01915      0.00167  # 2011,Yu.E.Titarenko+     ## A0902002
           400            2      0.01915      0.00167  # 2011,Yu.E.Titarenko+     ## A0902002
           400            2      0.01689      0.00115  # 2011,Yu.E.Titarenko+     ## A0902002
           400            2      0.01413      0.00105  # 2011,Yu.E.Titarenko+     ## A0902002
           400            2      0.01841      0.00147  # 2011,Yu.E.Titarenko+     ## A0902002
           400            2      0.01601      0.00131  # 2011,Yu.E.Titarenko+     ## A0902002
           400            2      0.01684       0.0012  # 2011,Yu.E.Titarenko+     ## A0902002
           400            2      0.01606      0.00116  # 2011,Yu.E.Titarenko+     ## A0902002
           600            2      0.01611      0.00078  # 2011,Yu.E.Titarenko+     ## A0902002
           600            2      0.01611      0.00078  # 2011,Yu.E.Titarenko+     ## A0902002
           600            2       0.0159      0.00099  # 2011,Yu.E.Titarenko+     ## A0902002
           600            2       0.0159      0.00099  # 2011,Yu.E.Titarenko+     ## A0902002
           600            2      0.01541      0.00076  # 2011,Yu.E.Titarenko+     ## A0902002
           600            2      0.01541      0.00076  # 2011,Yu.E.Titarenko+     ## A0902002
           600            2      0.01826      0.00109  # 2011,Yu.E.Titarenko+     ## A0902002
           600            2       0.0161      0.00098  # 2011,Yu.E.Titarenko+     ## A0902002
           600            2      0.01791      0.00101  # 2011,Yu.E.Titarenko+     ## A0902002
           600            2      0.01419       0.0011  # 2011,Yu.E.Titarenko+     ## A0902002
           600            2      0.01867      0.00114  # 2011,Yu.E.Titarenko+     ## A0902002
           600            2       0.0149      0.00092  # 2011,Yu.E.Titarenko+     ## A0902002
           799            2      0.01349      0.00068  # 2011,Yu.E.Titarenko+     ## A0902002
           799            2      0.01349      0.00068  # 2011,Yu.E.Titarenko+     ## A0902002
           799            2      0.01485      0.00075  # 2011,Yu.E.Titarenko+     ## A0902002
           799            2      0.01485      0.00075  # 2011,Yu.E.Titarenko+     ## A0902002
           799            2      0.01632      0.00092  # 2011,Yu.E.Titarenko+     ## A0902002
           799            2      0.01632      0.00092  # 2011,Yu.E.Titarenko+     ## A0902002
           799            2      0.01664        0.001  # 2011,Yu.E.Titarenko+     ## A0902002
           799            2        0.014      0.00071  # 2011,Yu.E.Titarenko+     ## A0902002
           799            2      0.01737      0.00102  # 2011,Yu.E.Titarenko+     ## A0902002
           799            2      0.01499      0.00083  # 2011,Yu.E.Titarenko+     ## A0902002
           799            2      0.01822      0.00105  # 2011,Yu.E.Titarenko+     ## A0902002
           799            2      0.01575       0.0012  # 2011,Yu.E.Titarenko+     ## A0902002
          1199            3      0.01311      0.00083  # 2011,Yu.E.Titarenko+     ## A0902002
          1199            3      0.01311      0.00083  # 2011,Yu.E.Titarenko+     ## A0902002
          1199            3      0.01276      0.00069  # 2011,Yu.E.Titarenko+     ## A0902002
          1199            3      0.01276      0.00069  # 2011,Yu.E.Titarenko+     ## A0902002
          1199            3      0.01335      0.00067  # 2011,Yu.E.Titarenko+     ## A0902002
          1199            3      0.01335      0.00067  # 2011,Yu.E.Titarenko+     ## A0902002
          1199            3      0.01581      0.00088  # 2011,Yu.E.Titarenko+     ## A0902002
          1199            3      0.01441      0.00073  # 2011,Yu.E.Titarenko+     ## A0902002
          1199            3      0.01538      0.00079  # 2011,Yu.E.Titarenko+     ## A0902002
          1199            3      0.01299      0.00064  # 2011,Yu.E.Titarenko+     ## A0902002
          1199            3      0.01537      0.00079  # 2011,Yu.E.Titarenko+     ## A0902002
          1199            3      0.01344       0.0007  # 2011,Yu.E.Titarenko+     ## A0902002
          1598            4      0.01176      0.00062  # 2011,Yu.E.Titarenko+     ## A0902002
          1598            4      0.01225      0.00065  # 2011,Yu.E.Titarenko+     ## A0902002
          1598            4       0.0117      0.00077  # 2011,Yu.E.Titarenko+     ## A0902002
          1598            4      0.01225      0.00104  # 2011,Yu.E.Titarenko+     ## A0902002
          1598            4      0.01119       0.0008  # 2011,Yu.E.Titarenko+     ## A0902002
          1598            4        0.012      0.00062  # 2011,Yu.E.Titarenko+     ## A0902002
          1598            4      0.01315      0.00069  # 2011,Yu.E.Titarenko+     ## A0902002
          1598            4      0.01275      0.00059  # 2011,Yu.E.Titarenko+     ## A0902002
          1598            4      0.01342      0.00066  # 2011,Yu.E.Titarenko+     ## A0902002
          1598            4      0.01304      0.00064  # 2011,Yu.E.Titarenko+     ## A0902002
          1598            4      0.01276      0.00063  # 2011,Yu.E.Titarenko+     ## A0902002
          1598            4      0.01388      0.00068  # 2011,Yu.E.Titarenko+     ## A0902002
          2605            8      0.01061      0.00053  # 2011,Yu.E.Titarenko+     ## A0902002
          2605            8      0.01055      0.00085  # 2011,Yu.E.Titarenko+     ## A0902002
          2605            8      0.01101      0.00056  # 2011,Yu.E.Titarenko+     ## A0902002
          2605            8      0.01112      0.00125  # 2011,Yu.E.Titarenko+     ## A0902002
          2605            8         0.01      0.00087  # 2011,Yu.E.Titarenko+     ## A0902002
          2605            8      0.01052      0.00057  # 2011,Yu.E.Titarenko+     ## A0902002
          2605            8      0.01098      0.00058  # 2011,Yu.E.Titarenko+     ## A0902002
          2605            8      0.01085      0.00053  # 2011,Yu.E.Titarenko+     ## A0902002
          2605            8      0.01172      0.00058  # 2011,Yu.E.Titarenko+     ## A0902002
          2605            8      0.01188      0.00059  # 2011,Yu.E.Titarenko+     ## A0902002
          2605            8      0.01223      0.00062  # 2011,Yu.E.Titarenko+     ## A0902002
          2605            8      0.01213      0.00059  # 2011,Yu.E.Titarenko+     ## A0902002
//
#-------------------------------------------------------------------------------
#
#name:   13-AL-27(P,X)11-NA-22,,SIG,,AV
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  12
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          40.8          0.8      0.03891      0.00196  # 2011,Yu.E.Titarenko+     ## A0902003
          44.6          0.3      0.04176       0.0023  # 2011,Yu.E.Titarenko+     ## A0902003
            66          0.6      0.02575       0.0012  # 2011,Yu.E.Titarenko+     ## A0902003
          97.2          0.4      0.02044        0.001  # 2011,Yu.E.Titarenko+     ## A0902003
         147.6          0.4      0.01799      0.00095  # 2011,Yu.E.Titarenko+     ## A0902003
           249            1      0.01588       0.0007  # 2011,Yu.E.Titarenko+     ## A0902003
           400            2      0.01705       0.0009  # 2011,Yu.E.Titarenko+     ## A0902003
           600            2       0.0161      0.00078  # 2011,Yu.E.Titarenko+     ## A0902003
           799            2      0.01473       0.0008  # 2011,Yu.E.Titarenko+     ## A0902003
          1199            3      0.01413      0.00073  # 2011,Yu.E.Titarenko+     ## A0902003
          1598            4      0.01298      0.00059  # 2011,Yu.E.Titarenko+     ## A0902003
          2605            8      0.01169      0.00055  # 2011,Yu.E.Titarenko+     ## A0902003
//
#-------------------------------------------------------------------------------
#
#name:   13-AL-27(P,X)11-NA-22,CUM,SIG,,,EXP
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  3
#ldata:  50
#data...
#            X            Y         +-dY  # Comments...
#          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
           0.1            0         1e-5            0  # 1952,N.M.Hintz+          ## B0076002
          13.6            0       0.0034            0  # 1952,N.M.Hintz+          ## B0076002
          17.4            0       0.0019            0  # 1952,N.M.Hintz+          ## B0076002
          19.6            0       0.0009            0  # 1952,N.M.Hintz+          ## B0076002
          24.5            0       0.0001            0  # 1952,N.M.Hintz+          ## B0076002
          29.2            0       0.0022            0  # 1952,N.M.Hintz+          ## B0076002
          29.7            0       0.0024       0.0002  # 1963,J.B.Cumming         ## B0095004
          29.8            0      0.00044            0  # 1967,I.R.Williams+       ## B0073019
          30.4            0      0.00062            0  # 1967,I.R.Williams+       ## B0073019
          30.7            0      0.00082            0  # 1967,I.R.Williams+       ## B0073019
          31.5            0       0.0012            0  # 1967,I.R.Williams+       ## B0073019
          32.3            0       0.0019            0  # 1967,I.R.Williams+       ## B0073019
            33            0       0.0028            0  # 1967,I.R.Williams+       ## B0073019
          33.2            0       0.0102            0  # 1952,N.M.Hintz+          ## B0076002
          33.7            0       0.0042            0  # 1967,I.R.Williams+       ## B0073019
            34            0       0.0209            0  # 1952,N.M.Hintz+          ## B0076002
          35.2            0       0.0085            0  # 1967,I.R.Williams+       ## B0073019
          37.1            0       0.0283            0  # 1952,N.M.Hintz+          ## B0076002
          37.4            0       0.0342       0.0009  # 1963,J.B.Cumming         ## B0095004
          38.3            0         0.02            0  # 1967,I.R.Williams+       ## B0073019
          40.3            0         0.04            0  # 1952,N.M.Hintz+          ## B0076002
          40.4            0        0.024            0  # 1967,I.R.Williams+       ## B0073019
          40.8            0       0.0422            0  # 1952,N.M.Hintz+          ## B0076002
          42.6            0        0.028            0  # 1967,I.R.Williams+       ## B0073019
          43.5            0        0.029            0  # 1967,I.R.Williams+       ## B0073019
          44.1            0       0.0468       0.0012  # 1963,J.B.Cumming         ## B0095004
          44.3            0        0.029            0  # 1967,I.R.Williams+       ## B0073019
          45.3            0        0.029            0  # 1967,I.R.Williams+       ## B0073019
          46.6            0        0.028            0  # 1967,I.R.Williams+       ## B0073019
          46.7            0       0.0469            0  # 1952,N.M.Hintz+          ## B0076002
          49.3            0        0.024            0  # 1967,I.R.Williams+       ## B0073019
          50.1            0       0.0384        0.001  # 1963,J.B.Cumming         ## B0095004
          50.6            0       0.0364       0.0036  # 1963,J.B.Cumming         ## B0095004
          51.4            0       0.0386            0  # 1952,N.M.Hintz+          ## B0076002
          51.6            0       0.0399            0  # 1952,N.M.Hintz+          ## B0076002
          54.1            0         0.02            0  # 1967,I.R.Williams+       ## B0073019
          56.3            0       0.0341            0  # 1952,N.M.Hintz+          ## B0076002
          57.1            0       0.0334            0  # 1952,N.M.Hintz+          ## B0076002
          57.8            0        0.017            0  # 1967,I.R.Williams+       ## B0073019
          60.7            0       0.0299            0  # 1952,N.M.Hintz+          ## B0076002
          62.2            0        0.015            0  # 1967,I.R.Williams+       ## B0073019
          65.2            0        0.029            0  # 1952,N.M.Hintz+          ## B0076002
          65.9            0       0.0302            0  # 1952,N.M.Hintz+          ## B0076002
          73.2            0       0.0285            0  # 1952,N.M.Hintz+          ## B0076002
          81.4            0       0.0272            0  # 1952,N.M.Hintz+          ## B0076002
          88.6            0       0.0274            0  # 1952,N.M.Hintz+          ## B0076002
          95.4            0       0.0269            0  # 1952,N.M.Hintz+          ## B0076002
           102            0       0.0269            0  # 1952,N.M.Hintz+          ## B0076002
           109            0       0.0276            0  # 1952,N.M.Hintz+          ## B0076002
           115            0       0.0259            0  # 1952,N.M.Hintz+          ## B0076002
//
#-------------------------------------------------------------------------------
#
#name:   (13-AL-27(P,X)10-NE-22,,SIG)=((13-AL-27
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  17
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
            16          0.7       1.1e-5       1.1e-5  # 1976,J.R.Walton+         ## O0350019
          18.1          0.6       2.7e-5      7.02e-6  # 1976,J.R.Walton+         ## O0350019
          19.3          0.6       2.7e-5       2.7e-5  # 1976,J.R.Walton+         ## O0350019
          20.3            1     0.000101     2.323e-5  # 1976,J.R.Walton+         ## O0350019
          21.1          0.5       3.6e-6       3.6e-6  # 1976,J.R.Walton+         ## O0350019
          22.5          0.6       3.3e-5      2.64e-5  # 1976,J.R.Walton+         ## O0350019
            23          0.9       3.3e-6       3.3e-6  # 1976,J.R.Walton+         ## O0350019
          23.8          0.5       3.6e-5      2.52e-5  # 1976,J.R.Walton+         ## O0350019
            27          1.2       0.0006      0.00015  # 1976,J.R.Walton+         ## O0350019
            30          1.1       0.0063     0.001071  # 1976,J.R.Walton+         ## O0350019
          30.6            1        0.005       0.0006  # 1976,J.R.Walton+         ## O0350019
          31.1          1.2         0.01       0.0026  # 1976,J.R.Walton+         ## O0350019
          33.2            1       0.0175     0.002975  # 1976,J.R.Walton+         ## O0350019
            36          1.6        0.056      0.01008  # 1976,J.R.Walton+         ## O0350019
          37.8          1.2        0.054      0.00918  # 1976,J.R.Walton+         ## O0350019
          39.7          1.2        0.078      0.01482  # 1976,J.R.Walton+         ## O0350019
            42          1.4        0.072      0.01512  # 1976,J.R.Walton+         ## O0350019
//
#-------------------------------------------------------------------------------
