#ZVView-data-copy:   3-Mar-2018 00:16:45
#=======================================
#
#name:   13-AL-27(P,X)11-NA-22,CUM,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  185
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
            32         0.34      0.00729    0.0002187  # 1982,A.Gruetter          ## D0505023
         32.59         0.32       0.0075       0.0009  # 1979,R.Michel+           ## A0151002
          32.8        0.722       0.0115     0.000628  # 1997,R.Michel+           ## O0276011
         32.93            0       0.0081     0.000486  # 1976,J.R.Walton+         ## O0350025
         33.06            0       0.0111     0.001887  # 1976,J.R.Walton+         ## O0350025
          33.2        0.717       0.0148     0.000775  # 1997,R.Michel+           ## O0276011
          33.4          0.4       0.0145       0.0059  # 2011,M.U.Khandaker+      ## D7003003
          33.6        0.721       0.0163     0.000836  # 1997,R.Michel+           ## O0276011
          33.6        0.936        0.011     0.000578  # 1997,R.Michel+           ## O0276011
          33.8        0.705       0.0166     0.000864  # 1997,R.Michel+           ## O0276011
          33.9        0.505       0.0138     0.000745  # 1997,R.Michel+           ## O0276011
          34.1          0.4       0.0174      0.00879  # 2011,M.U.Khandaker+      ## D7003003
          34.3         0.34      0.01555    0.0004665  # 1982,A.Gruetter          ## D0505023
          34.4         0.29      0.01621       0.0018  # 1979,R.Michel+           ## A0151002
          34.5          0.4       0.0232      0.00896  # 2011,M.U.Khandaker+      ## D7003003
          34.5        0.698       0.0189     0.000989  # 1997,R.Michel+           ## O0276011
        34.594            0     0.018912            0  # 1979,P.Pulver            ## D0508003
        35.102            0      0.02041            0  # 1979,P.Pulver            ## D0508003
          35.4        0.683       0.0232      0.00122  # 1997,R.Michel+           ## O0276011
          35.7         0.69       0.0262      0.00134  # 1997,R.Michel+           ## O0276011
            36          1.3        0.015       0.0027  # 1988,V.N.Aleksandrov+    ## A0340002
         36.07            0        0.028      0.00392  # 1976,J.R.Walton+         ## O0350025
         36.14         0.27       0.0255       0.0028  # 1979,R.Michel+           ## A0151002
          36.5         0.34       0.0244     0.000732  # 1982,A.Gruetter          ## D0505023
          36.5          0.3      0.03191      0.00901  # 2011,M.U.Khandaker+      ## D7003003
        36.718            0       0.0163       0.0018  # 2004,M.S.Uddin+          ## E1894003
        37.253            0     0.034698            0  # 1979,P.Pulver            ## D0508003
          37.7        0.662       0.0339      0.00173  # 1997,R.Michel+           ## O0276011
          37.8        0.898       0.0311      0.00162  # 1997,R.Michel+           ## O0276011
         37.82         0.24       0.0342       0.0041  # 1979,R.Michel+           ## A0151002
          37.9        0.441       0.0313      0.00169  # 1997,R.Michel+           ## O0276011
          38.3          0.3      0.03847      0.00636  # 2011,M.U.Khandaker+      ## D7003003
          38.6        0.921       0.0345      0.00177  # 1997,R.Michel+           ## O0276011
         38.67            0        0.046       0.0092  # 1976,J.R.Walton+         ## O0350025
            39        0.927       0.0369      0.00187  # 1997,R.Michel+           ## O0276011
         39.17            0     0.035825            0  # 1979,P.Pulver            ## D0508003
         39.43            0        0.045       0.0072  # 1976,J.R.Walton+         ## O0350025
         39.44         0.21        0.041       0.0045  # 1979,R.Michel+           ## A0151002
         39.62            0        0.042      0.01008  # 1976,J.R.Walton+         ## O0350025
          39.7        0.645        0.039        0.002  # 1997,R.Michel+           ## O0276011
         39.81            0        0.037      0.00703  # 1976,J.R.Walton+         ## O0350025
            40          1.8        0.023       0.0039  # 1988,V.N.Aleksandrov+    ## A0340002
          40.5         0.34       0.0362     0.001086  # 1982,A.Gruetter          ## D0505023
          40.7        0.892       0.0386      0.00195  # 1997,R.Michel+           ## O0276011
          41.1        0.614       0.0408      0.00214  # 1997,R.Michel+           ## O0276011
         41.28         0.17       0.0453       0.0049  # 1979,R.Michel+           ## A0151002
          41.5        0.367       0.0425      0.00231  # 1997,R.Michel+           ## O0276011
          41.5        0.612       0.0418      0.00214  # 1997,R.Michel+           ## O0276011
        42.056            0       0.0345       0.0035  # 2004,M.S.Uddin+          ## E1894003
         43.06         0.13       0.0483       0.0058  # 1979,R.Michel+           ## A0151002
          43.3        0.586       0.0436      0.00223  # 1997,R.Michel+           ## O0276011
          43.4        0.582       0.0429      0.00227  # 1997,R.Michel+           ## O0276011
          43.4        0.582       0.0424      0.00217  # 1997,R.Michel+           ## O0276011
          43.6        0.864        0.044      0.00223  # 1997,R.Michel+           ## O0276011
          43.7        0.572       0.0435      0.00223  # 1997,R.Michel+           ## O0276011
          43.8         0.34       0.0386     0.001158  # 1982,A.Gruetter          ## D0505023
        43.932            0     0.049315            0  # 1979,P.Pulver            ## D0508003
        44.096            0     0.042843            0  # 1979,P.Pulver            ## D0508003
          44.1        0.566        0.043      0.00222  # 1997,R.Michel+           ## O0276011
        44.251            0     0.040505            0  # 1979,P.Pulver            ## D0508003
          44.3         0.34       0.0389     0.001167  # 1982,A.Gruetter          ## D0505023
          44.6        0.857       0.0427      0.00215  # 1997,R.Michel+           ## O0276011
          44.8         0.09       0.0451        0.005  # 1979,R.Michel+           ## A0151002
          44.9        0.264       0.0445      0.00249  # 1997,R.Michel+           ## O0276011
        44.916            0     0.040558            0  # 1979,P.Pulver            ## D0508003
            45          1.6        0.029       0.0052  # 1988,V.N.Aleksandrov+    ## A0340002
          46.3        0.843       0.0414      0.00209  # 1997,R.Michel+           ## O0276011
        46.943            0       0.0371       0.0038  # 2004,M.S.Uddin+          ## E1894003
          47.4         0.34       0.0373     0.001119  # 1982,A.Gruetter          ## D0505023
          47.9        0.805       0.0394      0.00199  # 1997,R.Michel+           ## O0276011
            48        0.828       0.0404      0.00204  # 1997,R.Michel+           ## O0276011
        48.703            0     0.034177            0  # 1979,P.Pulver            ## D0508003
          49.6        0.813       0.0381      0.00193  # 1997,R.Michel+           ## O0276011
         49.87            0     0.038709            0  # 1979,P.Pulver            ## D0508003
            50          1.4        0.027       0.0049  # 1988,V.N.Aleksandrov+    ## A0340002
        50.466            0     0.036974            0  # 1979,P.Pulver            ## D0508003
        50.488            0     0.030928            0  # 1979,P.Pulver            ## D0508003
          50.8         0.34       0.0328     0.000984  # 1982,A.Gruetter          ## D0505023
          51.2        0.797       0.0364      0.00184  # 1997,R.Michel+           ## O0276011
        51.476            0       0.0359       0.0037  # 2004,M.S.Uddin+          ## E1894003
          51.8        0.752       0.0348      0.00176  # 1997,R.Michel+           ## O0276011
          52.7        0.783       0.0349      0.00176  # 1997,R.Michel+           ## O0276011
          53.2        0.767       0.0315      0.00165  # 1997,R.Michel+           ## O0276011
            54         0.34       0.0288     0.000864  # 1982,A.Gruetter          ## D0505023
            54         1.37       0.0333      0.00338  # 1993,R.Bodemann+         ## O0282009
         54.04            0     0.029161            0  # 1979,P.Pulver            ## D0508003
          54.2        0.769       0.0323      0.00163  # 1997,R.Michel+           ## O0276011
        54.638            0     0.027594            0  # 1979,P.Pulver            ## D0508003
          54.7        0.752       0.0298      0.00156  # 1997,R.Michel+           ## O0276011
            55          1.3        0.025       0.0045  # 1988,V.N.Aleksandrov+    ## A0340002
          55.3        0.699       0.0308      0.00156  # 1997,R.Michel+           ## O0276011
          55.3        0.752       0.0295      0.00151  # 1997,R.Michel+           ## O0276011
          55.7        0.753       0.0302      0.00153  # 1997,R.Michel+           ## O0276011
          55.7        0.752       0.0301      0.00155  # 1997,R.Michel+           ## O0276011
        55.705            0       0.0297       0.0029  # 2004,M.S.Uddin+          ## E1894003
          57.2        0.738       0.0291      0.00147  # 1997,R.Michel+           ## O0276011
          58.1        0.721       0.0266      0.00137  # 1997,R.Michel+           ## O0276011
          58.3        0.734       0.0274      0.00141  # 1997,R.Michel+           ## O0276011
          58.7        0.649        0.027      0.00136  # 1997,R.Michel+           ## O0276011
        58.795            0     0.023269            0  # 1979,P.Pulver            ## D0508003
        59.732            0       0.0267       0.0028  # 2004,M.S.Uddin+          ## E1894003
            60          1.2         0.02       0.0036  # 1988,V.N.Aleksandrov+    ## A0340002
            60         0.34       0.0242     0.000726  # 1982,A.Gruetter          ## D0505023
          60.2        0.705       0.0267      0.00135  # 1997,R.Michel+           ## O0276011
          61.6        0.689       0.0257       0.0013  # 1997,R.Michel+           ## O0276011
          61.9        0.593       0.0252      0.00128  # 1997,R.Michel+           ## O0276011
          62.9        0.674       0.0248      0.00126  # 1997,R.Michel+           ## O0276011
          62.9         1.21        0.026      0.00295  # 1993,R.Bodemann+         ## O0282009
        63.511            0       0.0226       0.0025  # 2004,M.S.Uddin+          ## E1894003
          63.7         0.34       0.0222     0.000666  # 1982,A.Gruetter          ## D0505023
          64.3        0.658       0.0244      0.00123  # 1997,R.Michel+           ## O0276011
          64.9        0.532       0.0238       0.0012  # 1997,R.Michel+           ## O0276011
            65          1.1        0.023       0.0043  # 1988,V.N.Aleksandrov+    ## A0340002
          65.6         0.64       0.0233      0.00118  # 1997,R.Michel+           ## O0276011
          66.9        0.622       0.0226      0.00114  # 1997,R.Michel+           ## O0276011
        67.154            0         0.02       0.0025  # 2004,M.S.Uddin+          ## E1894003
          67.9         0.46        0.023      0.00117  # 1997,R.Michel+           ## O0276011
          68.2        0.603       0.0225      0.00114  # 1997,R.Michel+           ## O0276011
          68.2        0.598       0.0215      0.00114  # 1997,R.Michel+           ## O0276011
          68.3        0.598       0.0216      0.00114  # 1997,R.Michel+           ## O0276011
          68.5         0.34       0.0209     0.000627  # 1982,A.Gruetter          ## D0505023
          69.4        0.583        0.022      0.00111  # 1997,R.Michel+           ## O0276011
            70          0.9        0.022       0.0042  # 1988,V.N.Aleksandrov+    ## A0340002
        70.328            0     0.021263    0.0010231  # 1979,P.Pulver            ## D0508003
          70.8        0.359       0.0222      0.00112  # 1997,R.Michel+           ## O0276011
          70.8        0.555       0.0209      0.00107  # 1997,R.Michel+           ## O0276011
          70.8        0.556       0.0219      0.00113  # 1997,R.Michel+           ## O0276011
          70.8        0.556        0.022      0.00114  # 1997,R.Michel+           ## O0276011
        70.846            0     0.021085            0  # 1979,P.Pulver            ## D0508003
          70.9        0.555       0.0218      0.00111  # 1997,R.Michel+           ## O0276011
            71        0.929       0.0228      0.00231  # 1993,R.Bodemann+         ## O0282009
            75          2.2        0.019       0.0034  # 1988,V.N.Aleksandrov+    ## A0340002
            80            2        0.016        0.003  # 1988,V.N.Aleksandrov+    ## A0340002
            82            8       0.0183      0.00183  # 1976,H.R.Heydegger+      ## O0501003
            85          1.9        0.015       0.0029  # 1988,V.N.Aleksandrov+    ## A0340002
          85.6        0.684       0.0209      0.00211  # 1993,R.Bodemann+         ## O0282009
            90          1.8        0.017       0.0032  # 1988,V.N.Aleksandrov+    ## A0340002
          93.9        0.502       0.0208      0.00234  # 1993,R.Bodemann+         ## O0282009
            95          1.7        0.015       0.0029  # 1988,V.N.Aleksandrov+    ## A0340002
          98.5        0.346       0.0198      0.00201  # 1993,R.Bodemann+         ## O0282009
            99          1.5        0.019       0.0036  # 1988,V.N.Aleksandrov+    ## A0340002
           111           10       0.0174      0.00174  # 1976,H.R.Heydegger+      ## O0501003
           117          1.4       0.0188      0.00132  # 1997,R.Michel+           ## O0276011
           118           10       0.0174      0.00174  # 1976,H.R.Heydegger+      ## O0501003
           128         1.32       0.0185       0.0013  # 1997,R.Michel+           ## O0276011
           139         1.24       0.0182      0.00128  # 1997,R.Michel+           ## O0276011
           151         1.14       0.0176      0.00124  # 1997,R.Michel+           ## O0276011
           162         1.02        0.017      0.00119  # 1997,R.Michel+           ## O0276011
           187           13       0.0147      0.00147  # 1976,H.R.Heydegger+      ## O0501003
           218           14       0.0135      0.00135  # 1976,H.R.Heydegger+      ## O0501003
           283           17       0.0148      0.00148  # 1976,H.R.Heydegger+      ## O0501003
           384           21       0.0135      0.00135  # 1976,H.R.Heydegger+      ## O0501003
           400            5       0.0122      0.00122  # 1976,H.R.Heydegger+      ## O0501003
           416           21       0.0141      0.00141  # 1976,H.R.Heydegger+      ## O0501003
           434           24       0.0141      0.00141  # 1976,H.R.Heydegger+      ## O0501003
           800            5        0.015       0.0015  # 1976,H.R.Heydegger+      ## O0501003
//
#-------------------------------------------------------------------------------
#
#name:   13-AL-27(P,X)11-NA-22,,SIG,,,EXP
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  3
#ldata:  18
#data...
#            X            Y         +-dY  # Comments...
#          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          27.9            0       0.0002       1.8e-5  # 1988,M.C.Lagunas-Solar   ## A0445003
          31.1            0       0.0032     0.000288  # 1988,M.C.Lagunas-Solar   ## A0445003
            34            0        0.013      0.00117  # 1988,M.C.Lagunas-Solar   ## A0445003
          36.8            0       0.0255     0.002295  # 1988,M.C.Lagunas-Solar   ## A0445003
          39.5            0       0.0351     0.003159  # 1988,M.C.Lagunas-Solar   ## A0445003
          42.1            0       0.0405     0.003645  # 1988,M.C.Lagunas-Solar   ## A0445003
          44.5            0       0.0426     0.003834  # 1988,M.C.Lagunas-Solar   ## A0445003
          46.8            0       0.0404     0.003636  # 1988,M.C.Lagunas-Solar   ## A0445003
          48.9            0        0.038      0.00342  # 1988,M.C.Lagunas-Solar   ## A0445003
            51            0       0.0347     0.003123  # 1988,M.C.Lagunas-Solar   ## A0445003
          53.2            0       0.0322     0.002898  # 1988,M.C.Lagunas-Solar   ## A0445003
          55.2            0       0.0298     0.002682  # 1988,M.C.Lagunas-Solar   ## A0445003
          57.2            0       0.0276     0.002484  # 1988,M.C.Lagunas-Solar   ## A0445003
          59.2            0       0.0261     0.002349  # 1988,M.C.Lagunas-Solar   ## A0445003
          61.1            0       0.0251     0.002259  # 1988,M.C.Lagunas-Solar   ## A0445003
            63            0       0.0243     0.002187  # 1988,M.C.Lagunas-Solar   ## A0445003
          64.8            0       0.0215     0.001935  # 1988,M.C.Lagunas-Solar   ## A0445003
          66.6            0       0.0246     0.002214  # 1988,M.C.Lagunas-Solar   ## A0445003
//
#-------------------------------------------------------------------------------
#
#name:   13-AL-27(P,X)11-NA-22,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  381
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
         22.27         0.15     3.717e-5     1.009e-5  # 1973,K.Miyano            ## E0057002
         22.41         0.15     5.192e-5     1.239e-5  # 1973,K.Miyano            ## E0057002
         22.59         0.15     5.474e-5      1.11e-5  # 1973,K.Miyano            ## E0057002
         22.82         0.15     8.205e-5     1.323e-5  # 1973,K.Miyano            ## E0057002
         22.88         0.15     4.927e-5     1.241e-5  # 1973,K.Miyano            ## E0057002
          23.1         0.15     8.207e-5     1.958e-5  # 1973,K.Miyano            ## E0057002
         23.28         0.15     9.122e-5     1.266e-5  # 1973,K.Miyano            ## E0057002
         23.51         0.15    0.0001177     1.271e-5  # 1973,K.Miyano            ## E0057002
         23.69         0.15    0.0001828     3.346e-5  # 1973,K.Miyano            ## E0057002
         23.94         0.15    0.0001264     2.037e-5  # 1973,K.Miyano            ## E0057002
         24.26         0.15    0.0001561     1.313e-5  # 1973,K.Miyano            ## E0057002
         24.39         0.15    0.0001911     2.312e-5  # 1973,K.Miyano            ## E0057002
         24.53         0.15    0.0002239     3.156e-5  # 1973,K.Miyano            ## E0057002
          24.7            1       8.6e-6       1.1e-6  # 2006,E.Z.Buthelezi+      ## O1424002
         24.73         0.15    0.0001632     2.388e-5  # 1973,K.Miyano            ## E0057002
         24.86         0.15     0.000222     3.577e-5  # 1973,K.Miyano            ## E0057002
            25         0.15    0.0002446     2.962e-5  # 1973,K.Miyano            ## E0057002
          25.2            1       3.5e-5       1.5e-5  # 1990,G.F.Steyn+          ## A0497002
         25.22         0.15    0.0003508     3.552e-5  # 1973,K.Miyano            ## E0057002
         25.46         0.15    0.0003667     4.426e-5  # 1973,K.Miyano            ## E0057002
          25.5            0         3e-6            0  # 1954,R.E.Batzel+         ## D4101002
         25.55         0.15     0.000404     4.889e-5  # 1973,K.Miyano            ## E0057002
         25.65         0.15    0.0003572     5.497e-5  # 1973,K.Miyano            ## E0057002
         25.81            0       4.3e-5       1.5e-5  # 1979,P.Pulfer            ## D0053004
         26.06         0.15    0.0006164      5.19e-5  # 1973,K.Miyano            ## E0057002
         26.38         0.15    0.0008536    0.0001055  # 1973,K.Miyano            ## E0057002
         26.39            0         7e-5       1.4e-5  # 1979,P.Pulfer            ## D0053004
          26.7            0       1.7e-5            0  # 1954,R.E.Batzel+         ## D4101002
         26.75         0.15    0.0009916     7.544e-5  # 1973,K.Miyano            ## E0057002
          26.8            1     0.000181       2.8e-5  # 1990,G.F.Steyn+          ## A0497002
         26.98         0.15     0.001214     9.241e-5  # 1973,K.Miyano            ## E0057002
          27.4         0.15     0.001423            0  # 1973,K.Miyano            ## E0057002
         27.77         0.15     0.001682            0  # 1973,K.Miyano            ## E0057002
          27.8            0         6e-5            0  # 1954,R.E.Batzel+         ## D4101002
            28         0.15     0.002078            0  # 1973,K.Miyano            ## E0057002
         28.09         0.15     0.002413            0  # 1973,K.Miyano            ## E0057002
         28.33            1      0.00058       5.5e-5  # 2006,E.Z.Buthelezi+      ## O1424002
          28.4            1     0.000671         6e-5  # 1990,G.F.Steyn+          ## A0497002
         28.42         0.15     0.002828            0  # 1973,K.Miyano            ## E0057002
         28.64            0      0.00067         7e-5  # 1979,P.Pulfer            ## D0053004
          28.7         0.15     0.003199            0  # 1973,K.Miyano            ## E0057002
         28.75            0      0.00076         6e-5  # 1979,P.Pulfer            ## D0053004
         28.86            0      0.00086         6e-5  # 1979,P.Pulfer            ## D0053004
         28.96            0      0.00094         7e-5  # 1979,P.Pulfer            ## D0053004
         28.98         0.15       0.0032            0  # 1973,K.Miyano            ## E0057002
            29            0      0.00022            0  # 1954,R.E.Batzel+         ## D4101002
         29.12            0      0.00102         9e-5  # 1979,P.Pulfer            ## D0053004
         29.25            0      0.00114         5e-5  # 1979,P.Pulfer            ## D0053004
         29.26         0.15      0.00385            0  # 1973,K.Miyano            ## E0057002
         29.33            0      0.00119      0.00011  # 1979,P.Pulfer            ## D0053004
         29.48            0      0.00135         6e-5  # 1979,P.Pulfer            ## D0053004
         29.53            0      0.00151      0.00014  # 1979,P.Pulfer            ## D0053004
         29.53         0.15     0.005147            0  # 1973,K.Miyano            ## E0057002
         29.74            0      0.00168       0.0001  # 1979,P.Pulfer            ## D0053004
          29.9            1     0.002094     0.000145  # 1990,G.F.Steyn+          ## A0497002
         29.94            0      0.00194      0.00012  # 1979,P.Pulfer            ## D0053004
         29.95         0.15     0.006359            0  # 1973,K.Miyano            ## E0057002
            30            0      0.00052            0  # 1954,R.E.Batzel+         ## D4101002
         30.23         0.15     0.007131            0  # 1973,K.Miyano            ## E0057002
         30.83         0.15     0.009126            0  # 1973,K.Miyano            ## E0057002
            31            0      0.00129            0  # 1954,R.E.Batzel+         ## D4101002
         31.25         0.15      0.01118            0  # 1973,K.Miyano            ## E0057002
          31.4            1     0.005262     0.000336  # 1990,G.F.Steyn+          ## A0497002
         31.64            1       0.0054      0.00034  # 2006,E.Z.Buthelezi+      ## O1424002
            32            0      0.00263            0  # 1954,R.E.Batzel+         ## D4101002
            32         0.15      0.01189            0  # 1973,K.Miyano            ## E0057002
         32.37         0.15      0.01394            0  # 1973,K.Miyano            ## E0057002
         32.65         0.15      0.01577            0  # 1973,K.Miyano            ## E0057002
          32.8            1     0.009874     0.000612  # 1990,G.F.Steyn+          ## A0497002
         33.03         0.15      0.01663            0  # 1973,K.Miyano            ## E0057002
         33.36         0.15      0.01801            0  # 1973,K.Miyano            ## E0057002
         33.73         0.15      0.01833            0  # 1973,K.Miyano            ## E0057002
          34.1            1      0.01596      0.00098  # 1990,G.F.Steyn+          ## A0497002
         34.22            0       0.0161       0.0012  # 1979,P.Pulfer            ## D0053004
         34.34         0.15      0.02149            0  # 1973,K.Miyano            ## E0057002
         34.52            0       0.0174        0.001  # 1979,P.Pulfer            ## D0053004
         34.68            0       0.0189        0.001  # 1979,P.Pulfer            ## D0053004
         34.76         0.15      0.02246            0  # 1973,K.Miyano            ## E0057002
         34.93            0       0.0193       0.0013  # 1979,P.Pulfer            ## D0053004
         35.11            0       0.0202       0.0014  # 1979,P.Pulfer            ## D0053004
         35.22            1         0.02       0.0012  # 2006,E.Z.Buthelezi+      ## O1424002
         35.29            0       0.0208       0.0014  # 1979,P.Pulfer            ## D0053004
         35.37         0.15      0.02369            0  # 1973,K.Miyano            ## E0057002
          35.4            1      0.02196      0.00134  # 1990,G.F.Steyn+          ## A0497002
         35.89         0.15      0.02729            0  # 1973,K.Miyano            ## E0057002
         36.31         0.15      0.02955            0  # 1973,K.Miyano            ## E0057002
         36.69         0.15      0.02904            0  # 1973,K.Miyano            ## E0057002
          36.7            1      0.02772      0.00168  # 1990,G.F.Steyn+          ## A0497002
         37.16         0.15      0.02906            0  # 1973,K.Miyano            ## E0057002
         37.53         0.15      0.03146            0  # 1973,K.Miyano            ## E0057002
         37.81         0.15      0.03347     0.002752  # 1973,K.Miyano            ## E0057002
            38            1       0.0327      0.00198  # 1990,G.F.Steyn+          ## A0497002
         38.52         0.15       0.0353            0  # 1973,K.Miyano            ## E0057002
         38.55            1       0.0329       0.0019  # 2006,E.Z.Buthelezi+      ## O1424002
         38.95         0.15      0.03235            0  # 1973,K.Miyano            ## E0057002
          39.2            1      0.03657      0.00221  # 1990,G.F.Steyn+          ## A0497002
          39.4            0       0.0354       0.0015  # 1979,P.Pulfer            ## D0053004
         39.42         0.15      0.03265            0  # 1973,K.Miyano            ## E0057002
         39.93         0.15      0.03474            0  # 1973,K.Miyano            ## E0057002
            40            0        0.016        0.002  # 1962,H.Gauvin+           ## C0394005
          40.2            0       0.0429       0.0039  # 1996,J.M.Sisterson+      ## C0196006
         40.36         0.15      0.03239            0  # 1973,K.Miyano            ## E0057002
         40.44            1       0.0403       0.0026  # 2006,E.Z.Buthelezi+      ## O1424002
        40.609            0     0.016016    0.0010922  # 1962,C.Brun+             ## D0128004
         40.78         0.15      0.03601            0  # 1973,K.Miyano            ## E0057002
        40.793            0     0.015133   0.00075665  # 1962,C.Brun+             ## D0128004
          40.8          0.8      0.04068      0.00259  # 2011,Yu.E.Titarenko+     ## A0902002
          40.8          0.8        0.046      0.00292  # 2011,Yu.E.Titarenko+     ## A0902002
          40.8          0.8      0.03859      0.00204  # 2011,Yu.E.Titarenko+     ## A0902002
          40.9            1      0.04137      0.00252  # 1990,G.F.Steyn+          ## A0497002
         41.34         0.15      0.03866            0  # 1973,K.Miyano            ## E0057002
         41.82         0.15      0.03669            0  # 1973,K.Miyano            ## E0057002
         42.29         0.15      0.03769            0  # 1973,K.Miyano            ## E0057002
         42.71         0.15      0.03837            0  # 1973,K.Miyano            ## E0057002
         42.98            1       0.0434       0.0027  # 2006,E.Z.Buthelezi+      ## O1424002
         43.18         0.15      0.03485            0  # 1973,K.Miyano            ## E0057002
          43.2            1      0.04346      0.00264  # 1990,G.F.Steyn+          ## A0497002
         43.75         0.15      0.03841            0  # 1973,K.Miyano            ## E0057002
         44.17            0       0.0423        0.002  # 1979,P.Pulfer            ## D0053004
         44.22         0.15      0.03843            0  # 1973,K.Miyano            ## E0057002
         44.51            0       0.0414       0.0017  # 1979,P.Pulfer            ## D0053004
         44.59            0       0.0412       0.0025  # 1979,P.Pulfer            ## D0053004
          44.6          0.3      0.04347      0.00267  # 2011,Yu.E.Titarenko+     ## A0902002
          44.6          0.3       0.0499      0.00309  # 2011,Yu.E.Titarenko+     ## A0902002
          44.6          0.3      0.04116      0.00224  # 2011,Yu.E.Titarenko+     ## A0902002
          44.6         0.15      0.03744            0  # 1973,K.Miyano            ## E0057002
         44.99            0       0.0397       0.0019  # 1979,P.Pulfer            ## D0053004
         45.07         0.15      0.03779            0  # 1973,K.Miyano            ## E0057002
          45.4            1      0.04305      0.00261  # 1990,G.F.Steyn+          ## A0497002
         45.49         0.15      0.03555            0  # 1973,K.Miyano            ## E0057002
        45.868            0     0.038636    0.0018496  # 1962,C.Brun+             ## D0128004
         45.96         0.15      0.03434            0  # 1973,K.Miyano            ## E0057002
         46.39         0.15      0.03621            0  # 1973,K.Miyano            ## E0057002
         46.44            1       0.0419       0.0026  # 2006,E.Z.Buthelezi+      ## O1424002
         46.91         0.15      0.03407            0  # 1973,K.Miyano            ## E0057002
         47.33         0.15      0.03408            0  # 1973,K.Miyano            ## E0057002
          47.5            1      0.04074      0.00247  # 1990,G.F.Steyn+          ## A0497002
         47.71         0.15       0.0347            0  # 1973,K.Miyano            ## E0057002
         48.09         0.15      0.03207            0  # 1973,K.Miyano            ## E0057002
          48.6         0.15      0.03473            0  # 1973,K.Miyano            ## E0057002
         48.88            0       0.0337       0.0014  # 1979,P.Pulfer            ## D0053004
         48.96            0       0.0342       0.0014  # 1979,P.Pulfer            ## D0053004
         48.98         0.15      0.03474            0  # 1973,K.Miyano            ## E0057002
         49.26            0       0.0322       0.0014  # 1979,P.Pulfer            ## D0053004
         49.45         0.15      0.03386            0  # 1973,K.Miyano            ## E0057002
          49.6            1      0.03834      0.00232  # 1990,G.F.Steyn+          ## A0497002
         49.71            1       0.0378       0.0024  # 2006,E.Z.Buthelezi+      ## O1424002
         49.97         0.15      0.03328            0  # 1973,K.Miyano            ## E0057002
