#ZVView-data-copy:   3-Mar-2018 00:34:22
#=======================================
#
#name:   29-CU-0(P,X)30-ZN-63,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  115
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
         13.79         0.04      0.03211         6e-5  # 1975,J.N.Barrandon+      ## O0086014
         13.97         0.04      0.03126         6e-5  # 1975,J.N.Barrandon+      ## O0086014
         14.08         0.04      0.02932         6e-5  # 1975,J.N.Barrandon+      ## O0086014
         14.38         0.04       0.0289         6e-5  # 1975,J.N.Barrandon+      ## O0086014
         14.84         0.04      0.02877         6e-5  # 1975,J.N.Barrandon+      ## O0086014
         15.25         0.04      0.02577         6e-5  # 1975,J.N.Barrandon+      ## O0086014
         15.54         0.04      0.02383         6e-5  # 1975,J.N.Barrandon+      ## O0086014
         16.01         0.04      0.02197         6e-5  # 1975,J.N.Barrandon+      ## O0086014
         16.12         0.04      0.01919         6e-5  # 1975,J.N.Barrandon+      ## O0086014
          16.3            0        0.123         0.01  # 1992,S.J.Mills+          ## A0507002
          16.3         0.04      0.01818         6e-5  # 1975,J.N.Barrandon+      ## O0086014
          16.7         0.04      0.01623         6e-5  # 1975,J.N.Barrandon+      ## O0086014
         16.88         0.04      0.01623         6e-5  # 1975,J.N.Barrandon+      ## O0086014
         16.99         0.04      0.01412         6e-5  # 1975,J.N.Barrandon+      ## O0086014
         17.17         0.04      0.01201         6e-5  # 1975,J.N.Barrandon+      ## O0086014
         17.46         0.04       0.0099         6e-5  # 1975,J.N.Barrandon+      ## O0086014
          20.6            0       0.0321       0.0029  # 1992,S.J.Mills+          ## A0507002
          24.3            0       0.0201        0.002  # 1992,S.J.Mills+          ## A0507002
          27.6            0       0.0302       0.0028  # 1992,S.J.Mills+          ## A0507002
          30.6            0       0.0421       0.0037  # 1992,S.J.Mills+          ## A0507002
          33.4            0       0.0487       0.0042  # 1992,S.J.Mills+          ## A0507002
          36.1            0       0.0484       0.0042  # 1992,S.J.Mills+          ## A0507002
          38.6            0       0.0445       0.0039  # 1992,S.J.Mills+          ## A0507002
          41.5            0       0.0359       0.0034  # 1992,S.J.Mills+          ## A0507002
          43.8            0       0.0308        0.003  # 1992,S.J.Mills+          ## A0507002
          45.9            0       0.0255       0.0026  # 1992,S.J.Mills+          ## A0507002
            48            0        0.022       0.0024  # 1992,S.J.Mills+          ## A0507002
          50.1            0       0.0181       0.0019  # 1992,S.J.Mills+          ## A0507002
            52            0       0.0169       0.0018  # 1992,S.J.Mills+          ## A0507002
          53.9            0       0.0149       0.0017  # 1992,S.J.Mills+          ## A0507002
          55.8            0       0.0137       0.0018  # 1992,S.J.Mills+          ## A0507002
          57.6            0       0.0141       0.0015  # 1992,S.J.Mills+          ## A0507002
          59.4            0       0.0119       0.0017  # 1992,S.J.Mills+          ## A0507002
          61.1            0       0.0127       0.0014  # 1992,S.J.Mills+          ## A0507002
          62.8            0       0.0108       0.0013  # 1992,S.J.Mills+          ## A0507002
          64.5            0       0.0108       0.0012  # 1992,S.J.Mills+          ## A0507002
          65.8            0       0.0111       0.0015  # 1992,S.J.Mills+          ## A0507002
          68.5            0       0.0105       0.0014  # 1992,S.J.Mills+          ## A0507002
          71.2            0       0.0085       0.0013  # 1992,S.J.Mills+          ## A0507002
          73.7            0       0.0086       0.0011  # 1992,S.J.Mills+          ## A0507002
          76.2            0       0.0082       0.0011  # 1992,S.J.Mills+          ## A0507002
          78.6            0      0.00816      0.00099  # 1992,S.J.Mills+          ## A0507002
            81            0      0.00733      0.00095  # 1992,S.J.Mills+          ## A0507002
          83.3            0       0.0079      0.00094  # 1992,S.J.Mills+          ## A0507002
          85.6            0      0.00773      0.00091  # 1992,S.J.Mills+          ## A0507002
          87.9            0      0.00699      0.00083  # 1992,S.J.Mills+          ## A0507002
          90.1            0      0.00788      0.00078  # 1992,S.J.Mills+          ## A0507002
          92.2            0      0.00694      0.00074  # 1992,S.J.Mills+          ## A0507002
          94.3            0      0.00656      0.00067  # 1992,S.J.Mills+          ## A0507002
          96.4            0       0.0065      0.00067  # 1992,S.J.Mills+          ## A0507002
          99.7            0      0.00602       0.0006  # 1992,S.J.Mills+          ## A0507002
//
#-------------------------------------------------------------------------------
#
#name:   29-CU-0(P,X)30-ZN-63,IND,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  36
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          16.1         0.34       0.1478            0  # 1982,A.Gruetter          ## D0505004
          17.7         0.34       0.0986            0  # 1982,A.Gruetter          ## D0505004
          20.7         0.34       0.0398            0  # 1982,A.Gruetter          ## D0505004
          21.2         0.34       0.0351            0  # 1982,A.Gruetter          ## D0505004
          21.4         0.34       0.0341            0  # 1982,A.Gruetter          ## D0505004
          23.3         0.34       0.0247            0  # 1982,A.Gruetter          ## D0505004
          24.2         0.34       0.0229            0  # 1982,A.Gruetter          ## D0505004
          25.2         0.34       0.0241            0  # 1982,A.Gruetter          ## D0505004
          26.7         0.34       0.0272            0  # 1982,A.Gruetter          ## D0505004
          27.1         0.34       0.0278            0  # 1982,A.Gruetter          ## D0505004
          27.3         0.34       0.0303            0  # 1982,A.Gruetter          ## D0505004
          29.6         0.34        0.039            0  # 1982,A.Gruetter          ## D0505004
          30.5         0.34       0.0431            0  # 1982,A.Gruetter          ## D0505004
          32.1         0.34       0.0453            0  # 1982,A.Gruetter          ## D0505004
          32.1         0.34       0.0467            0  # 1982,A.Gruetter          ## D0505004
          34.3         0.34       0.0482        0.002  # 1982,A.Gruetter          ## D0505004
          36.9         0.34       0.0468            0  # 1982,A.Gruetter          ## D0505004
          38.6         0.34       0.0443            0  # 1982,A.Gruetter          ## D0505004
          40.9         0.34       0.0365            0  # 1982,A.Gruetter          ## D0505004
          42.5         0.34        0.033            0  # 1982,A.Gruetter          ## D0505004
          45.6         0.34       0.0241            0  # 1982,A.Gruetter          ## D0505004
          45.6         0.34       0.0252            0  # 1982,A.Gruetter          ## D0505004
          49.1         0.34      0.01924            0  # 1982,A.Gruetter          ## D0505004
          49.1         0.34      0.01951            0  # 1982,A.Gruetter          ## D0505004
          52.4         0.34      0.01673            0  # 1982,A.Gruetter          ## D0505004
          52.4         0.34      0.01735            0  # 1982,A.Gruetter          ## D0505004
          55.5         0.34      0.01483            0  # 1982,A.Gruetter          ## D0505004
          55.5         0.34        0.014            0  # 1982,A.Gruetter          ## D0505004
          58.5         0.34      0.01441            0  # 1982,A.Gruetter          ## D0505004
          60.7         0.34       0.0129       0.0007  # 1982,A.Gruetter          ## D0505004
          65.1         0.34      0.01159            0  # 1982,A.Gruetter          ## D0505004
          65.1         0.34      0.01197            0  # 1982,A.Gruetter          ## D0505004
          67.6         0.34      0.01088            0  # 1982,A.Gruetter          ## D0505004
          69.7         0.34       0.0101       0.0006  # 1982,A.Gruetter          ## D0505004
          69.7         0.34      0.01085            0  # 1982,A.Gruetter          ## D0505004
          69.8         0.34       0.0109       0.0005  # 1982,A.Gruetter          ## D0505004
//
#-------------------------------------------------------------------------------
