#ZVView-data-copy:   3-Mar-2018 00:33:21
#=======================================
#
#name:   29-CU-0(P,X)30-ZN-62,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  285
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
         164.1            0       0.0027      0.00023  # 1992,S.J.Mills+          ## A0507002
         169.4            0      0.00271      0.00023  # 1992,S.J.Mills+          ## A0507002
         177.2            0      0.00252      0.00021  # 1992,S.J.Mills+          ## A0507002
         183.8            0      0.00233       0.0002  # 1992,S.J.Mills+          ## A0507002
         190.2            0       0.0022      0.00019  # 1992,S.J.Mills+          ## A0507002
         196.6            0      0.00202      0.00017  # 1992,S.J.Mills+          ## A0507002
//
#-------------------------------------------------------------------------------
#
#name:   29-CU-0(P,X)30-ZN-62,,SIG,,,EXP
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  21
#data...
#            X            Y  # Comments...
#          MeV        barns  # Year,Author(s)           ## EXFOR-ID
          15.5            0       0.0033            0  # 1967,I.R.Williams+       ## B0073007
          16.3            0       0.0063            0  # 1967,I.R.Williams+       ## B0073007
          16.9            0       0.0099            0  # 1967,I.R.Williams+       ## B0073007
          17.5            0        0.024            0  # 1967,I.R.Williams+       ## B0073007
          18.9            0        0.055            0  # 1967,I.R.Williams+       ## B0073007
          20.3            0        0.092            0  # 1967,I.R.Williams+       ## B0073007
          21.2            0        0.112            0  # 1967,I.R.Williams+       ## B0073007
          22.1            0        0.126            0  # 1967,I.R.Williams+       ## B0073007
          22.9            0        0.133            0  # 1967,I.R.Williams+       ## B0073007
          24.3            0        0.136            0  # 1967,I.R.Williams+       ## B0073007
          25.2            0        0.133            0  # 1967,I.R.Williams+       ## B0073007
          26.4            0         0.11            0  # 1967,I.R.Williams+       ## B0073007
          27.5            0        0.084            0  # 1967,I.R.Williams+       ## B0073007
          28.7            0        0.066            0  # 1967,I.R.Williams+       ## B0073007
          41.3            0        0.014            0  # 1967,I.R.Williams+       ## B0073007
            43            0        0.015            0  # 1967,I.R.Williams+       ## B0073007
          44.7            0        0.015            0  # 1967,I.R.Williams+       ## B0073007
          47.6            0        0.014            0  # 1967,I.R.Williams+       ## B0073007
          50.7            0        0.013            0  # 1967,I.R.Williams+       ## B0073007
          53.3            0        0.013            0  # 1967,I.R.Williams+       ## B0073007
          57.9            0        0.012            0  # 1967,I.R.Williams+       ## B0073007
//
#-------------------------------------------------------------------------------
#
#name:   29-CU-0(P,X)30-ZN-62,IND,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  36
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          16.1         0.34      0.01944    0.0005832  # 1982,A.Gruetter          ## D0505005
          17.7         0.34       0.0324     0.000972  # 1982,A.Gruetter          ## D0505005
          20.7         0.34       0.0544     0.001632  # 1982,A.Gruetter          ## D0505005
          21.2         0.34        0.055      0.00165  # 1982,A.Gruetter          ## D0505005
          21.4         0.34        0.058      0.00174  # 1982,A.Gruetter          ## D0505005
          23.3         0.34       0.0644     0.001932  # 1982,A.Gruetter          ## D0505005
          24.2         0.34       0.0635     0.001905  # 1982,A.Gruetter          ## D0505005
          25.2         0.34       0.0616     0.001848  # 1982,A.Gruetter          ## D0505005
          26.7         0.34       0.0551     0.001653  # 1982,A.Gruetter          ## D0505005
          27.1         0.34       0.0525     0.001575  # 1982,A.Gruetter          ## D0505005
          27.3         0.34       0.0519     0.001557  # 1982,A.Gruetter          ## D0505005
          29.6         0.34       0.0366     0.001098  # 1982,A.Gruetter          ## D0505005
          30.5         0.34       0.0316     0.000948  # 1982,A.Gruetter          ## D0505005
          32.1         0.34       0.0245     0.000735  # 1982,A.Gruetter          ## D0505005
          32.1         0.34       0.0245     0.000735  # 1982,A.Gruetter          ## D0505005
          34.3         0.34      0.01762    0.0005286  # 1982,A.Gruetter          ## D0505005
          36.9         0.34      0.01357    0.0004071  # 1982,A.Gruetter          ## D0505005
          38.6         0.34      0.01225    0.0003675  # 1982,A.Gruetter          ## D0505005
          40.9         0.34      0.01145    0.0003435  # 1982,A.Gruetter          ## D0505005
          42.5         0.34      0.01149    0.0003447  # 1982,A.Gruetter          ## D0505005
          45.6         0.34      0.01122    0.0003366  # 1982,A.Gruetter          ## D0505005
          45.6         0.34      0.01131    0.0003393  # 1982,A.Gruetter          ## D0505005
          49.1         0.34      0.01122    0.0003366  # 1982,A.Gruetter          ## D0505005
          49.1         0.34      0.01124    0.0003372  # 1982,A.Gruetter          ## D0505005
          52.4         0.34      0.01063    0.0003189  # 1982,A.Gruetter          ## D0505005
          52.4         0.34      0.01061    0.0003183  # 1982,A.Gruetter          ## D0505005
          55.5         0.34      0.00968    0.0002904  # 1982,A.Gruetter          ## D0505005
          55.5         0.34      0.00948    0.0002844  # 1982,A.Gruetter          ## D0505005
          58.5         0.34      0.00861    0.0002583  # 1982,A.Gruetter          ## D0505005
          60.7         0.34      0.00803    0.0002409  # 1982,A.Gruetter          ## D0505005
          65.1         0.34      0.00694    0.0002082  # 1982,A.Gruetter          ## D0505005
          65.1         0.34      0.00719    0.0002157  # 1982,A.Gruetter          ## D0505005
          67.6         0.34      0.00651    0.0001953  # 1982,A.Gruetter          ## D0505005
          69.7         0.34      0.00634    0.0001902  # 1982,A.Gruetter          ## D0505005
          69.7         0.34      0.00616    0.0001848  # 1982,A.Gruetter          ## D0505005
          69.8         0.34      0.00642    0.0001926  # 1982,A.Gruetter          ## D0505005
//
#-------------------------------------------------------------------------------
